model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
qwen3-4b,0,val,desc,zh,ja,de,de,schlecht,良い,"""良い""的反义词是""",悪い,0,0,11772,6500,2.703125,0.58203125,-2.12109375,-21.546875,-17.16796875,4.37890625,2.0
qwen3-4b,0,val,desc,zh,ja,de,en,bad,良い,"""良い""的反义词是""",悪い,0,0,44,518,11.875,4.53125,-7.34375,-12.375,-13.21875,-0.84375,2.0
qwen3-4b,0,val,desc,zh,ja,de,es,malo,良い,"""良い""的反义词是""",悪い,0,0,2003,9232,5.65625,0.01141357421875,-5.64483642578125,-18.59375,-17.73858642578125,0.85516357421875,2.0
qwen3-4b,0,val,desc,zh,ja,de,fr,mauvais,良い,"""良い""的反义词是""",悪い,0,0,15597,38724,2.1875,-2.640625,-4.828125,-22.0625,-20.390625,1.671875,2.0
qwen3-4b,0,val,desc,zh,ja,de,ja,悪い,良い,"""良い""的反义词是""",悪い,0,0,0,0,24.25,17.75,-6.5,0.0,0.0,0.0,2.0
qwen3-4b,0,val,desc,zh,ja,de,ko,나쁜,良い,"""良い""的反义词是""",悪い,0,0,5535,6094,3.984375,0.6875,-3.296875,-20.265625,-17.0625,3.203125,2.0
qwen3-4b,0,val,desc,zh,ja,de,zh,坏,良い,"""良い""的反义词是""",悪い,0,0,136,959,10.25,3.59375,-6.65625,-14.0,-14.15625,-0.15625,2.0
qwen3-4b,0,val,val,zh,ja,de,de,schlecht,良い,"""良い""的反义词是""",悪い,0,0,11772,4925,2.703125,0.984375,-1.71875,-21.546875,-16.640625,4.90625,2.0
qwen3-4b,0,val,val,zh,ja,de,en,bad,良い,"""良い""的反义词是""",悪い,0,0,44,515,11.875,4.5,-7.375,-12.375,-13.125,-0.75,2.0
qwen3-4b,0,val,val,zh,ja,de,es,malo,良い,"""良い""的反义词是""",悪い,0,0,2003,9746,5.65625,-0.107421875,-5.763671875,-18.59375,-17.732421875,0.861328125,2.0
qwen3-4b,0,val,val,zh,ja,de,fr,mauvais,良い,"""良い""的反义词是""",悪い,0,0,15597,41728,2.1875,-2.859375,-5.046875,-22.0625,-20.484375,1.578125,2.0
qwen3-4b,0,val,val,zh,ja,de,ja,悪い,良い,"""良い""的反义词是""",悪い,0,0,0,0,24.25,17.625,-6.625,0.0,0.0,0.0,2.0
qwen3-4b,0,val,val,zh,ja,de,ko,나쁜,良い,"""良い""的反义词是""",悪い,0,0,5535,5148,3.984375,0.9140625,-3.0703125,-20.265625,-16.7109375,3.5546875,2.0
qwen3-4b,0,val,val,zh,ja,de,zh,坏,良い,"""良い""的反义词是""",悪い,0,0,136,818,10.25,3.78125,-6.46875,-14.0,-13.84375,0.15625,2.0
qwen3-4b,0,val,freq,zh,ja,de,de,schlecht,良い,"""良い""的反义词是""",悪い,0,0,11772,9,2.703125,8.75,6.046875,-21.546875,-6.0625,15.484375,2.0
qwen3-4b,0,val,freq,zh,ja,de,en,bad,良い,"""良い""的反义词是""",悪い,0,0,44,653,11.875,3.515625,-8.359375,-12.375,-11.296875,1.078125,2.0
qwen3-4b,0,val,freq,zh,ja,de,es,malo,良い,"""良い""的反义词是""",悪い,0,0,2003,2071,5.65625,1.984375,-3.671875,-18.59375,-12.828125,5.765625,2.0
qwen3-4b,0,val,freq,zh,ja,de,fr,mauvais,良い,"""良い""的反义词是""",悪い,0,0,15597,7461,2.1875,0.150390625,-2.037109375,-22.0625,-14.662109375,7.400390625,2.0
qwen3-4b,0,val,freq,zh,ja,de,ja,悪い,良い,"""良い""的反义词是""",悪い,0,0,0,0,24.25,14.8125,-9.4375,0.0,0.0,0.0,2.0
qwen3-4b,0,val,freq,zh,ja,de,ko,나쁜,良い,"""良い""的反义词是""",悪い,0,0,5535,8121,3.984375,0.02490234375,-3.95947265625,-20.265625,-14.78759765625,5.47802734375,2.0
qwen3-4b,0,val,freq,zh,ja,de,zh,坏,良い,"""良い""的反义词是""",悪い,0,0,136,6928,10.25,0.263671875,-9.986328125,-14.0,-14.548828125,-0.548828125,2.0
qwen3-4b,0,freq,desc,zh,ja,de,de,schlecht,良い,"""良い""的反义词是""",悪い,0,0,11772,11772,2.703125,2.703125,0.0,-21.546875,-21.546875,0.0,2.0
qwen3-4b,0,freq,desc,zh,ja,de,en,bad,良い,"""良い""的反义词是""",悪い,0,0,44,44,11.875,11.875,0.0,-12.375,-12.375,0.0,2.0
qwen3-4b,0,freq,desc,zh,ja,de,es,malo,良い,"""良い""的反义词是""",悪い,0,0,2003,2003,5.65625,5.65625,0.0,-18.59375,-18.59375,0.0,2.0
qwen3-4b,0,freq,desc,zh,ja,de,fr,mauvais,良い,"""良い""的反义词是""",悪い,0,0,15597,15597,2.1875,2.1875,0.0,-22.0625,-22.0625,0.0,2.0
qwen3-4b,0,freq,desc,zh,ja,de,ja,悪い,良い,"""良い""的反义词是""",悪い,0,0,0,0,24.25,24.25,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,desc,zh,ja,de,ko,나쁜,良い,"""良い""的反义词是""",悪い,0,0,5535,5535,3.984375,3.984375,0.0,-20.265625,-20.265625,0.0,2.0
qwen3-4b,0,freq,desc,zh,ja,de,zh,坏,良い,"""良い""的反义词是""",悪い,0,0,136,136,10.25,10.25,0.0,-14.0,-14.0,0.0,2.0
qwen3-4b,0,freq,val,zh,ja,de,de,schlecht,良い,"""良い""的反义词是""",悪い,0,0,11772,25564,2.703125,6.03125,3.328125,-21.546875,-9.96875,11.578125,2.0
qwen3-4b,0,freq,val,zh,ja,de,en,bad,良い,"""良い""的反义词是""",悪い,0,0,44,11,11.875,13.3125,1.4375,-12.375,-2.6875,9.6875,2.0
qwen3-4b,0,freq,val,zh,ja,de,es,malo,良い,"""良い""的反义词是""",悪い,0,0,2003,194,5.65625,10.8125,5.15625,-18.59375,-5.1875,13.40625,2.0
qwen3-4b,0,freq,val,zh,ja,de,fr,mauvais,良い,"""良い""的反义词是""",悪い,0,0,15597,3677,2.1875,8.125,5.9375,-22.0625,-7.875,14.1875,2.0
qwen3-4b,0,freq,val,zh,ja,de,ja,悪い,良い,"""良い""的反义词是""",悪い,0,0,0,0,24.25,16.0,-8.25,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,val,zh,ja,de,ko,나쁜,良い,"""良い""的反义词是""",悪い,0,0,5535,40082,3.984375,5.40625,1.421875,-20.265625,-10.59375,9.671875,2.0
qwen3-4b,0,freq,val,zh,ja,de,zh,坏,良い,"""良い""的反义词是""",悪い,0,0,136,171,10.25,11.0,0.75,-14.0,-5.0,9.0,2.0
qwen3-4b,0,freq,freq,zh,ja,de,de,schlecht,良い,"""良い""的反义词是""",悪い,0,0,11772,11772,2.703125,2.703125,0.0,-21.546875,-21.546875,0.0,2.0
qwen3-4b,0,freq,freq,zh,ja,de,en,bad,良い,"""良い""的反义词是""",悪い,0,0,44,44,11.875,11.875,0.0,-12.375,-12.375,0.0,2.0
qwen3-4b,0,freq,freq,zh,ja,de,es,malo,良い,"""良い""的反义词是""",悪い,0,0,2003,2003,5.65625,5.65625,0.0,-18.59375,-18.59375,0.0,2.0
qwen3-4b,0,freq,freq,zh,ja,de,fr,mauvais,良い,"""良い""的反义词是""",悪い,0,0,15597,15597,2.1875,2.1875,0.0,-22.0625,-22.0625,0.0,2.0
qwen3-4b,0,freq,freq,zh,ja,de,ja,悪い,良い,"""良い""的反义词是""",悪い,0,0,0,0,24.25,24.25,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,freq,zh,ja,de,ko,나쁜,良い,"""良い""的反义词是""",悪い,0,0,5535,5535,3.984375,3.984375,0.0,-20.265625,-20.265625,0.0,2.0
qwen3-4b,0,freq,freq,zh,ja,de,zh,坏,良い,"""良い""的反义词是""",悪い,0,0,136,136,10.25,10.25,0.0,-14.0,-14.0,0.0,2.0
qwen3-4b,0,desc,desc,zh,ja,en,de,schlecht,良い,"""良い""的反义词是""",悪い,0,132430,11772,21062,2.703125,nan,nan,-21.546875,nan,nan,2.0
qwen3-4b,0,desc,desc,zh,ja,en,en,bad,良い,"""良い""的反义词是""",悪い,0,132430,44,13855,11.875,nan,nan,-12.375,nan,nan,2.0
qwen3-4b,0,desc,desc,zh,ja,en,es,malo,良い,"""良い""的反义词是""",悪い,0,132430,2003,76,5.65625,nan,nan,-18.59375,nan,nan,2.0
qwen3-4b,0,desc,desc,zh,ja,en,fr,mauvais,良い,"""良い""的反义词是""",悪い,0,132430,15597,1728,2.1875,nan,nan,-22.0625,nan,nan,2.0
qwen3-4b,0,desc,desc,zh,ja,en,ja,悪い,良い,"""良い""的反义词是""",悪い,0,132430,0,132430,24.25,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,desc,desc,zh,ja,en,ko,나쁜,良い,"""良い""的反义词是""",悪い,0,132430,5535,60315,3.984375,nan,nan,-20.265625,nan,nan,2.0
qwen3-4b,0,desc,desc,zh,ja,en,zh,坏,良い,"""良い""的反义词是""",悪い,0,132430,136,100250,10.25,nan,nan,-14.0,nan,nan,2.0
qwen3-4b,0,desc,val,zh,ja,en,de,schlecht,良い,"""良い""的反义词是""",悪い,0,132430,11772,21062,2.703125,nan,nan,-21.546875,nan,nan,2.0
qwen3-4b,0,desc,val,zh,ja,en,en,bad,良い,"""良い""的反义词是""",悪い,0,132430,44,13855,11.875,nan,nan,-12.375,nan,nan,2.0
qwen3-4b,0,desc,val,zh,ja,en,es,malo,良い,"""良い""的反义词是""",悪い,0,132430,2003,76,5.65625,nan,nan,-18.59375,nan,nan,2.0
qwen3-4b,0,desc,val,zh,ja,en,fr,mauvais,良い,"""良い""的反义词是""",悪い,0,132430,15597,1728,2.1875,nan,nan,-22.0625,nan,nan,2.0
qwen3-4b,0,desc,val,zh,ja,en,ja,悪い,良い,"""良い""的反义词是""",悪い,0,132430,0,132430,24.25,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,desc,val,zh,ja,en,ko,나쁜,良い,"""良い""的反义词是""",悪い,0,132430,5535,60315,3.984375,nan,nan,-20.265625,nan,nan,2.0
qwen3-4b,0,desc,val,zh,ja,en,zh,坏,良い,"""良い""的反义词是""",悪い,0,132430,136,100250,10.25,nan,nan,-14.0,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,ja,en,de,schlecht,良い,"""良い""的反义词是""",悪い,0,132430,11772,21062,2.703125,nan,nan,-21.546875,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,ja,en,en,bad,良い,"""良い""的反义词是""",悪い,0,132430,44,13855,11.875,nan,nan,-12.375,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,ja,en,es,malo,良い,"""良い""的反义词是""",悪い,0,132430,2003,76,5.65625,nan,nan,-18.59375,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,ja,en,fr,mauvais,良い,"""良い""的反义词是""",悪い,0,132430,15597,1728,2.1875,nan,nan,-22.0625,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,ja,en,ja,悪い,良い,"""良い""的反义词是""",悪い,0,132430,0,132430,24.25,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,ja,en,ko,나쁜,良い,"""良い""的反义词是""",悪い,0,132430,5535,60315,3.984375,nan,nan,-20.265625,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,ja,en,zh,坏,良い,"""良い""的反义词是""",悪い,0,132430,136,100250,10.25,nan,nan,-14.0,nan,nan,2.0
qwen3-4b,0,val,desc,zh,ja,en,de,schlecht,良い,"""良い""的反义词是""",悪い,0,132430,11772,21062,2.703125,nan,nan,-21.546875,nan,nan,2.0
qwen3-4b,0,val,desc,zh,ja,en,en,bad,良い,"""良い""的反义词是""",悪い,0,132430,44,13855,11.875,nan,nan,-12.375,nan,nan,2.0
qwen3-4b,0,val,desc,zh,ja,en,es,malo,良い,"""良い""的反义词是""",悪い,0,132430,2003,76,5.65625,nan,nan,-18.59375,nan,nan,2.0
qwen3-4b,0,val,desc,zh,ja,en,fr,mauvais,良い,"""良い""的反义词是""",悪い,0,132430,15597,1728,2.1875,nan,nan,-22.0625,nan,nan,2.0
qwen3-4b,0,val,desc,zh,ja,en,ja,悪い,良い,"""良い""的反义词是""",悪い,0,132430,0,132430,24.25,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,val,desc,zh,ja,en,ko,나쁜,良い,"""良い""的反义词是""",悪い,0,132430,5535,60315,3.984375,nan,nan,-20.265625,nan,nan,2.0
qwen3-4b,0,val,desc,zh,ja,en,zh,坏,良い,"""良い""的反义词是""",悪い,0,132430,136,100250,10.25,nan,nan,-14.0,nan,nan,2.0
qwen3-4b,0,val,val,zh,ja,en,de,schlecht,良い,"""良い""的反义词是""",悪い,0,0,11772,4222,2.703125,1.6484375,-1.0546875,-21.546875,-16.9765625,4.5703125,2.0
qwen3-4b,0,val,val,zh,ja,en,en,bad,良い,"""良い""的反义词是""",悪い,0,0,44,479,11.875,5.125,-6.75,-12.375,-13.5,-1.125,2.0
qwen3-4b,0,val,val,zh,ja,en,es,malo,良い,"""良い""的反义词是""",悪い,0,0,2003,11930,5.65625,-0.06689453125,-5.72314453125,-18.59375,-18.69189453125,-0.09814453125,2.0
qwen3-4b,0,val,val,zh,ja,en,fr,mauvais,良い,"""良い""的反义词是""",悪い,0,0,15597,44036,2.1875,-2.71875,-4.90625,-22.0625,-21.34375,0.71875,2.0
qwen3-4b,0,val,val,zh,ja,en,ja,悪い,良い,"""良い""的反义词是""",悪い,0,0,0,0,24.25,18.625,-5.625,0.0,0.0,0.0,2.0
qwen3-4b,0,val,val,zh,ja,en,ko,나쁜,良い,"""良い""的反义词是""",悪い,0,0,5535,5314,3.984375,1.28125,-2.703125,-20.265625,-17.34375,2.921875,2.0
qwen3-4b,0,val,val,zh,ja,en,zh,坏,良い,"""良い""的反义词是""",悪い,0,0,136,760,10.25,4.375,-5.875,-14.0,-14.25,-0.25,2.0
qwen3-4b,0,val,freq,zh,ja,en,de,schlecht,良い,"""良い""的反义词是""",悪い,0,0,11772,4341,2.703125,1.4296875,-1.2734375,-21.546875,-16.6953125,4.8515625,2.0
qwen3-4b,0,val,freq,zh,ja,en,en,bad,良い,"""良い""的反义词是""",悪い,0,0,44,493,11.875,4.84375,-7.03125,-12.375,-13.28125,-0.90625,2.0
qwen3-4b,0,val,freq,zh,ja,en,es,malo,良い,"""良い""的反义词是""",悪い,0,0,2003,10425,5.65625,-0.01226806640625,-5.66851806640625,-18.59375,-18.13726806640625,0.45648193359375,2.0
qwen3-4b,0,val,freq,zh,ja,en,fr,mauvais,良い,"""良い""的反义词是""",悪い,0,0,15597,43784,2.1875,-2.890625,-5.078125,-22.0625,-21.015625,1.046875,2.0
qwen3-4b,0,val,freq,zh,ja,en,ja,悪い,良い,"""良い""的反义词是""",悪い,0,0,0,0,24.25,18.125,-6.125,0.0,0.0,0.0,2.0
qwen3-4b,0,val,freq,zh,ja,en,ko,나쁜,良い,"""良い""的反义词是""",悪い,0,0,5535,5747,3.984375,0.98046875,-3.00390625,-20.265625,-17.14453125,3.12109375,2.0
qwen3-4b,0,val,freq,zh,ja,en,zh,坏,良い,"""良い""的反义词是""",悪い,0,0,136,822,10.25,4.03125,-6.21875,-14.0,-14.09375,-0.09375,2.0
qwen3-4b,0,freq,desc,zh,ja,en,de,schlecht,良い,"""良い""的反义词是""",悪い,0,132430,11772,21062,2.703125,nan,nan,-21.546875,nan,nan,2.0
qwen3-4b,0,freq,desc,zh,ja,en,en,bad,良い,"""良い""的反义词是""",悪い,0,132430,44,13855,11.875,nan,nan,-12.375,nan,nan,2.0
qwen3-4b,0,freq,desc,zh,ja,en,es,malo,良い,"""良い""的反义词是""",悪い,0,132430,2003,76,5.65625,nan,nan,-18.59375,nan,nan,2.0
qwen3-4b,0,freq,desc,zh,ja,en,fr,mauvais,良い,"""良い""的反义词是""",悪い,0,132430,15597,1728,2.1875,nan,nan,-22.0625,nan,nan,2.0
qwen3-4b,0,freq,desc,zh,ja,en,ja,悪い,良い,"""良い""的反义词是""",悪い,0,132430,0,132430,24.25,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,freq,desc,zh,ja,en,ko,나쁜,良い,"""良い""的反义词是""",悪い,0,132430,5535,60315,3.984375,nan,nan,-20.265625,nan,nan,2.0
qwen3-4b,0,freq,desc,zh,ja,en,zh,坏,良い,"""良い""的反义词是""",悪い,0,132430,136,100250,10.25,nan,nan,-14.0,nan,nan,2.0
qwen3-4b,0,freq,val,zh,ja,en,de,schlecht,良い,"""良い""的反义词是""",悪い,0,4,11772,141916,2.703125,3.578125,0.875,-21.546875,-13.046875,8.5,2.0
qwen3-4b,0,freq,val,zh,ja,en,en,bad,良い,"""良い""的反义词是""",悪い,0,4,44,701,11.875,11.0625,-0.8125,-12.375,-5.5625,6.8125,2.0
qwen3-4b,0,freq,val,zh,ja,en,es,malo,良い,"""良い""的反义词是""",悪い,0,4,2003,111455,5.65625,5.09375,-0.5625,-18.59375,-11.53125,7.0625,2.0
qwen3-4b,0,freq,val,zh,ja,en,fr,mauvais,良い,"""良い""的反义词是""",悪い,0,4,15597,54542,2.1875,6.75,4.5625,-22.0625,-9.875,12.1875,2.0
qwen3-4b,0,freq,val,zh,ja,en,ja,悪い,良い,"""良い""的反义词是""",悪い,0,4,0,4,24.25,16.625,-7.625,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,val,zh,ja,en,ko,나쁜,良い,"""良い""的反义词是""",悪い,0,4,5535,5341,3.984375,9.25,5.265625,-20.265625,-7.375,12.890625,2.0
qwen3-4b,0,freq,val,zh,ja,en,zh,坏,良い,"""良い""的反义词是""",悪い,0,4,136,39,10.25,14.25,4.0,-14.0,-2.375,11.625,2.0
qwen3-4b,0,freq,freq,zh,ja,en,de,schlecht,良い,"""良い""的反义词是""",悪い,0,0,11772,11772,2.703125,2.703125,0.0,-21.546875,-21.546875,0.0,2.0
qwen3-4b,0,freq,freq,zh,ja,en,en,bad,良い,"""良い""的反义词是""",悪い,0,0,44,44,11.875,11.875,0.0,-12.375,-12.375,0.0,2.0
qwen3-4b,0,freq,freq,zh,ja,en,es,malo,良い,"""良い""的反义词是""",悪い,0,0,2003,2003,5.65625,5.65625,0.0,-18.59375,-18.59375,0.0,2.0
qwen3-4b,0,freq,freq,zh,ja,en,fr,mauvais,良い,"""良い""的反义词是""",悪い,0,0,15597,15597,2.1875,2.1875,0.0,-22.0625,-22.0625,0.0,2.0
qwen3-4b,0,freq,freq,zh,ja,en,ja,悪い,良い,"""良い""的反义词是""",悪い,0,0,0,0,24.25,24.25,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,freq,zh,ja,en,ko,나쁜,良い,"""良い""的反义词是""",悪い,0,0,5535,5535,3.984375,3.984375,0.0,-20.265625,-20.265625,0.0,2.0
qwen3-4b,0,freq,freq,zh,ja,en,zh,坏,良い,"""良い""的反义词是""",悪い,0,0,136,136,10.25,10.25,0.0,-14.0,-14.0,0.0,2.0
qwen3-4b,0,desc,desc,zh,ja,es,de,schlecht,良い,"""良い""的反义词是""",悪い,0,0,11772,11772,2.703125,2.703125,0.0,-21.546875,-21.546875,0.0,2.0
qwen3-4b,0,desc,desc,zh,ja,es,en,bad,良い,"""良い""的反义词是""",悪い,0,0,44,44,11.875,11.875,0.0,-12.375,-12.375,0.0,2.0
qwen3-4b,0,desc,desc,zh,ja,es,es,malo,良い,"""良い""的反义词是""",悪い,0,0,2003,2003,5.65625,5.65625,0.0,-18.59375,-18.59375,0.0,2.0
qwen3-4b,0,desc,desc,zh,ja,es,fr,mauvais,良い,"""良い""的反义词是""",悪い,0,0,15597,15597,2.1875,2.1875,0.0,-22.0625,-22.0625,0.0,2.0
qwen3-4b,0,desc,desc,zh,ja,es,ja,悪い,良い,"""良い""的反义词是""",悪い,0,0,0,0,24.25,24.25,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,desc,zh,ja,es,ko,나쁜,良い,"""良い""的反义词是""",悪い,0,0,5535,5535,3.984375,3.984375,0.0,-20.265625,-20.265625,0.0,2.0
qwen3-4b,0,desc,desc,zh,ja,es,zh,坏,良い,"""良い""的反义词是""",悪い,0,0,136,136,10.25,10.25,0.0,-14.0,-14.0,0.0,2.0
qwen3-4b,0,desc,val,zh,ja,es,de,schlecht,良い,"""良い""的反义词是""",悪い,0,0,11772,85451,2.703125,4.375,1.671875,-21.546875,-10.125,11.421875,2.0
qwen3-4b,0,desc,val,zh,ja,es,en,bad,良い,"""良い""的反义词是""",悪い,0,0,44,91,11.875,11.25,-0.625,-12.375,-3.25,9.125,2.0
qwen3-4b,0,desc,val,zh,ja,es,es,malo,良い,"""良い""的反义词是""",悪い,0,0,2003,132,5.65625,10.9375,5.28125,-18.59375,-3.5625,15.03125,2.0
qwen3-4b,0,desc,val,zh,ja,es,fr,mauvais,良い,"""良い""的反义词是""",悪い,0,0,15597,3487,2.1875,8.375,6.1875,-22.0625,-6.125,15.9375,2.0
qwen3-4b,0,desc,val,zh,ja,es,ja,悪い,良い,"""良い""的反义词是""",悪い,0,0,0,0,24.25,14.5,-9.75,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,val,zh,ja,es,ko,나쁜,良い,"""良い""的反义词是""",悪い,0,0,5535,49550,3.984375,5.34375,1.359375,-20.265625,-9.15625,11.109375,2.0
qwen3-4b,0,desc,val,zh,ja,es,zh,坏,良い,"""良い""的反义词是""",悪い,0,0,136,448,10.25,10.125,-0.125,-14.0,-4.375,9.625,2.0
qwen3-4b,0,desc,freq,zh,ja,es,de,schlecht,良い,"""良い""的反义词是""",悪い,0,0,11772,41033,2.703125,0.9609375,-1.7421875,-21.546875,-18.1640625,3.3828125,2.0
qwen3-4b,0,desc,freq,zh,ja,es,en,bad,良い,"""良い""的反义词是""",悪い,0,0,44,270,11.875,8.8125,-3.0625,-12.375,-10.3125,2.0625,2.0
qwen3-4b,0,desc,freq,zh,ja,es,es,malo,良い,"""良い""的反义词是""",悪い,0,0,2003,4,5.65625,14.9375,9.28125,-18.59375,-4.1875,14.40625,2.0
qwen3-4b,0,desc,freq,zh,ja,es,fr,mauvais,良い,"""良い""的反义词是""",悪い,0,0,15597,1851,2.1875,6.21875,4.03125,-22.0625,-12.90625,9.15625,2.0
qwen3-4b,0,desc,freq,zh,ja,es,ja,悪い,良い,"""良い""的反义词是""",悪い,0,0,0,0,24.25,19.125,-5.125,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,freq,zh,ja,es,ko,나쁜,良い,"""良い""的反义词是""",悪い,0,0,5535,7509,3.984375,4.125,0.140625,-20.265625,-15.0,5.265625,2.0
qwen3-4b,0,desc,freq,zh,ja,es,zh,坏,良い,"""良い""的反义词是""",悪い,0,0,136,970,10.25,7.21875,-3.03125,-14.0,-11.90625,2.09375,2.0
qwen3-4b,0,val,desc,zh,ja,es,de,schlecht,良い,"""良い""的反义词是""",悪い,0,0,11772,5313,2.703125,0.8984375,-1.8046875,-21.546875,-16.7265625,4.8203125,2.0
qwen3-4b,0,val,desc,zh,ja,es,en,bad,良い,"""良い""的反义词是""",悪い,0,0,44,262,11.875,5.34375,-6.53125,-12.375,-12.28125,0.09375,2.0
qwen3-4b,0,val,desc,zh,ja,es,es,malo,良い,"""良い""的反义词是""",悪い,0,0,2003,5754,5.65625,0.77734375,-4.87890625,-18.59375,-16.84765625,1.74609375,2.0
