model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,adjective,prompt,tracked_target,baseline_adj_rank,combined_adj_rank,baseline_target_logit,combined_target_logit,delta_combined_logit
qwen3-4b,31,freq,desc,ja,zh,难,「难」の反対は「,易,0,0,21.75,22.25,0.5
qwen3-4b,31,freq,val,ja,zh,难,「难」の反対は「,易,0,0,21.75,21.0,-0.75
qwen3-4b,31,freq,freq,ja,zh,难,「难」の反対は「,易,0,0,21.75,22.25,0.5
qwen3-4b,32,desc,desc,ja,zh,旧,「旧」の反対は「,新,0,0,21.875,21.875,0.0
qwen3-4b,32,desc,val,ja,zh,旧,「旧」の反対は「,新,0,0,21.875,24.0,2.125
qwen3-4b,32,desc,freq,ja,zh,旧,「旧」の反対は「,新,0,0,21.875,22.75,0.875
qwen3-4b,32,val,desc,ja,zh,旧,「旧」の反対は「,新,0,0,21.875,21.75,-0.125
qwen3-4b,32,val,val,ja,zh,旧,「旧」の反対は「,新,0,0,21.875,21.5,-0.375
qwen3-4b,32,val,freq,ja,zh,旧,「旧」の反対は「,新,0,0,21.875,21.125,-0.75
qwen3-4b,32,freq,desc,ja,zh,旧,「旧」の反対は「,新,0,0,21.875,22.75,0.875
qwen3-4b,32,freq,val,ja,zh,旧,「旧」の反対は「,新,0,0,21.875,22.625,0.75
qwen3-4b,32,freq,freq,ja,zh,旧,「旧」の反対は「,新,0,0,21.875,22.5,0.625
qwen3-4b,33,desc,desc,ja,zh,假,「假」の反対は「,真,0,0,22.375,22.375,0.0
qwen3-4b,33,desc,val,ja,zh,假,「假」の反対は「,真,0,0,22.375,23.75,1.375
qwen3-4b,33,desc,freq,ja,zh,假,「假」の反対は「,真,0,0,22.375,23.625,1.25
qwen3-4b,33,val,desc,ja,zh,假,「假」の反対は「,真,0,0,22.375,20.375,-2.0
qwen3-4b,33,val,val,ja,zh,假,「假」の反対は「,真,0,0,22.375,20.25,-2.125
qwen3-4b,33,val,freq,ja,zh,假,「假」の反対は「,真,0,0,22.375,20.25,-2.125
qwen3-4b,33,freq,desc,ja,zh,假,「假」の反対は「,真,0,0,22.375,23.25,0.875
qwen3-4b,33,freq,val,ja,zh,假,「假」の反対は「,真,0,0,22.375,22.125,-0.25
qwen3-4b,33,freq,freq,ja,zh,假,「假」の反対は「,真,0,0,22.375,23.125,0.75
qwen3-4b,34,desc,desc,ja,zh,死,「死」の反対は「,生,0,0,19.75,19.75,0.0
qwen3-4b,34,desc,val,ja,zh,死,「死」の反対は「,生,0,0,19.75,21.875,2.125
qwen3-4b,34,desc,freq,ja,zh,死,「死」の反対は「,生,0,0,19.75,22.25,2.5
qwen3-4b,34,val,desc,ja,zh,死,「死」の反対は「,生,0,0,19.75,17.25,-2.5
qwen3-4b,34,val,val,ja,zh,死,「死」の反対は「,生,0,0,19.75,17.125,-2.625
qwen3-4b,34,val,freq,ja,zh,死,「死」の反対は「,生,0,0,19.75,18.625,-1.125
qwen3-4b,34,freq,desc,ja,zh,死,「死」の反対は「,生,0,0,19.75,20.375,0.625
qwen3-4b,34,freq,val,ja,zh,死,「死」の反対は「,生,0,0,19.75,20.25,0.5
qwen3-4b,34,freq,freq,ja,zh,死,「死」の反対は「,生,0,0,19.75,20.25,0.5
qwen3-4b,35,desc,desc,ja,zh,空,「空」の反対は「,满,6,5,13.8125,13.75,-0.0625
qwen3-4b,35,desc,val,ja,zh,空,「空」の反対は「,满,6,4,13.8125,16.375,2.5625
qwen3-4b,35,desc,freq,ja,zh,空,「空」の反対は「,满,6,3,13.8125,16.5,2.6875
qwen3-4b,35,val,desc,ja,zh,空,「空」の反対は「,满,6,6,13.8125,13.625,-0.1875
qwen3-4b,35,val,val,ja,zh,空,「空」の反対は「,满,6,8,13.8125,13.4375,-0.375
qwen3-4b,35,val,freq,ja,zh,空,「空」の反対は「,满,6,3,13.8125,14.1875,0.375
qwen3-4b,35,freq,desc,ja,zh,空,「空」の反対は「,满,6,7,13.8125,14.25,0.4375
qwen3-4b,35,freq,val,ja,zh,空,「空」の反対は「,满,6,8,13.8125,14.375,0.5625
qwen3-4b,35,freq,freq,ja,zh,空,「空」の反対は「,满,6,8,13.8125,14.0,0.1875
qwen3-4b,36,desc,desc,ja,zh,暗,「暗」の反対は「,亮,5,5,13.6875,13.6875,0.0
qwen3-4b,36,desc,val,ja,zh,暗,「暗」の反対は「,亮,5,4,13.6875,16.375,2.6875
qwen3-4b,36,desc,freq,ja,zh,暗,「暗」の反対は「,亮,5,2,13.6875,16.875,3.1875
qwen3-4b,36,val,desc,ja,zh,暗,「暗」の反対は「,亮,5,20,13.6875,11.1875,-2.5
qwen3-4b,36,val,val,ja,zh,暗,「暗」の反対は「,亮,5,24,13.6875,10.75,-2.9375
qwen3-4b,36,val,freq,ja,zh,暗,「暗」の反対は「,亮,5,4,13.6875,12.8125,-0.875
qwen3-4b,36,freq,desc,ja,zh,暗,「暗」の反対は「,亮,5,5,13.6875,14.1875,0.5
qwen3-4b,36,freq,val,ja,zh,暗,「暗」の反対は「,亮,5,10,13.6875,14.5625,0.875
qwen3-4b,36,freq,freq,ja,zh,暗,「暗」の反対は「,亮,5,5,13.6875,14.0,0.3125
qwen3-4b,37,desc,desc,ja,zh,弱,「弱」の反対は「,强,2,2,17.5,17.375,-0.125
qwen3-4b,37,desc,val,ja,zh,弱,「弱」の反対は「,强,2,1,17.5,20.0,2.5
qwen3-4b,37,desc,freq,ja,zh,弱,「弱」の反対は「,强,2,1,17.5,20.5,3.0
qwen3-4b,37,val,desc,ja,zh,弱,「弱」の反対は「,强,2,3,17.5,17.25,-0.25
qwen3-4b,37,val,val,ja,zh,弱,「弱」の反対は「,强,2,3,17.5,17.25,-0.25
qwen3-4b,37,val,freq,ja,zh,弱,「弱」の反対は「,强,2,1,17.5,18.125,0.625
qwen3-4b,37,freq,desc,ja,zh,弱,「弱」の反対は「,强,2,3,17.5,18.125,0.625
qwen3-4b,37,freq,val,ja,zh,弱,「弱」の反対は「,强,2,3,17.5,17.875,0.375
qwen3-4b,37,freq,freq,ja,zh,弱,「弱」の反対は「,强,2,3,17.5,17.875,0.375
qwen3-4b,38,desc,desc,ja,zh,脏,「脏」の反対は「,干净,47,47,10.25,10.1875,-0.0625
qwen3-4b,38,desc,val,ja,zh,脏,「脏」の反対は「,干净,47,11,10.25,14.3125,4.0625
qwen3-4b,38,desc,freq,ja,zh,脏,「脏」の反対は「,干净,47,2,10.25,16.125,5.875
qwen3-4b,38,val,desc,ja,zh,脏,「脏」の反対は「,干净,47,309,10.25,5.65625,-4.59375
qwen3-4b,38,val,val,ja,zh,脏,「脏」の反対は「,干净,47,466,10.25,5.125,-5.125
qwen3-4b,38,val,freq,ja,zh,脏,「脏」の反対は「,干净,47,32,10.25,8.5625,-1.6875
qwen3-4b,38,freq,desc,ja,zh,脏,「脏」の反対は「,干净,47,51,10.25,10.375,0.125
qwen3-4b,38,freq,val,ja,zh,脏,「脏」の反対は「,干净,47,53,10.25,11.5,1.25
qwen3-4b,38,freq,freq,ja,zh,脏,「脏」の反対は「,干净,47,55,10.25,10.25,0.0
qwen3-4b,39,desc,desc,ja,zh,关,「关」の反対は「,开,3,3,14.6875,14.625,-0.0625
qwen3-4b,39,desc,val,ja,zh,关,「关」の反対は「,开,3,1,14.6875,18.0,3.3125
qwen3-4b,39,desc,freq,ja,zh,关,「关」の反対は「,开,3,1,14.6875,19.375,4.6875
qwen3-4b,39,val,desc,ja,zh,关,「关」の反対は「,开,3,1,14.6875,14.25,-0.4375
qwen3-4b,39,val,val,ja,zh,关,「关」の反対は「,开,3,1,14.6875,13.75,-0.9375
qwen3-4b,39,val,freq,ja,zh,关,「关」の反対は「,开,3,1,14.6875,17.0,2.3125
qwen3-4b,39,freq,desc,ja,zh,关,「关」の反対は「,开,3,1,14.6875,15.4375,0.75
qwen3-4b,39,freq,val,ja,zh,关,「关」の反対は「,开,3,1,14.6875,15.0625,0.375
qwen3-4b,39,freq,freq,ja,zh,关,「关」の反対は「,开,3,1,14.6875,15.4375,0.75
qwen3-4b,40,desc,desc,ja,zh,贫穷,「贫穷」の反対は「,富裕,1,1,18.0,17.875,-0.125
qwen3-4b,40,desc,val,ja,zh,贫穷,「贫穷」の反対は「,富裕,1,0,18.0,20.625,2.625
qwen3-4b,40,desc,freq,ja,zh,贫穷,「贫穷」の反対は「,富裕,1,0,18.0,19.625,1.625
qwen3-4b,40,val,desc,ja,zh,贫穷,「贫穷」の反対は「,富裕,1,2,18.0,15.375,-2.625
qwen3-4b,40,val,val,ja,zh,贫穷,「贫穷」の反対は「,富裕,1,2,18.0,15.3125,-2.6875
qwen3-4b,40,val,freq,ja,zh,贫穷,「贫穷」の反対は「,富裕,1,2,18.0,16.5,-1.5
qwen3-4b,40,freq,desc,ja,zh,贫穷,「贫穷」の反対は「,富裕,1,1,18.0,17.875,-0.125
qwen3-4b,40,freq,val,ja,zh,贫穷,「贫穷」の反対は「,富裕,1,1,18.0,18.875,0.875
qwen3-4b,40,freq,freq,ja,zh,贫穷,「贫穷」の反対は「,富裕,1,1,18.0,17.75,-0.25
qwen3-4b,41,desc,desc,ja,zh,丑,「丑」の反対は「,美,0,0,16.75,16.625,-0.125
qwen3-4b,41,desc,val,ja,zh,丑,「丑」の反対は「,美,0,0,16.75,19.125,2.375
qwen3-4b,41,desc,freq,ja,zh,丑,「丑」の反対は「,美,0,0,16.75,21.125,4.375
qwen3-4b,41,val,desc,ja,zh,丑,「丑」の反対は「,美,0,0,16.75,17.25,0.5
qwen3-4b,41,val,val,ja,zh,丑,「丑」の反対は「,美,0,0,16.75,17.125,0.375
qwen3-4b,41,val,freq,ja,zh,丑,「丑」の反対は「,美,0,0,16.75,16.375,-0.375
qwen3-4b,41,freq,desc,ja,zh,丑,「丑」の反対は「,美,0,0,16.75,17.5,0.75
qwen3-4b,41,freq,val,ja,zh,丑,「丑」の反対は「,美,0,0,16.75,17.25,0.5
qwen3-4b,41,freq,freq,ja,zh,丑,「丑」の反対は「,美,0,0,16.75,17.375,0.625
qwen3-4b,42,desc,desc,ja,zh,短,「短」の反対は「,长,4,4,14.625,14.5,-0.125
qwen3-4b,42,desc,val,ja,zh,短,「短」の反対は「,长,4,1,14.625,18.375,3.75
qwen3-4b,42,desc,freq,ja,zh,短,「短」の反対は「,长,4,1,14.625,19.25,4.625
qwen3-4b,42,val,desc,ja,zh,短,「短」の反対は「,长,4,14,14.625,12.625,-2.0
qwen3-4b,42,val,val,ja,zh,短,「短」の反対は「,长,4,22,14.625,12.375,-2.25
qwen3-4b,42,val,freq,ja,zh,短,「短」の反対は「,长,4,2,14.625,13.875,-0.75
qwen3-4b,42,freq,desc,ja,zh,短,「短」の反対は「,长,4,5,14.625,14.8125,0.1875
qwen3-4b,42,freq,val,ja,zh,短,「短」の反対は「,长,4,5,14.625,15.5625,0.9375
qwen3-4b,42,freq,freq,ja,zh,短,「短」の反対は「,长,4,5,14.625,14.75,0.125
qwen3-4b,43,desc,desc,ja,zh,窄,「窄」の反対は「,宽,32,36,11.8125,11.6875,-0.125
qwen3-4b,43,desc,val,ja,zh,窄,「窄」の反対は「,宽,32,7,11.8125,16.625,4.8125
qwen3-4b,43,desc,freq,ja,zh,窄,「窄」の反対は「,宽,32,1,11.8125,17.75,5.9375
qwen3-4b,43,val,desc,ja,zh,窄,「窄」の反対は「,宽,32,84,11.8125,9.625,-2.1875
qwen3-4b,43,val,val,ja,zh,窄,「窄」の反対は「,宽,32,112,11.8125,9.4375,-2.375
qwen3-4b,43,val,freq,ja,zh,窄,「窄」の反対は「,宽,32,20,11.8125,11.25,-0.5625
qwen3-4b,43,freq,desc,ja,zh,窄,「窄」の反対は「,宽,32,43,11.8125,12.125,0.3125
qwen3-4b,43,freq,val,ja,zh,窄,「窄」の反対は「,宽,32,23,11.8125,13.625,1.8125
qwen3-4b,43,freq,freq,ja,zh,窄,「窄」の反対は「,宽,32,42,11.8125,12.1875,0.375
qwen3-4b,44,desc,desc,ja,zh,软,「软」の反対は「,硬,0,0,20.875,20.875,0.0
qwen3-4b,44,desc,val,ja,zh,软,「软」の反対は「,硬,0,0,20.875,21.75,0.875
qwen3-4b,44,desc,freq,ja,zh,软,「软」の反対は「,硬,0,0,20.875,21.625,0.75
qwen3-4b,44,val,desc,ja,zh,软,「软」の反対は「,硬,0,0,20.875,18.125,-2.75
qwen3-4b,44,val,val,ja,zh,软,「软」の反対は「,硬,0,0,20.875,18.25,-2.625
qwen3-4b,44,val,freq,ja,zh,软,「软」の反対は「,硬,0,0,20.875,16.625,-4.25
qwen3-4b,44,freq,desc,ja,zh,软,「软」の反対は「,硬,0,0,20.875,21.625,0.75
qwen3-4b,44,freq,val,ja,zh,软,「软」の反対は「,硬,0,0,20.875,20.0,-0.875
qwen3-4b,44,freq,freq,ja,zh,软,「软」の反対は「,硬,0,0,20.875,21.625,0.75
qwen3-4b,45,desc,desc,ja,zh,湿,「湿」の反対は「,干,1,1,17.625,17.5,-0.125
qwen3-4b,45,desc,val,ja,zh,湿,「湿」の反対は「,干,1,1,17.625,19.5,1.875
qwen3-4b,45,desc,freq,ja,zh,湿,「湿」の反対は「,干,1,0,17.625,19.25,1.625
qwen3-4b,45,val,desc,ja,zh,湿,「湿」の反対は「,干,1,1,17.625,13.9375,-3.6875
qwen3-4b,45,val,val,ja,zh,湿,「湿」の反対は「,干,1,1,17.625,13.75,-3.875
qwen3-4b,45,val,freq,ja,zh,湿,「湿」の反対は「,干,1,0,17.625,13.875,-3.75
qwen3-4b,45,freq,desc,ja,zh,湿,「湿」の反対は「,干,1,1,17.625,17.75,0.125
qwen3-4b,45,freq,val,ja,zh,湿,「湿」の反対は「,干,1,2,17.625,17.5,-0.125
qwen3-4b,45,freq,freq,ja,zh,湿,「湿」の反対は「,干,1,1,17.625,17.625,0.0
qwen3-4b,46,desc,desc,ja,zh,安静,「安静」の反対は「,吵闹,15,15,12.0,11.9375,-0.0625
qwen3-4b,46,desc,val,ja,zh,安静,「安静」の反対は「,吵闹,15,7,12.0,14.375,2.375
qwen3-4b,46,desc,freq,ja,zh,安静,「安静」の反対は「,吵闹,15,3,12.0,16.625,4.625
qwen3-4b,46,val,desc,ja,zh,安静,「安静」の反対は「,吵闹,15,80,12.0,7.5625,-4.4375
qwen3-4b,46,val,val,ja,zh,安静,「安静」の反対は「,吵闹,15,111,12.0,7.28125,-4.71875
qwen3-4b,46,val,freq,ja,zh,安静,「安静」の反対は「,吵闹,15,10,12.0,10.625,-1.375
qwen3-4b,46,freq,desc,ja,zh,安静,「安静」の反対は「,吵闹,15,24,12.0,11.5625,-0.4375
qwen3-4b,46,freq,val,ja,zh,安静,「安静」の反対は「,吵闹,15,20,12.0,11.8125,-0.1875
qwen3-4b,46,freq,freq,ja,zh,安静,「安静」の反対は「,吵闹,15,26,12.0,11.5,-0.5
qwen3-4b,47,desc,desc,ja,zh,晚,「晚」の反対は「,早,3,3,17.625,17.625,0.0
qwen3-4b,47,desc,val,ja,zh,晚,「晚」の反対は「,早,3,2,17.625,20.5,2.875
qwen3-4b,47,desc,freq,ja,zh,晚,「晚」の反対は「,早,3,0,17.625,21.25,3.625
qwen3-4b,47,val,desc,ja,zh,晚,「晚」の反対は「,早,3,6,17.625,13.125,-4.5
qwen3-4b,47,val,val,ja,zh,晚,「晚」の反対は「,早,3,6,17.625,12.8125,-4.8125
qwen3-4b,47,val,freq,ja,zh,晚,「晚」の反対は「,早,3,4,17.625,15.875,-1.75
qwen3-4b,47,freq,desc,ja,zh,晚,「晚」の反対は「,早,3,3,17.625,18.375,0.75
qwen3-4b,47,freq,val,ja,zh,晚,「晚」の反対は「,早,3,2,17.625,18.25,0.625
qwen3-4b,47,freq,freq,ja,zh,晚,「晚」の反対は「,早,3,4,17.625,18.125,0.5
qwen3-4b,48,desc,desc,ja,zh,远,「远」の反対は「,近,0,0,24.125,24.0,-0.125
qwen3-4b,48,desc,val,ja,zh,远,「远」の反対は「,近,0,0,24.125,24.75,0.625
qwen3-4b,48,desc,freq,ja,zh,远,「远」の反対は「,近,0,0,24.125,25.375,1.25
qwen3-4b,48,val,desc,ja,zh,远,「远」の反対は「,近,0,0,24.125,21.0,-3.125
qwen3-4b,48,val,val,ja,zh,远,「远」の反対は「,近,0,0,24.125,20.875,-3.25
qwen3-4b,48,val,freq,ja,zh,远,「远」の反対は「,近,0,0,24.125,22.25,-1.875
qwen3-4b,48,freq,desc,ja,zh,远,「远」の反対は「,近,0,0,24.125,25.125,1.0
qwen3-4b,48,freq,val,ja,zh,远,「远」の反対は「,近,0,0,24.125,23.125,-1.0
qwen3-4b,48,freq,freq,ja,zh,远,「远」の反対は「,近,0,0,24.125,25.125,1.0
qwen3-4b,49,desc,desc,ja,zh,浅,「浅」の反対は「,深,0,0,23.625,23.625,0.0
qwen3-4b,49,desc,val,ja,zh,浅,「浅」の反対は「,深,0,0,23.625,24.5,0.875
qwen3-4b,49,desc,freq,ja,zh,浅,「浅」の反対は「,深,0,0,23.625,23.625,0.0
qwen3-4b,49,val,desc,ja,zh,浅,「浅」の反対は「,深,0,0,23.625,20.625,-3.0
qwen3-4b,49,val,val,ja,zh,浅,「浅」の反対は「,深,0,0,23.625,20.5,-3.125
qwen3-4b,49,val,freq,ja,zh,浅,「浅」の反対は「,深,0,0,23.625,19.0,-4.625
qwen3-4b,49,freq,desc,ja,zh,浅,「浅」の反対は「,深,0,0,23.625,25.0,1.375
qwen3-4b,49,freq,val,ja,zh,浅,「浅」の反対は「,深,0,0,23.625,22.75,-0.875
qwen3-4b,49,freq,freq,ja,zh,浅,「浅」の反対は「,深,0,0,23.625,24.875,1.25
qwen3-4b,50,desc,desc,ja,zh,年轻,「年轻」の反対は「,老,1,1,18.375,18.375,0.0
qwen3-4b,50,desc,val,ja,zh,年轻,「年轻」の反対は「,老,1,1,18.375,19.375,1.0
qwen3-4b,50,desc,freq,ja,zh,年轻,「年轻」の反対は「,老,1,1,18.375,19.625,1.25
qwen3-4b,50,val,desc,ja,zh,年轻,「年轻」の反対は「,老,1,2,18.375,16.0,-2.375
qwen3-4b,50,val,val,ja,zh,年轻,「年轻」の反対は「,老,1,2,18.375,15.875,-2.5
qwen3-4b,50,val,freq,ja,zh,年轻,「年轻」の反対は「,老,1,1,18.375,15.75,-2.625
qwen3-4b,50,freq,desc,ja,zh,年轻,「年轻」の反対は「,老,1,1,18.375,18.625,0.25
qwen3-4b,50,freq,val,ja,zh,年轻,「年轻」の反対は「,老,1,1,18.375,17.625,-0.75
qwen3-4b,50,freq,freq,ja,zh,年轻,「年轻」の反対は「,老,1,1,18.375,18.375,0.0
qwen3-4b,51,desc,desc,ja,zh,善良,「善良」の反対は「,不善良,5,5,14.9375,15.0,0.0625
qwen3-4b,51,desc,val,ja,zh,善良,「善良」の反対は「,不善良,5,1,14.9375,18.875,3.9375
qwen3-4b,51,desc,freq,ja,zh,善良,「善良」の反対は「,不善良,5,3,14.9375,16.875,1.9375
qwen3-4b,51,val,desc,ja,zh,善良,「善良」の反対は「,不善良,5,2,14.9375,14.0,-0.9375
qwen3-4b,51,val,val,ja,zh,善良,「善良」の反対は「,不善良,5,1,14.9375,14.0625,-0.875
qwen3-4b,51,val,freq,ja,zh,善良,「善良」の反対は「,不善良,5,4,14.9375,13.25,-1.6875
qwen3-4b,51,freq,desc,ja,zh,善良,「善良」の反対は「,不善良,5,2,14.9375,15.5625,0.625
qwen3-4b,51,freq,val,ja,zh,善良,「善良」の反対は「,不善良,5,0,14.9375,17.25,2.3125
qwen3-4b,51,freq,freq,ja,zh,善良,「善良」の反対は「,不善良,5,2,14.9375,15.375,0.4375
qwen3-4b,52,desc,desc,ja,zh,勇敢,「勇敢」の反対は「,懦弱,7,7,15.1875,15.125,-0.0625
qwen3-4b,52,desc,val,ja,zh,勇敢,「勇敢」の反対は「,懦弱,7,7,15.1875,16.75,1.5625
qwen3-4b,52,desc,freq,ja,zh,勇敢,「勇敢」の反対は「,懦弱,7,6,15.1875,17.5,2.3125
qwen3-4b,52,val,desc,ja,zh,勇敢,「勇敢」の反対は「,懦弱,7,13,15.1875,12.625,-2.5625
qwen3-4b,52,val,val,ja,zh,勇敢,「勇敢」の反対は「,懦弱,7,11,15.1875,12.8125,-2.375
qwen3-4b,52,val,freq,ja,zh,勇敢,「勇敢」の反対は「,懦弱,7,9,15.1875,12.4375,-2.75
qwen3-4b,52,freq,desc,ja,zh,勇敢,「勇敢」の反対は「,懦弱,7,7,15.1875,15.0625,-0.125
qwen3-4b,52,freq,val,ja,zh,勇敢,「勇敢」の反対は「,懦弱,7,6,15.1875,15.25,0.0625
qwen3-4b,52,freq,freq,ja,zh,勇敢,「勇敢」の反対は「,懦弱,7,7,15.1875,15.0625,-0.125
qwen3-4b,53,desc,desc,ja,zh,明智,「明智」の反対は「,愚蠢,48,51,10.8125,10.6875,-0.125
qwen3-4b,53,desc,val,ja,zh,明智,「明智」の反対は「,愚蠢,48,22,10.8125,14.5,3.6875
qwen3-4b,53,desc,freq,ja,zh,明智,「明智」の反対は「,愚蠢,48,7,10.8125,14.75,3.9375
qwen3-4b,53,val,desc,ja,zh,明智,「明智」の反対は「,愚蠢,48,251,10.8125,8.0625,-2.75
qwen3-4b,53,val,val,ja,zh,明智,「明智」の反対は「,愚蠢,48,266,10.8125,7.96875,-2.84375
qwen3-4b,53,val,freq,ja,zh,明智,「明智」の反対は「,愚蠢,48,48,10.8125,9.875,-0.9375
qwen3-4b,53,freq,desc,ja,zh,明智,「明智」の反対は「,愚蠢,48,66,10.8125,10.5625,-0.25
qwen3-4b,53,freq,val,ja,zh,明智,「明智」の反対は「,愚蠢,48,48,10.8125,12.125,1.3125
qwen3-4b,53,freq,freq,ja,zh,明智,「明智」の反対は「,愚蠢,48,68,10.8125,10.5,-0.3125
qwen3-4b,54,desc,desc,ja,zh,礼貌,「礼貌」の反対は「,不礼貌,2,2,18.125,18.0,-0.125
qwen3-4b,54,desc,val,ja,zh,礼貌,「礼貌」の反対は「,不礼貌,2,0,18.125,20.875,2.75
qwen3-4b,54,desc,freq,ja,zh,礼貌,「礼貌」の反対は「,不礼貌,2,2,18.125,20.625,2.5
qwen3-4b,54,val,desc,ja,zh,礼貌,「礼貌」の反対は「,不礼貌,2,1,18.125,16.75,-1.375
qwen3-4b,54,val,val,ja,zh,礼貌,「礼貌」の反対は「,不礼貌,2,1,18.125,16.625,-1.5
qwen3-4b,54,val,freq,ja,zh,礼貌,「礼貌」の反対は「,不礼貌,2,3,18.125,16.125,-2.0
qwen3-4b,54,freq,desc,ja,zh,礼貌,「礼貌」の反対は「,不礼貌,2,2,18.125,18.375,0.25
qwen3-4b,54,freq,val,ja,zh,礼貌,「礼貌」の反対は「,不礼貌,2,0,18.125,19.125,1.0
qwen3-4b,54,freq,freq,ja,zh,礼貌,「礼貌」の反対は「,不礼貌,2,2,18.125,18.25,0.125
qwen3-4b,55,desc,desc,ja,zh,耐心,「耐心」の反対は「,不耐烦,3,3,13.9375,13.9375,0.0
qwen3-4b,55,desc,val,ja,zh,耐心,「耐心」の反対は「,不耐烦,3,2,13.9375,17.625,3.6875
qwen3-4b,55,desc,freq,ja,zh,耐心,「耐心」の反対は「,不耐烦,3,2,13.9375,16.75,2.8125
qwen3-4b,55,val,desc,ja,zh,耐心,「耐心」の反対は「,不耐烦,3,5,13.9375,12.125,-1.8125
qwen3-4b,55,val,val,ja,zh,耐心,「耐心」の反対は「,不耐烦,3,6,13.9375,11.9375,-2.0
qwen3-4b,55,val,freq,ja,zh,耐心,「耐心」の反対は「,不耐烦,3,5,13.9375,12.375,-1.5625
qwen3-4b,55,freq,desc,ja,zh,耐心,「耐心」の反対は「,不耐烦,3,3,13.9375,14.25,0.3125
qwen3-4b,55,freq,val,ja,zh,耐心,「耐心」の反対は「,不耐烦,3,3,13.9375,15.875,1.9375
qwen3-4b,55,freq,freq,ja,zh,耐心,「耐心」の反対は「,不耐烦,3,4,13.9375,14.125,0.1875
qwen3-4b,56,desc,desc,ja,zh,诚实,「诚实」の反対は「,不诚实,1,1,18.625,18.625,0.0
qwen3-4b,56,desc,val,ja,zh,诚实,「诚实」の反対は「,不诚实,1,1,18.625,21.0,2.375
qwen3-4b,56,desc,freq,ja,zh,诚实,「诚实」の反対は「,不诚实,1,1,18.625,21.125,2.5
qwen3-4b,56,val,desc,ja,zh,诚实,「诚实」の反対は「,不诚实,1,1,18.625,17.25,-1.375
qwen3-4b,56,val,val,ja,zh,诚实,「诚实」の反対は「,不诚实,1,1,18.625,17.25,-1.375
qwen3-4b,56,val,freq,ja,zh,诚实,「诚实」の反対は「,不诚实,1,1,18.625,17.625,-1.0
qwen3-4b,56,freq,desc,ja,zh,诚实,「诚实」の反対は「,不诚实,1,1,18.625,19.125,0.5
qwen3-4b,56,freq,val,ja,zh,诚实,「诚实」の反対は「,不诚实,1,1,18.625,19.25,0.625
qwen3-4b,56,freq,freq,ja,zh,诚实,「诚实」の反対は「,不诚实,1,1,18.625,18.875,0.25
qwen3-4b,57,desc,desc,ja,zh,安全,「安全」の反対は「,危险,2,2,16.75,16.5,-0.25
qwen3-4b,57,desc,val,ja,zh,安全,「安全」の反対は「,危险,2,2,16.75,19.5,2.75
qwen3-4b,57,desc,freq,ja,zh,安全,「安全」の反対は「,危险,2,0,16.75,22.125,5.375
qwen3-4b,57,val,desc,ja,zh,安全,「安全」の反対は「,危险,2,6,16.75,12.75,-4.0
qwen3-4b,57,val,val,ja,zh,安全,「安全」の反対は「,危险,2,5,16.75,12.75,-4.0
qwen3-4b,57,val,freq,ja,zh,安全,「安全」の反対は「,危险,2,2,16.75,15.6875,-1.0625
qwen3-4b,57,freq,desc,ja,zh,安全,「安全」の反対は「,危险,2,3,16.75,16.125,-0.625
qwen3-4b,57,freq,val,ja,zh,安全,「安全」の反対は「,危险,2,4,16.75,16.0,-0.75
qwen3-4b,57,freq,freq,ja,zh,安全,「安全」の反対は「,危险,2,3,16.75,15.9375,-0.8125
qwen3-4b,58,desc,desc,ja,zh,积极,「积极」の反対は「,消极,2,2,15.4375,15.3125,-0.125
qwen3-4b,58,desc,val,ja,zh,积极,「积极」の反対は「,消极,2,2,15.4375,18.25,2.8125
qwen3-4b,58,desc,freq,ja,zh,积极,「积极」の反対は「,消极,2,1,15.4375,19.125,3.6875
qwen3-4b,58,val,desc,ja,zh,积极,「积极」の反対は「,消极,2,2,15.4375,14.5625,-0.875
qwen3-4b,58,val,val,ja,zh,积极,「积极」の反対は「,消极,2,2,15.4375,14.375,-1.0625
qwen3-4b,58,val,freq,ja,zh,积极,「积极」の反対は「,消极,2,1,15.4375,15.6875,0.25
qwen3-4b,58,freq,desc,ja,zh,积极,「积极」の反対は「,消极,2,2,15.4375,15.25,-0.1875
qwen3-4b,58,freq,val,ja,zh,积极,「积极」の反対は「,消极,2,3,15.4375,15.8125,0.375
qwen3-4b,58,freq,freq,ja,zh,积极,「积极」の反対は「,消极,2,2,15.4375,15.375,-0.0625
qwen3-4b,59,desc,desc,ja,zh,直,「直」の反対は「,弯,22,22,13.0625,13.0,-0.0625
qwen3-4b,59,desc,val,ja,zh,直,「直」の反対は「,弯,22,3,13.0625,17.5,4.4375
qwen3-4b,59,desc,freq,ja,zh,直,「直」の反対は「,弯,22,2,13.0625,18.75,5.6875
qwen3-4b,59,val,desc,ja,zh,直,「直」の反対は「,弯,22,57,13.0625,10.6875,-2.375
qwen3-4b,59,val,val,ja,zh,直,「直」の反対は「,弯,22,78,13.0625,10.1875,-2.875
qwen3-4b,59,val,freq,ja,zh,直,「直」の反対は「,弯,22,5,13.0625,14.0625,1.0
qwen3-4b,59,freq,desc,ja,zh,直,「直」の反対は「,弯,22,31,13.0625,13.4375,0.375
