model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
qwen3-4b,0,freq,desc,ko,zh,en,en,bad,好,"""好""의 반대말은 """,坏,92,100250,31,13855,10.5,nan,nan,1.375,nan,nan,2.0
qwen3-4b,0,freq,desc,ko,zh,en,es,malo,好,"""好""의 반대말은 """,坏,92,100250,2346,76,4.03125,nan,nan,-5.09375,nan,nan,2.0
qwen3-4b,0,freq,desc,ko,zh,en,fr,mauvais,好,"""好""의 반대말은 """,坏,92,100250,1336,1728,4.90625,nan,nan,-4.21875,nan,nan,2.0
qwen3-4b,0,freq,desc,ko,zh,en,ja,悪い,好,"""好""의 반대말은 """,坏,92,100250,82,132430,9.3125,nan,nan,0.1875,nan,nan,2.0
qwen3-4b,0,freq,desc,ko,zh,en,ko,나쁜,好,"""好""의 반대말은 """,坏,92,100250,0,60315,14.6875,nan,nan,5.5625,nan,nan,2.0
qwen3-4b,0,freq,desc,ko,zh,en,zh,坏,好,"""好""의 반대말은 """,坏,92,100250,92,100250,9.125,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,freq,val,ko,zh,en,de,schlecht,好,"""好""의 반대말은 """,坏,92,16,13481,136659,1.359375,4.03125,2.671875,-7.765625,-11.46875,-3.703125,2.0
qwen3-4b,0,freq,val,ko,zh,en,en,bad,好,"""好""의 반대말은 """,坏,92,16,31,355,10.5,12.125,1.625,1.375,-3.375,-4.75,2.0
qwen3-4b,0,freq,val,ko,zh,en,es,malo,好,"""好""의 반대말은 """,坏,92,16,2346,110871,4.03125,5.21875,1.1875,-5.09375,-10.28125,-5.1875,2.0
qwen3-4b,0,freq,val,ko,zh,en,fr,mauvais,好,"""好""의 반대말은 """,坏,92,16,1336,53119,4.90625,6.9375,2.03125,-4.21875,-8.5625,-4.34375,2.0
qwen3-4b,0,freq,val,ko,zh,en,ja,悪い,好,"""好""의 반대말은 """,坏,92,16,82,34,9.3125,14.5625,5.25,0.1875,-0.9375,-1.125,2.0
qwen3-4b,0,freq,val,ko,zh,en,ko,나쁜,好,"""好""의 반대말은 """,坏,92,16,0,103,14.6875,13.4375,-1.25,5.5625,-2.0625,-7.625,2.0
qwen3-4b,0,freq,val,ko,zh,en,zh,坏,好,"""好""의 반대말은 """,坏,92,16,92,16,9.125,15.5,6.375,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,freq,ko,zh,en,de,schlecht,好,"""好""의 반대말은 """,坏,92,92,13481,13481,1.359375,1.359375,0.0,-7.765625,-7.765625,0.0,2.0
qwen3-4b,0,freq,freq,ko,zh,en,en,bad,好,"""好""의 반대말은 """,坏,92,92,31,31,10.5,10.5,0.0,1.375,1.375,0.0,2.0
qwen3-4b,0,freq,freq,ko,zh,en,es,malo,好,"""好""의 반대말은 """,坏,92,92,2346,2346,4.03125,4.03125,0.0,-5.09375,-5.09375,0.0,2.0
qwen3-4b,0,freq,freq,ko,zh,en,fr,mauvais,好,"""好""의 반대말은 """,坏,92,92,1336,1336,4.90625,4.90625,0.0,-4.21875,-4.21875,0.0,2.0
qwen3-4b,0,freq,freq,ko,zh,en,ja,悪い,好,"""好""의 반대말은 """,坏,92,92,82,82,9.3125,9.3125,0.0,0.1875,0.1875,0.0,2.0
qwen3-4b,0,freq,freq,ko,zh,en,ko,나쁜,好,"""好""의 반대말은 """,坏,92,92,0,0,14.6875,14.6875,0.0,5.5625,5.5625,0.0,2.0
qwen3-4b,0,freq,freq,ko,zh,en,zh,坏,好,"""好""의 반대말은 """,坏,92,92,92,92,9.125,9.125,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,desc,ko,zh,es,de,schlecht,好,"""好""의 반대말은 """,坏,92,92,13481,13481,1.359375,1.359375,0.0,-7.765625,-7.765625,0.0,2.0
qwen3-4b,0,desc,desc,ko,zh,es,en,bad,好,"""好""의 반대말은 """,坏,92,92,31,31,10.5,10.5,0.0,1.375,1.375,0.0,2.0
qwen3-4b,0,desc,desc,ko,zh,es,es,malo,好,"""好""의 반대말은 """,坏,92,92,2346,2346,4.03125,4.03125,0.0,-5.09375,-5.09375,0.0,2.0
qwen3-4b,0,desc,desc,ko,zh,es,fr,mauvais,好,"""好""의 반대말은 """,坏,92,92,1336,1336,4.90625,4.90625,0.0,-4.21875,-4.21875,0.0,2.0
qwen3-4b,0,desc,desc,ko,zh,es,ja,悪い,好,"""好""의 반대말은 """,坏,92,92,82,82,9.3125,9.3125,0.0,0.1875,0.1875,0.0,2.0
qwen3-4b,0,desc,desc,ko,zh,es,ko,나쁜,好,"""好""의 반대말은 """,坏,92,92,0,0,14.6875,14.6875,0.0,5.5625,5.5625,0.0,2.0
qwen3-4b,0,desc,desc,ko,zh,es,zh,坏,好,"""好""의 반대말은 """,坏,92,92,92,92,9.125,9.125,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,val,ko,zh,es,de,schlecht,好,"""好""의 반대말은 """,坏,92,80,13481,75363,1.359375,4.75,3.390625,-7.765625,-6.875,0.890625,2.0
qwen3-4b,0,desc,val,ko,zh,es,en,bad,好,"""好""의 반대말은 """,坏,92,80,31,25,10.5,12.4375,1.9375,1.375,0.8125,-0.5625,2.0
qwen3-4b,0,desc,val,ko,zh,es,es,malo,好,"""好""의 반대말은 """,坏,92,80,2346,54,4.03125,11.875,7.84375,-5.09375,0.25,5.34375,2.0
qwen3-4b,0,desc,val,ko,zh,es,fr,mauvais,好,"""好""의 반대말은 """,坏,92,80,1336,1489,4.90625,9.0,4.09375,-4.21875,-2.625,1.59375,2.0
qwen3-4b,0,desc,val,ko,zh,es,ja,悪い,好,"""好""의 반대말은 """,坏,92,80,82,32,9.3125,12.375,3.0625,0.1875,0.75,0.5625,2.0
qwen3-4b,0,desc,val,ko,zh,es,ko,나쁜,好,"""好""의 반대말은 """,坏,92,80,0,627,14.6875,9.75,-4.9375,5.5625,-1.875,-7.4375,2.0
qwen3-4b,0,desc,val,ko,zh,es,zh,坏,好,"""好""의 반대말은 """,坏,92,80,92,80,9.125,11.625,2.5,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,freq,ko,zh,es,de,schlecht,好,"""好""의 반대말은 """,坏,92,3380,13481,45737,1.359375,-0.515625,-1.875,-7.765625,-4.609375,3.15625,2.0
qwen3-4b,0,desc,freq,ko,zh,es,en,bad,好,"""好""의 반대말은 """,坏,92,3380,31,329,10.5,7.25,-3.25,1.375,3.15625,1.78125,2.0
qwen3-4b,0,desc,freq,ko,zh,es,es,malo,好,"""好""의 반대말은 """,坏,92,3380,2346,0,4.03125,18.625,14.59375,-5.09375,14.53125,19.625,2.0
qwen3-4b,0,desc,freq,ko,zh,es,fr,mauvais,好,"""好""의 반대말은 """,坏,92,3380,1336,42,4.90625,9.875,4.96875,-4.21875,5.78125,10.0,2.0
qwen3-4b,0,desc,freq,ko,zh,es,ja,悪い,好,"""好""의 반대말은 """,坏,92,3380,82,184,9.3125,8.0625,-1.25,0.1875,3.96875,3.78125,2.0
qwen3-4b,0,desc,freq,ko,zh,es,ko,나쁜,好,"""好""의 반대말은 """,坏,92,3380,0,10,14.6875,12.25,-2.4375,5.5625,8.15625,2.59375,2.0
qwen3-4b,0,desc,freq,ko,zh,es,zh,坏,好,"""好""의 반대말은 """,坏,92,3380,92,3380,9.125,4.09375,-5.03125,0.0,0.0,0.0,2.0
qwen3-4b,0,val,desc,ko,zh,es,de,schlecht,好,"""好""의 반대말은 """,坏,92,739,13481,14612,1.359375,0.7578125,-0.6015625,-7.765625,-4.3671875,3.3984375,2.0
qwen3-4b,0,val,desc,ko,zh,es,en,bad,好,"""好""의 반대말은 """,坏,92,739,31,242,10.5,6.78125,-3.71875,1.375,1.65625,0.28125,2.0
qwen3-4b,0,val,desc,ko,zh,es,es,malo,好,"""好""의 반대말은 """,坏,92,739,2346,1928,4.03125,3.765625,-0.265625,-5.09375,-1.359375,3.734375,2.0
qwen3-4b,0,val,desc,ko,zh,es,fr,mauvais,好,"""好""의 반대말은 """,坏,92,739,1336,683,4.90625,5.21875,0.3125,-4.21875,0.09375,4.3125,2.0
qwen3-4b,0,val,desc,ko,zh,es,ja,悪い,好,"""好""의 반대말은 """,坏,92,739,82,459,9.3125,5.90625,-3.40625,0.1875,0.78125,0.59375,2.0
qwen3-4b,0,val,desc,ko,zh,es,ko,나쁜,好,"""好""의 반대말은 """,坏,92,739,0,0,14.6875,13.1875,-1.5,5.5625,8.0625,2.5,2.0
