model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
qwen3-4b,0,desc,freq,zh,de,de,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,141,14835,36480,2.609375,1.0546875,-1.5546875,-2.421875,-8.3203125,-5.8984375,2.0
qwen3-4b,0,desc,freq,zh,de,de,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,141,3839,16715,5.4375,2.515625,-2.921875,0.40625,-6.859375,-7.265625,2.0
qwen3-4b,0,val,desc,zh,de,de,de,schlecht,gut,"""gut""的反义词是""",schlecht,4605,6590,4605,6590,5.03125,0.99609375,-4.03515625,0.0,0.0,0.0,2.0
qwen3-4b,0,val,desc,zh,de,de,en,bad,gut,"""gut""的反义词是""",schlecht,4605,6590,4,4,15.3125,13.3125,-2.0,10.28125,12.31640625,2.03515625,2.0
qwen3-4b,0,val,desc,zh,de,de,es,malo,gut,"""gut""的反义词是""",schlecht,4605,6590,33,91,12.875,9.0,-3.875,7.84375,8.00390625,0.16015625,2.0
qwen3-4b,0,val,desc,zh,de,de,fr,mauvais,gut,"""gut""的反义词是""",schlecht,4605,6590,1050,1820,7.8125,4.09375,-3.71875,2.78125,3.09765625,0.31640625,2.0
qwen3-4b,0,val,desc,zh,de,de,ja,悪い,gut,"""gut""的反义词是""",schlecht,4605,6590,7813,8868,3.953125,0.1904296875,-3.7626953125,-1.078125,-0.8056640625,0.2724609375,2.0
qwen3-4b,0,val,desc,zh,de,de,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,6590,14835,9942,2.609375,-0.1259765625,-2.7353515625,-2.421875,-1.1220703125,1.2998046875,2.0
qwen3-4b,0,val,desc,zh,de,de,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,6590,3839,7715,5.4375,0.5703125,-4.8671875,0.40625,-0.42578125,-0.83203125,2.0
qwen3-4b,0,val,val,zh,de,de,de,schlecht,gut,"""gut""的反义词是""",schlecht,4605,5304,4605,5304,5.03125,1.6875,-3.34375,0.0,0.0,0.0,2.0
qwen3-4b,0,val,val,zh,de,de,en,bad,gut,"""gut""的反义词是""",schlecht,4605,5304,4,4,15.3125,13.1875,-2.125,10.28125,11.5,1.21875,2.0
qwen3-4b,0,val,val,zh,de,de,es,malo,gut,"""gut""的反义词是""",schlecht,4605,5304,33,83,12.875,9.4375,-3.4375,7.84375,7.75,-0.09375,2.0
qwen3-4b,0,val,val,zh,de,de,fr,mauvais,gut,"""gut""的反义词是""",schlecht,4605,5304,1050,1864,7.8125,4.1875,-3.625,2.78125,2.5,-0.28125,2.0
qwen3-4b,0,val,val,zh,de,de,ja,悪い,gut,"""gut""的反义词是""",schlecht,4605,5304,7813,8689,3.953125,0.37890625,-3.57421875,-1.078125,-1.30859375,-0.23046875,2.0
qwen3-4b,0,val,val,zh,de,de,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,5304,14835,11351,2.609375,-0.341796875,-2.951171875,-2.421875,-2.029296875,0.392578125,2.0
qwen3-4b,0,val,val,zh,de,de,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,5304,3839,7585,5.4375,0.75,-4.6875,0.40625,-0.9375,-1.34375,2.0
qwen3-4b,0,val,freq,zh,de,de,de,schlecht,gut,"""gut""的反义词是""",schlecht,4605,115,4605,115,5.03125,7.90625,2.875,0.0,0.0,0.0,2.0
qwen3-4b,0,val,freq,zh,de,de,en,bad,gut,"""gut""的反义词是""",schlecht,4605,115,4,195,15.3125,6.9375,-8.375,10.28125,-0.96875,-11.25,2.0
qwen3-4b,0,val,freq,zh,de,de,es,malo,gut,"""gut""的反义词是""",schlecht,4605,115,33,31,12.875,9.4375,-3.4375,7.84375,1.53125,-6.3125,2.0
qwen3-4b,0,val,freq,zh,de,de,fr,mauvais,gut,"""gut""的反义词是""",schlecht,4605,115,1050,48,7.8125,9.0,1.1875,2.78125,1.09375,-1.6875,2.0
qwen3-4b,0,val,freq,zh,de,de,ja,悪い,gut,"""gut""的反义词是""",schlecht,4605,115,7813,12282,3.953125,-0.435546875,-4.388671875,-1.078125,-8.341796875,-7.263671875,2.0
qwen3-4b,0,val,freq,zh,de,de,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,115,14835,16369,2.609375,-1.0546875,-3.6640625,-2.421875,-8.9609375,-6.5390625,2.0
qwen3-4b,0,val,freq,zh,de,de,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,115,3839,38813,5.4375,-3.109375,-8.546875,0.40625,-11.015625,-11.421875,2.0
qwen3-4b,0,freq,desc,zh,de,de,de,schlecht,gut,"""gut""的反义词是""",schlecht,4605,4605,4605,4605,5.03125,5.03125,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,desc,zh,de,de,en,bad,gut,"""gut""的反义词是""",schlecht,4605,4605,4,4,15.3125,15.3125,0.0,10.28125,10.28125,0.0,2.0
qwen3-4b,0,freq,desc,zh,de,de,es,malo,gut,"""gut""的反义词是""",schlecht,4605,4605,33,33,12.875,12.875,0.0,7.84375,7.84375,0.0,2.0
qwen3-4b,0,freq,desc,zh,de,de,fr,mauvais,gut,"""gut""的反义词是""",schlecht,4605,4605,1050,1050,7.8125,7.8125,0.0,2.78125,2.78125,0.0,2.0
qwen3-4b,0,freq,desc,zh,de,de,ja,悪い,gut,"""gut""的反义词是""",schlecht,4605,4605,7813,7813,3.953125,3.953125,0.0,-1.078125,-1.078125,0.0,2.0
qwen3-4b,0,freq,desc,zh,de,de,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,4605,14835,14835,2.609375,2.609375,0.0,-2.421875,-2.421875,0.0,2.0
qwen3-4b,0,freq,desc,zh,de,de,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,4605,3839,3839,5.4375,5.4375,0.0,0.40625,0.40625,0.0,2.0
qwen3-4b,0,freq,val,zh,de,de,de,schlecht,gut,"""gut""的反义词是""",schlecht,4605,10839,4605,10839,5.03125,7.09375,2.0625,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,val,zh,de,de,en,bad,gut,"""gut""的反义词是""",schlecht,4605,10839,4,110,15.3125,12.5,-2.8125,10.28125,5.40625,-4.875,2.0
qwen3-4b,0,freq,val,zh,de,de,es,malo,gut,"""gut""的反义词是""",schlecht,4605,10839,33,38,12.875,13.5,0.625,7.84375,6.40625,-1.4375,2.0
qwen3-4b,0,freq,val,zh,de,de,fr,mauvais,gut,"""gut""的反义词是""",schlecht,4605,10839,1050,813,7.8125,10.0625,2.25,2.78125,2.96875,0.1875,2.0
qwen3-4b,0,freq,val,zh,de,de,ja,悪い,gut,"""gut""的反义词是""",schlecht,4605,10839,7813,14335,3.953125,6.75,2.796875,-1.078125,-0.34375,0.734375,2.0
qwen3-4b,0,freq,val,zh,de,de,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,10839,14835,71811,2.609375,4.09375,1.484375,-2.421875,-3.0,-0.578125,2.0
qwen3-4b,0,freq,val,zh,de,de,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,10839,3839,3555,5.4375,8.4375,3.0,0.40625,1.34375,0.9375,2.0
qwen3-4b,0,freq,freq,zh,de,de,de,schlecht,gut,"""gut""的反义词是""",schlecht,4605,4605,4605,4605,5.03125,5.03125,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,freq,zh,de,de,en,bad,gut,"""gut""的反义词是""",schlecht,4605,4605,4,4,15.3125,15.3125,0.0,10.28125,10.28125,0.0,2.0
qwen3-4b,0,freq,freq,zh,de,de,es,malo,gut,"""gut""的反义词是""",schlecht,4605,4605,33,33,12.875,12.875,0.0,7.84375,7.84375,0.0,2.0
qwen3-4b,0,freq,freq,zh,de,de,fr,mauvais,gut,"""gut""的反义词是""",schlecht,4605,4605,1050,1050,7.8125,7.8125,0.0,2.78125,2.78125,0.0,2.0
qwen3-4b,0,freq,freq,zh,de,de,ja,悪い,gut,"""gut""的反义词是""",schlecht,4605,4605,7813,7813,3.953125,3.953125,0.0,-1.078125,-1.078125,0.0,2.0
qwen3-4b,0,freq,freq,zh,de,de,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,4605,14835,14835,2.609375,2.609375,0.0,-2.421875,-2.421875,0.0,2.0
qwen3-4b,0,freq,freq,zh,de,de,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,4605,3839,3839,5.4375,5.4375,0.0,0.40625,0.40625,0.0,2.0
qwen3-4b,0,desc,desc,zh,de,en,de,schlecht,gut,"""gut""的反义词是""",schlecht,4605,21062,4605,21062,5.03125,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,desc,desc,zh,de,en,en,bad,gut,"""gut""的反义词是""",schlecht,4605,21062,4,13855,15.3125,nan,nan,10.28125,nan,nan,2.0
qwen3-4b,0,desc,desc,zh,de,en,es,malo,gut,"""gut""的反义词是""",schlecht,4605,21062,33,76,12.875,nan,nan,7.84375,nan,nan,2.0
qwen3-4b,0,desc,desc,zh,de,en,fr,mauvais,gut,"""gut""的反义词是""",schlecht,4605,21062,1050,1728,7.8125,nan,nan,2.78125,nan,nan,2.0
qwen3-4b,0,desc,desc,zh,de,en,ja,悪い,gut,"""gut""的反义词是""",schlecht,4605,21062,7813,132430,3.953125,nan,nan,-1.078125,nan,nan,2.0
qwen3-4b,0,desc,desc,zh,de,en,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,21062,14835,60315,2.609375,nan,nan,-2.421875,nan,nan,2.0
qwen3-4b,0,desc,desc,zh,de,en,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,21062,3839,100250,5.4375,nan,nan,0.40625,nan,nan,2.0
qwen3-4b,0,desc,val,zh,de,en,de,schlecht,gut,"""gut""的反义词是""",schlecht,4605,21062,4605,21062,5.03125,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,desc,val,zh,de,en,en,bad,gut,"""gut""的反义词是""",schlecht,4605,21062,4,13855,15.3125,nan,nan,10.28125,nan,nan,2.0
qwen3-4b,0,desc,val,zh,de,en,es,malo,gut,"""gut""的反义词是""",schlecht,4605,21062,33,76,12.875,nan,nan,7.84375,nan,nan,2.0
qwen3-4b,0,desc,val,zh,de,en,fr,mauvais,gut,"""gut""的反义词是""",schlecht,4605,21062,1050,1728,7.8125,nan,nan,2.78125,nan,nan,2.0
qwen3-4b,0,desc,val,zh,de,en,ja,悪い,gut,"""gut""的反义词是""",schlecht,4605,21062,7813,132430,3.953125,nan,nan,-1.078125,nan,nan,2.0
qwen3-4b,0,desc,val,zh,de,en,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,21062,14835,60315,2.609375,nan,nan,-2.421875,nan,nan,2.0
qwen3-4b,0,desc,val,zh,de,en,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,21062,3839,100250,5.4375,nan,nan,0.40625,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,de,en,de,schlecht,gut,"""gut""的反义词是""",schlecht,4605,21062,4605,21062,5.03125,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,de,en,en,bad,gut,"""gut""的反义词是""",schlecht,4605,21062,4,13855,15.3125,nan,nan,10.28125,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,de,en,es,malo,gut,"""gut""的反义词是""",schlecht,4605,21062,33,76,12.875,nan,nan,7.84375,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,de,en,fr,mauvais,gut,"""gut""的反义词是""",schlecht,4605,21062,1050,1728,7.8125,nan,nan,2.78125,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,de,en,ja,悪い,gut,"""gut""的反义词是""",schlecht,4605,21062,7813,132430,3.953125,nan,nan,-1.078125,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,de,en,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,21062,14835,60315,2.609375,nan,nan,-2.421875,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,de,en,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,21062,3839,100250,5.4375,nan,nan,0.40625,nan,nan,2.0
qwen3-4b,0,val,desc,zh,de,en,de,schlecht,gut,"""gut""的反义词是""",schlecht,4605,21062,4605,21062,5.03125,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,val,desc,zh,de,en,en,bad,gut,"""gut""的反义词是""",schlecht,4605,21062,4,13855,15.3125,nan,nan,10.28125,nan,nan,2.0
qwen3-4b,0,val,desc,zh,de,en,es,malo,gut,"""gut""的反义词是""",schlecht,4605,21062,33,76,12.875,nan,nan,7.84375,nan,nan,2.0
qwen3-4b,0,val,desc,zh,de,en,fr,mauvais,gut,"""gut""的反义词是""",schlecht,4605,21062,1050,1728,7.8125,nan,nan,2.78125,nan,nan,2.0
qwen3-4b,0,val,desc,zh,de,en,ja,悪い,gut,"""gut""的反义词是""",schlecht,4605,21062,7813,132430,3.953125,nan,nan,-1.078125,nan,nan,2.0
qwen3-4b,0,val,desc,zh,de,en,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,21062,14835,60315,2.609375,nan,nan,-2.421875,nan,nan,2.0
qwen3-4b,0,val,desc,zh,de,en,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,21062,3839,100250,5.4375,nan,nan,0.40625,nan,nan,2.0
qwen3-4b,0,val,val,zh,de,en,de,schlecht,gut,"""gut""的反义词是""",schlecht,4605,5329,4605,5329,5.03125,1.5,-3.53125,0.0,0.0,0.0,2.0
qwen3-4b,0,val,val,zh,de,en,en,bad,gut,"""gut""的反义词是""",schlecht,4605,5329,4,4,15.3125,12.8125,-2.5,10.28125,11.3125,1.03125,2.0
qwen3-4b,0,val,val,zh,de,en,es,malo,gut,"""gut""的反义词是""",schlecht,4605,5329,33,88,12.875,9.0625,-3.8125,7.84375,7.5625,-0.28125,2.0
qwen3-4b,0,val,val,zh,de,en,fr,mauvais,gut,"""gut""的反义词是""",schlecht,4605,5329,1050,2078,7.8125,3.78125,-4.03125,2.78125,2.28125,-0.5,2.0
qwen3-4b,0,val,val,zh,de,en,ja,悪い,gut,"""gut""的反义词是""",schlecht,4605,5329,7813,8869,3.953125,0.140625,-3.8125,-1.078125,-1.359375,-0.28125,2.0
qwen3-4b,0,val,val,zh,de,en,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,5329,14835,8645,2.609375,0.203125,-2.40625,-2.421875,-1.296875,1.125,2.0
qwen3-4b,0,val,val,zh,de,en,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,5329,3839,10765,5.4375,-0.380859375,-5.818359375,0.40625,-1.880859375,-2.287109375,2.0
qwen3-4b,0,val,freq,zh,de,en,de,schlecht,gut,"""gut""的反义词是""",schlecht,4605,5706,4605,5706,5.03125,1.3359375,-3.6953125,0.0,0.0,0.0,2.0
qwen3-4b,0,val,freq,zh,de,en,en,bad,gut,"""gut""的反义词是""",schlecht,4605,5706,4,5,15.3125,12.75,-2.5625,10.28125,11.4140625,1.1328125,2.0
qwen3-4b,0,val,freq,zh,de,en,es,malo,gut,"""gut""的反义词是""",schlecht,4605,5706,33,100,12.875,8.75,-4.125,7.84375,7.4140625,-0.4296875,2.0
qwen3-4b,0,val,freq,zh,de,en,fr,mauvais,gut,"""gut""的反义词是""",schlecht,4605,5706,1050,2193,7.8125,3.59375,-4.21875,2.78125,2.2578125,-0.5234375,2.0
qwen3-4b,0,val,freq,zh,de,en,ja,悪い,gut,"""gut""的反义词是""",schlecht,4605,5706,7813,7987,3.953125,0.451171875,-3.501953125,-1.078125,-0.884765625,0.193359375,2.0
qwen3-4b,0,val,freq,zh,de,en,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,5706,14835,9046,2.609375,0.140625,-2.46875,-2.421875,-1.1953125,1.2265625,2.0
qwen3-4b,0,val,freq,zh,de,en,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,5706,3839,8932,5.4375,0.173828125,-5.263671875,0.40625,-1.162109375,-1.568359375,2.0
qwen3-4b,0,freq,desc,zh,de,en,de,schlecht,gut,"""gut""的反义词是""",schlecht,4605,21062,4605,21062,5.03125,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,freq,desc,zh,de,en,en,bad,gut,"""gut""的反义词是""",schlecht,4605,21062,4,13855,15.3125,nan,nan,10.28125,nan,nan,2.0
qwen3-4b,0,freq,desc,zh,de,en,es,malo,gut,"""gut""的反义词是""",schlecht,4605,21062,33,76,12.875,nan,nan,7.84375,nan,nan,2.0
qwen3-4b,0,freq,desc,zh,de,en,fr,mauvais,gut,"""gut""的反义词是""",schlecht,4605,21062,1050,1728,7.8125,nan,nan,2.78125,nan,nan,2.0
qwen3-4b,0,freq,desc,zh,de,en,ja,悪い,gut,"""gut""的反义词是""",schlecht,4605,21062,7813,132430,3.953125,nan,nan,-1.078125,nan,nan,2.0
qwen3-4b,0,freq,desc,zh,de,en,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,21062,14835,60315,2.609375,nan,nan,-2.421875,nan,nan,2.0
qwen3-4b,0,freq,desc,zh,de,en,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,21062,3839,100250,5.4375,nan,nan,0.40625,nan,nan,2.0
qwen3-4b,0,freq,val,zh,de,en,de,schlecht,gut,"""gut""的反义词是""",schlecht,4605,117129,4605,117129,5.03125,4.625,-0.40625,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,val,zh,de,en,en,bad,gut,"""gut""的反义词是""",schlecht,4605,117129,4,1799,15.3125,9.9375,-5.375,10.28125,5.3125,-4.96875,2.0
qwen3-4b,0,freq,val,zh,de,en,es,malo,gut,"""gut""的反义词是""",schlecht,4605,117129,33,45614,12.875,6.78125,-6.09375,7.84375,2.15625,-5.6875,2.0
qwen3-4b,0,freq,val,zh,de,en,fr,mauvais,gut,"""gut""的反义词是""",schlecht,4605,117129,1050,17151,7.8125,7.9375,0.125,2.78125,3.3125,0.53125,2.0
qwen3-4b,0,freq,val,zh,de,en,ja,悪い,gut,"""gut""的反义词是""",schlecht,4605,117129,7813,2675,3.953125,9.625,5.671875,-1.078125,5.0,6.078125,2.0
qwen3-4b,0,freq,val,zh,de,en,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,117129,14835,19021,2.609375,7.84375,5.234375,-2.421875,3.21875,5.640625,2.0
qwen3-4b,0,freq,val,zh,de,en,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,117129,3839,353,5.4375,11.75,6.3125,0.40625,7.125,6.71875,2.0
qwen3-4b,0,freq,freq,zh,de,en,de,schlecht,gut,"""gut""的反义词是""",schlecht,4605,4850,4605,4850,5.03125,5.21875,0.1875,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,freq,zh,de,en,en,bad,gut,"""gut""的反义词是""",schlecht,4605,4850,4,4,15.3125,15.625,0.3125,10.28125,10.40625,0.125,2.0
qwen3-4b,0,freq,freq,zh,de,en,es,malo,gut,"""gut""的反义词是""",schlecht,4605,4850,33,25,12.875,13.5,0.625,7.84375,8.28125,0.4375,2.0
qwen3-4b,0,freq,freq,zh,de,en,fr,mauvais,gut,"""gut""的反义词是""",schlecht,4605,4850,1050,929,7.8125,8.375,0.5625,2.78125,3.15625,0.375,2.0
qwen3-4b,0,freq,freq,zh,de,en,ja,悪い,gut,"""gut""的反义词是""",schlecht,4605,4850,7813,8314,3.953125,4.09375,0.140625,-1.078125,-1.125,-0.046875,2.0
qwen3-4b,0,freq,freq,zh,de,en,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,4850,14835,22060,2.609375,1.9921875,-0.6171875,-2.421875,-3.2265625,-0.8046875,2.0
qwen3-4b,0,freq,freq,zh,de,en,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,4850,3839,5840,5.4375,4.84375,-0.59375,0.40625,-0.375,-0.78125,2.0
qwen3-4b,0,desc,desc,zh,de,es,de,schlecht,gut,"""gut""的反义词是""",schlecht,4605,4605,4605,4605,5.03125,5.03125,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,desc,zh,de,es,en,bad,gut,"""gut""的反义词是""",schlecht,4605,4605,4,4,15.3125,15.3125,0.0,10.28125,10.28125,0.0,2.0
qwen3-4b,0,desc,desc,zh,de,es,es,malo,gut,"""gut""的反义词是""",schlecht,4605,4605,33,33,12.875,12.875,0.0,7.84375,7.84375,0.0,2.0
qwen3-4b,0,desc,desc,zh,de,es,fr,mauvais,gut,"""gut""的反义词是""",schlecht,4605,4605,1050,1050,7.8125,7.8125,0.0,2.78125,2.78125,0.0,2.0
qwen3-4b,0,desc,desc,zh,de,es,ja,悪い,gut,"""gut""的反义词是""",schlecht,4605,4605,7813,7813,3.953125,3.953125,0.0,-1.078125,-1.078125,0.0,2.0
qwen3-4b,0,desc,desc,zh,de,es,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,4605,14835,14835,2.609375,2.609375,0.0,-2.421875,-2.421875,0.0,2.0
qwen3-4b,0,desc,desc,zh,de,es,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,4605,3839,3839,5.4375,5.4375,0.0,0.40625,0.40625,0.0,2.0
qwen3-4b,0,desc,val,zh,de,es,de,schlecht,gut,"""gut""的反义词是""",schlecht,4605,51733,4605,51733,5.03125,5.03125,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,val,zh,de,es,en,bad,gut,"""gut""的反义词是""",schlecht,4605,51733,4,567,15.3125,10.1875,-5.125,10.28125,5.15625,-5.125,2.0
qwen3-4b,0,desc,val,zh,de,es,es,malo,gut,"""gut""的反义词是""",schlecht,4605,51733,33,35,12.875,12.375,-0.5,7.84375,7.34375,-0.5,2.0
qwen3-4b,0,desc,val,zh,de,es,fr,mauvais,gut,"""gut""的反义词是""",schlecht,4605,51733,1050,2188,7.8125,8.9375,1.125,2.78125,3.90625,1.125,2.0
qwen3-4b,0,desc,val,zh,de,es,ja,悪い,gut,"""gut""的反义词是""",schlecht,4605,51733,7813,14685,3.953125,6.84375,2.890625,-1.078125,1.8125,2.890625,2.0
qwen3-4b,0,desc,val,zh,de,es,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,51733,14835,97648,2.609375,3.828125,1.21875,-2.421875,-1.203125,1.21875,2.0
qwen3-4b,0,desc,val,zh,de,es,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,51733,3839,9740,5.4375,7.34375,1.90625,0.40625,2.3125,1.90625,2.0
qwen3-4b,0,desc,freq,zh,de,es,de,schlecht,gut,"""gut""的反义词是""",schlecht,4605,51457,4605,51457,5.03125,0.9765625,-4.0546875,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,freq,zh,de,es,en,bad,gut,"""gut""的反义词是""",schlecht,4605,51457,4,299,15.3125,8.8125,-6.5,10.28125,7.8359375,-2.4453125,2.0
qwen3-4b,0,desc,freq,zh,de,es,es,malo,gut,"""gut""的反义词是""",schlecht,4605,51457,33,21,12.875,12.375,-0.5,7.84375,11.3984375,3.5546875,2.0
qwen3-4b,0,desc,freq,zh,de,es,fr,mauvais,gut,"""gut""的反义词是""",schlecht,4605,51457,1050,2040,7.8125,6.34375,-1.46875,2.78125,5.3671875,2.5859375,2.0
qwen3-4b,0,desc,freq,zh,de,es,ja,悪い,gut,"""gut""的反义词是""",schlecht,4605,51457,7813,9816,3.953125,3.984375,0.03125,-1.078125,3.0078125,4.0859375,2.0
qwen3-4b,0,desc,freq,zh,de,es,ko,나쁜,gut,"""gut""的反义词是""",schlecht,4605,51457,14835,51274,2.609375,0.984375,-1.625,-2.421875,0.0078125,2.4296875,2.0
qwen3-4b,0,desc,freq,zh,de,es,zh,坏,gut,"""gut""的反义词是""",schlecht,4605,51457,3839,36509,5.4375,1.6953125,-3.7421875,0.40625,0.71875,0.3125,2.0
