model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,adjective,prompt,tracked_target,baseline_adj_rank,combined_adj_rank,baseline_target_logit,combined_target_logit,delta_combined_logit
gemma-2-2b,1,freq,freq,fr,de,glücklich,"Le contraire de ""glücklich"" est """,unglücklich,1,20,19.625,19.75,0.125
gemma-2-2b,2,desc,desc,fr,de,groß,"Le contraire de ""groß"" est """,klein,0,0,20.375,20.875,0.5
gemma-2-2b,2,desc,val,fr,de,groß,"Le contraire de ""groß"" est """,klein,0,0,20.375,19.75,-0.625
gemma-2-2b,2,desc,freq,fr,de,groß,"Le contraire de ""groß"" est """,klein,0,0,20.375,14.125,-6.25
gemma-2-2b,2,val,desc,fr,de,groß,"Le contraire de ""groß"" est """,klein,0,0,20.375,21.375,1.0
gemma-2-2b,2,val,val,fr,de,groß,"Le contraire de ""groß"" est """,klein,0,0,20.375,21.875,1.5
gemma-2-2b,2,val,freq,fr,de,groß,"Le contraire de ""groß"" est """,klein,0,0,20.375,17.375,-3.0
gemma-2-2b,2,freq,desc,fr,de,groß,"Le contraire de ""groß"" est """,klein,0,0,20.375,19.75,-0.625
gemma-2-2b,2,freq,val,fr,de,groß,"Le contraire de ""groß"" est """,klein,0,0,20.375,20.0,-0.375
gemma-2-2b,2,freq,freq,fr,de,groß,"Le contraire de ""groß"" est """,klein,0,0,20.375,20.125,-0.25
gemma-2-2b,3,desc,desc,fr,de,heiß,"Le contraire de ""heiß"" est """,kalt,0,1,19.25,20.25,1.0
gemma-2-2b,3,desc,val,fr,de,heiß,"Le contraire de ""heiß"" est """,kalt,0,2,19.25,18.625,-0.625
gemma-2-2b,3,desc,freq,fr,de,heiß,"Le contraire de ""heiß"" est """,kalt,0,1,19.25,16.25,-3.0
gemma-2-2b,3,val,desc,fr,de,heiß,"Le contraire de ""heiß"" est """,kalt,0,0,19.25,20.75,1.5
gemma-2-2b,3,val,val,fr,de,heiß,"Le contraire de ""heiß"" est """,kalt,0,1,19.25,21.875,2.625
gemma-2-2b,3,val,freq,fr,de,heiß,"Le contraire de ""heiß"" est """,kalt,0,0,19.25,18.125,-1.125
gemma-2-2b,3,freq,desc,fr,de,heiß,"Le contraire de ""heiß"" est """,kalt,0,1,19.25,20.375,1.125
gemma-2-2b,3,freq,val,fr,de,heiß,"Le contraire de ""heiß"" est """,kalt,0,1,19.25,20.125,0.875
gemma-2-2b,3,freq,freq,fr,de,heiß,"Le contraire de ""heiß"" est """,kalt,0,1,19.25,20.75,1.5
gemma-2-2b,4,desc,desc,fr,de,schnell,"Le contraire de ""schnell"" est """,langsam,0,5,21.0,19.125,-1.875
gemma-2-2b,4,desc,val,fr,de,schnell,"Le contraire de ""schnell"" est """,langsam,0,10,21.0,17.5,-3.5
gemma-2-2b,4,desc,freq,fr,de,schnell,"Le contraire de ""schnell"" est """,langsam,0,2,21.0,18.625,-2.375
gemma-2-2b,4,val,desc,fr,de,schnell,"Le contraire de ""schnell"" est """,langsam,0,0,21.0,21.0,0.0
gemma-2-2b,4,val,val,fr,de,schnell,"Le contraire de ""schnell"" est """,langsam,0,2,21.0,21.0,0.0
gemma-2-2b,4,val,freq,fr,de,schnell,"Le contraire de ""schnell"" est """,langsam,0,1,21.0,19.125,-1.875
gemma-2-2b,4,freq,desc,fr,de,schnell,"Le contraire de ""schnell"" est """,langsam,0,14,21.0,18.25,-2.75
gemma-2-2b,4,freq,val,fr,de,schnell,"Le contraire de ""schnell"" est """,langsam,0,12,21.0,17.5,-3.5
gemma-2-2b,4,freq,freq,fr,de,schnell,"Le contraire de ""schnell"" est """,langsam,0,12,21.0,18.75,-2.25
gemma-2-2b,5,desc,desc,fr,de,leicht,"Le contraire de ""leicht"" est """,schwer,0,15,20.375,18.75,-1.625
gemma-2-2b,5,desc,val,fr,de,leicht,"Le contraire de ""leicht"" est """,schwer,0,19,20.375,17.125,-3.25
gemma-2-2b,5,desc,freq,fr,de,leicht,"Le contraire de ""leicht"" est """,schwer,0,7,20.375,16.75,-3.625
gemma-2-2b,5,val,desc,fr,de,leicht,"Le contraire de ""leicht"" est """,schwer,0,1,20.375,22.0,1.625
gemma-2-2b,5,val,val,fr,de,leicht,"Le contraire de ""leicht"" est """,schwer,0,5,20.375,20.75,0.375
gemma-2-2b,5,val,freq,fr,de,leicht,"Le contraire de ""leicht"" est """,schwer,0,2,20.375,18.25,-2.125
gemma-2-2b,5,freq,desc,fr,de,leicht,"Le contraire de ""leicht"" est """,schwer,0,16,20.375,18.875,-1.5
gemma-2-2b,5,freq,val,fr,de,leicht,"Le contraire de ""leicht"" est """,schwer,0,17,20.375,17.75,-2.625
gemma-2-2b,5,freq,freq,fr,de,leicht,"Le contraire de ""leicht"" est """,schwer,0,17,20.375,19.0,-1.375
gemma-2-2b,6,desc,desc,fr,de,einfach,"Le contraire de ""einfach"" est """,schwierig,2,109,20.25,16.875,-3.375
gemma-2-2b,6,desc,val,fr,de,einfach,"Le contraire de ""einfach"" est """,schwierig,2,147,20.25,15.125,-5.125
gemma-2-2b,6,desc,freq,fr,de,einfach,"Le contraire de ""einfach"" est """,schwierig,2,42,20.25,15.6875,-4.5625
gemma-2-2b,6,val,desc,fr,de,einfach,"Le contraire de ""einfach"" est """,schwierig,2,3,20.25,21.25,1.0
gemma-2-2b,6,val,val,fr,de,einfach,"Le contraire de ""einfach"" est """,schwierig,2,35,20.25,19.125,-1.125
gemma-2-2b,6,val,freq,fr,de,einfach,"Le contraire de ""einfach"" est """,schwierig,2,10,20.25,18.0,-2.25
gemma-2-2b,6,freq,desc,fr,de,einfach,"Le contraire de ""einfach"" est """,schwierig,2,116,20.25,16.625,-3.625
gemma-2-2b,6,freq,val,fr,de,einfach,"Le contraire de ""einfach"" est """,schwierig,2,108,20.25,15.5625,-4.6875
gemma-2-2b,6,freq,freq,fr,de,einfach,"Le contraire de ""einfach"" est """,schwierig,2,101,20.25,17.0,-3.25
gemma-2-2b,7,desc,desc,fr,de,neu,"Le contraire de ""neu"" est """,alt,364,364,16.75,16.75,0.0
gemma-2-2b,7,desc,val,fr,de,neu,"Le contraire de ""neu"" est """,alt,364,232,16.75,15.8125,-0.9375
gemma-2-2b,7,desc,freq,fr,de,neu,"Le contraire de ""neu"" est """,alt,364,115,16.75,16.25,-0.5
gemma-2-2b,7,val,desc,fr,de,neu,"Le contraire de ""neu"" est """,alt,364,74,16.75,19.125,2.375
gemma-2-2b,7,val,val,fr,de,neu,"Le contraire de ""neu"" est """,alt,364,339,16.75,17.5,0.75
gemma-2-2b,7,val,freq,fr,de,neu,"Le contraire de ""neu"" est """,alt,364,96,16.75,17.5,0.75
gemma-2-2b,7,freq,desc,fr,de,neu,"Le contraire de ""neu"" est """,alt,364,292,16.75,17.0,0.25
gemma-2-2b,7,freq,val,fr,de,neu,"Le contraire de ""neu"" est """,alt,364,240,16.75,15.5,-1.25
gemma-2-2b,7,freq,freq,fr,de,neu,"Le contraire de ""neu"" est """,alt,364,308,16.75,17.0,0.25
gemma-2-2b,8,desc,desc,fr,de,wahr,"Le contraire de ""wahr"" est """,falsch,0,0,21.25,21.875,0.625
gemma-2-2b,8,desc,val,fr,de,wahr,"Le contraire de ""wahr"" est """,falsch,0,0,21.25,21.125,-0.125
gemma-2-2b,8,desc,freq,fr,de,wahr,"Le contraire de ""wahr"" est """,falsch,0,0,21.25,19.125,-2.125
gemma-2-2b,8,val,desc,fr,de,wahr,"Le contraire de ""wahr"" est """,falsch,0,0,21.25,22.0,0.75
gemma-2-2b,8,val,val,fr,de,wahr,"Le contraire de ""wahr"" est """,falsch,0,0,21.25,23.25,2.0
gemma-2-2b,8,val,freq,fr,de,wahr,"Le contraire de ""wahr"" est """,falsch,0,1,21.25,19.75,-1.5
gemma-2-2b,8,freq,desc,fr,de,wahr,"Le contraire de ""wahr"" est """,falsch,0,1,21.25,21.75,0.5
gemma-2-2b,8,freq,val,fr,de,wahr,"Le contraire de ""wahr"" est """,falsch,0,0,21.25,21.375,0.125
gemma-2-2b,8,freq,freq,fr,de,wahr,"Le contraire de ""wahr"" est """,falsch,0,1,21.25,21.875,0.625
gemma-2-2b,9,desc,desc,fr,de,lebendig,"Le contraire de ""lebendig"" est """,tot,2,798,19.75,14.6875,-5.0625
gemma-2-2b,9,desc,val,fr,de,lebendig,"Le contraire de ""lebendig"" est """,tot,2,730,19.75,13.125,-6.625
gemma-2-2b,9,desc,freq,fr,de,lebendig,"Le contraire de ""lebendig"" est """,tot,2,4730,19.75,9.5625,-10.1875
gemma-2-2b,9,val,desc,fr,de,lebendig,"Le contraire de ""lebendig"" est """,tot,2,37,19.75,18.75,-1.0
gemma-2-2b,9,val,val,fr,de,lebendig,"Le contraire de ""lebendig"" est """,tot,2,286,19.75,17.0,-2.75
gemma-2-2b,9,val,freq,fr,de,lebendig,"Le contraire de ""lebendig"" est """,tot,2,1117,19.75,11.5,-8.25
gemma-2-2b,9,freq,desc,fr,de,lebendig,"Le contraire de ""lebendig"" est """,tot,2,1592,19.75,13.6875,-6.0625
gemma-2-2b,9,freq,val,fr,de,lebendig,"Le contraire de ""lebendig"" est """,tot,2,1389,19.75,11.75,-8.0
gemma-2-2b,9,freq,freq,fr,de,lebendig,"Le contraire de ""lebendig"" est """,tot,2,1663,19.75,13.75,-6.0
gemma-2-2b,10,desc,desc,fr,de,voll,"Le contraire de ""voll"" est """,leer,1,36,21.0,19.25,-1.75
gemma-2-2b,10,desc,val,fr,de,voll,"Le contraire de ""voll"" est """,leer,1,35,21.0,18.625,-2.375
gemma-2-2b,10,desc,freq,fr,de,voll,"Le contraire de ""voll"" est """,leer,1,73,21.0,16.75,-4.25
gemma-2-2b,10,val,desc,fr,de,voll,"Le contraire de ""voll"" est """,leer,1,4,21.0,22.25,1.25
gemma-2-2b,10,val,val,fr,de,voll,"Le contraire de ""voll"" est """,leer,1,9,21.0,21.625,0.625
gemma-2-2b,10,val,freq,fr,de,voll,"Le contraire de ""voll"" est """,leer,1,49,21.0,17.75,-3.25
gemma-2-2b,10,freq,desc,fr,de,voll,"Le contraire de ""voll"" est """,leer,1,52,21.0,19.25,-1.75
gemma-2-2b,10,freq,val,fr,de,voll,"Le contraire de ""voll"" est """,leer,1,57,21.0,18.25,-2.75
gemma-2-2b,10,freq,freq,fr,de,voll,"Le contraire de ""voll"" est """,leer,1,50,21.0,19.5,-1.5
gemma-2-2b,11,desc,desc,fr,de,hell,"Le contraire de ""hell"" est """,dunkel,4390,4390,10.0,10.0,0.0
gemma-2-2b,11,desc,val,fr,de,hell,"Le contraire de ""hell"" est """,dunkel,4390,3068,10.0,9.1875,-0.8125
gemma-2-2b,11,desc,freq,fr,de,hell,"Le contraire de ""hell"" est """,dunkel,4390,6642,10.0,8.1875,-1.8125
gemma-2-2b,11,val,desc,fr,de,hell,"Le contraire de ""hell"" est """,dunkel,4390,1002,10.0,13.9375,3.9375
gemma-2-2b,11,val,val,fr,de,hell,"Le contraire de ""hell"" est """,dunkel,4390,3534,10.0,11.125,1.125
gemma-2-2b,11,val,freq,fr,de,hell,"Le contraire de ""hell"" est """,dunkel,4390,6256,10.0,8.8125,-1.1875
gemma-2-2b,11,freq,desc,fr,de,hell,"Le contraire de ""hell"" est """,dunkel,4390,4714,10.0,9.6875,-0.3125
gemma-2-2b,11,freq,val,fr,de,hell,"Le contraire de ""hell"" est """,dunkel,4390,5666,10.0,7.03125,-2.96875
gemma-2-2b,11,freq,freq,fr,de,hell,"Le contraire de ""hell"" est """,dunkel,4390,5614,10.0,9.3125,-0.6875
gemma-2-2b,12,desc,desc,fr,de,stark,"Le contraire de ""stark"" est """,schwach,458,458,18.75,18.75,0.0
gemma-2-2b,12,desc,val,fr,de,stark,"Le contraire de ""stark"" est """,schwach,458,617,18.75,16.25,-2.5
gemma-2-2b,12,desc,freq,fr,de,stark,"Le contraire de ""stark"" est """,schwach,458,80,18.75,18.25,-0.5
gemma-2-2b,12,val,desc,fr,de,stark,"Le contraire de ""stark"" est """,schwach,458,7,18.75,22.5,3.75
gemma-2-2b,12,val,val,fr,de,stark,"Le contraire de ""stark"" est """,schwach,458,510,18.75,18.625,-0.125
gemma-2-2b,12,val,freq,fr,de,stark,"Le contraire de ""stark"" est """,schwach,458,3,18.75,21.0,2.25
gemma-2-2b,12,freq,desc,fr,de,stark,"Le contraire de ""stark"" est """,schwach,458,481,18.75,18.125,-0.625
gemma-2-2b,12,freq,val,fr,de,stark,"Le contraire de ""stark"" est """,schwach,458,460,18.75,16.25,-2.5
gemma-2-2b,12,freq,freq,fr,de,stark,"Le contraire de ""stark"" est """,schwach,458,494,18.75,18.25,-0.5
gemma-2-2b,13,desc,desc,fr,de,sauber,"Le contraire de ""sauber"" est """,schmutzig,0,4,20.0,19.25,-0.75
gemma-2-2b,13,desc,val,fr,de,sauber,"Le contraire de ""sauber"" est """,schmutzig,0,8,20.0,17.5,-2.5
gemma-2-2b,13,desc,freq,fr,de,sauber,"Le contraire de ""sauber"" est """,schmutzig,0,10,20.0,16.625,-3.375
gemma-2-2b,13,val,desc,fr,de,sauber,"Le contraire de ""sauber"" est """,schmutzig,0,0,20.0,22.0,2.0
gemma-2-2b,13,val,val,fr,de,sauber,"Le contraire de ""sauber"" est """,schmutzig,0,2,20.0,20.75,0.75
gemma-2-2b,13,val,freq,fr,de,sauber,"Le contraire de ""sauber"" est """,schmutzig,0,2,20.0,18.25,-1.75
gemma-2-2b,13,freq,desc,fr,de,sauber,"Le contraire de ""sauber"" est """,schmutzig,0,10,20.0,19.25,-0.75
gemma-2-2b,13,freq,val,fr,de,sauber,"Le contraire de ""sauber"" est """,schmutzig,0,14,20.0,17.75,-2.25
gemma-2-2b,13,freq,freq,fr,de,sauber,"Le contraire de ""sauber"" est """,schmutzig,0,8,20.0,19.25,-0.75
gemma-2-2b,14,desc,desc,fr,de,offen,"Le contraire de ""offen"" est """,geschlossen,3489,3489,11.875,11.875,0.0
gemma-2-2b,14,desc,val,fr,de,offen,"Le contraire de ""offen"" est """,geschlossen,3489,4842,11.875,9.8125,-2.0625
gemma-2-2b,14,desc,freq,fr,de,offen,"Le contraire de ""offen"" est """,geschlossen,3489,2455,11.875,11.6875,-0.1875
gemma-2-2b,14,val,desc,fr,de,offen,"Le contraire de ""offen"" est """,geschlossen,3489,1170,11.875,14.6875,2.8125
gemma-2-2b,14,val,val,fr,de,offen,"Le contraire de ""offen"" est """,geschlossen,3489,6448,11.875,11.25,-0.625
gemma-2-2b,14,val,freq,fr,de,offen,"Le contraire de ""offen"" est """,geschlossen,3489,1029,11.875,13.625,1.75
gemma-2-2b,14,freq,desc,fr,de,offen,"Le contraire de ""offen"" est """,geschlossen,3489,2579,11.875,12.5,0.625
gemma-2-2b,14,freq,val,fr,de,offen,"Le contraire de ""offen"" est """,geschlossen,3489,2470,11.875,10.375,-1.5
gemma-2-2b,14,freq,freq,fr,de,offen,"Le contraire de ""offen"" est """,geschlossen,3489,3130,11.875,12.125,0.25
gemma-2-2b,15,desc,desc,fr,de,reich,"Le contraire de ""reich"" est """,arm,29,410,18.625,17.0,-1.625
gemma-2-2b,15,desc,val,fr,de,reich,"Le contraire de ""reich"" est """,arm,29,443,18.625,15.25,-3.375
gemma-2-2b,15,desc,freq,fr,de,reich,"Le contraire de ""reich"" est """,arm,29,326,18.625,15.5,-3.125
gemma-2-2b,15,val,desc,fr,de,reich,"Le contraire de ""reich"" est """,arm,29,41,18.625,19.75,1.125
gemma-2-2b,15,val,val,fr,de,reich,"Le contraire de ""reich"" est """,arm,29,275,18.625,18.125,-0.5
gemma-2-2b,15,val,freq,fr,de,reich,"Le contraire de ""reich"" est """,arm,29,103,18.625,16.875,-1.75
gemma-2-2b,15,freq,desc,fr,de,reich,"Le contraire de ""reich"" est """,arm,29,759,18.625,16.0,-2.625
gemma-2-2b,15,freq,val,fr,de,reich,"Le contraire de ""reich"" est """,arm,29,455,18.625,14.6875,-3.9375
gemma-2-2b,15,freq,freq,fr,de,reich,"Le contraire de ""reich"" est """,arm,29,577,18.625,16.5,-2.125
gemma-2-2b,16,desc,desc,fr,de,schön,"Le contraire de ""schön"" est """,hässlich,12,99,16.125,15.9375,-0.1875
gemma-2-2b,16,desc,val,fr,de,schön,"Le contraire de ""schön"" est """,hässlich,12,119,16.125,13.9375,-2.1875
gemma-2-2b,16,desc,freq,fr,de,schön,"Le contraire de ""schön"" est """,hässlich,12,231,16.125,12.375,-3.75
gemma-2-2b,16,val,desc,fr,de,schön,"Le contraire de ""schön"" est """,hässlich,12,46,16.125,16.75,0.625
gemma-2-2b,16,val,val,fr,de,schön,"Le contraire de ""schön"" est """,hässlich,12,80,16.125,16.5,0.375
gemma-2-2b,16,val,freq,fr,de,schön,"Le contraire de ""schön"" est """,hässlich,12,150,16.125,13.125,-3.0
gemma-2-2b,16,freq,desc,fr,de,schön,"Le contraire de ""schön"" est """,hässlich,12,119,16.125,15.5625,-0.5625
gemma-2-2b,16,freq,val,fr,de,schön,"Le contraire de ""schön"" est """,hässlich,12,135,16.125,13.4375,-2.6875
gemma-2-2b,16,freq,freq,fr,de,schön,"Le contraire de ""schön"" est """,hässlich,12,120,16.125,15.5625,-0.5625
gemma-2-2b,17,desc,desc,fr,de,lang,"Le contraire de ""lang"" est """,kurz,198,198,16.125,16.125,0.0
gemma-2-2b,17,desc,val,fr,de,lang,"Le contraire de ""lang"" est """,kurz,198,328,16.125,13.875,-2.25
gemma-2-2b,17,desc,freq,fr,de,lang,"Le contraire de ""lang"" est """,kurz,198,1183,16.125,11.75,-4.375
gemma-2-2b,17,val,desc,fr,de,lang,"Le contraire de ""lang"" est """,kurz,198,3,16.125,21.0,4.875
gemma-2-2b,17,val,val,fr,de,lang,"Le contraire de ""lang"" est """,kurz,198,291,16.125,16.25,0.125
gemma-2-2b,17,val,freq,fr,de,lang,"Le contraire de ""lang"" est """,kurz,198,13,16.125,18.625,2.5
gemma-2-2b,17,freq,desc,fr,de,lang,"Le contraire de ""lang"" est """,kurz,198,200,16.125,15.9375,-0.1875
gemma-2-2b,17,freq,val,fr,de,lang,"Le contraire de ""lang"" est """,kurz,198,236,16.125,13.9375,-2.1875
gemma-2-2b,17,freq,freq,fr,de,lang,"Le contraire de ""lang"" est """,kurz,198,211,16.125,15.9375,-0.1875
gemma-2-2b,18,desc,desc,fr,de,breit,"Le contraire de ""breit"" est """,eng,19,139,16.875,16.75,-0.125
gemma-2-2b,18,desc,val,fr,de,breit,"Le contraire de ""breit"" est """,eng,19,202,16.875,15.125,-1.75
gemma-2-2b,18,desc,freq,fr,de,breit,"Le contraire de ""breit"" est """,eng,19,76,16.875,16.375,-0.5
gemma-2-2b,18,val,desc,fr,de,breit,"Le contraire de ""breit"" est """,eng,19,28,16.875,19.375,2.5
gemma-2-2b,18,val,val,fr,de,breit,"Le contraire de ""breit"" est """,eng,19,129,16.875,17.75,0.875
gemma-2-2b,18,val,freq,fr,de,breit,"Le contraire de ""breit"" est """,eng,19,23,16.875,17.875,1.0
gemma-2-2b,18,freq,desc,fr,de,breit,"Le contraire de ""breit"" est """,eng,19,215,16.875,16.5,-0.375
gemma-2-2b,18,freq,val,fr,de,breit,"Le contraire de ""breit"" est """,eng,19,216,16.875,15.125,-1.75
gemma-2-2b,18,freq,freq,fr,de,breit,"Le contraire de ""breit"" est """,eng,19,183,16.875,16.75,-0.125
gemma-2-2b,19,desc,desc,fr,de,hart,"Le contraire de ""hart"" est """,weich,133,133,19.125,19.125,0.0
gemma-2-2b,19,desc,val,fr,de,hart,"Le contraire de ""hart"" est """,weich,133,236,19.125,16.875,-2.25
gemma-2-2b,19,desc,freq,fr,de,hart,"Le contraire de ""hart"" est """,weich,133,468,19.125,16.125,-3.0
gemma-2-2b,19,val,desc,fr,de,hart,"Le contraire de ""hart"" est """,weich,133,11,19.125,21.25,2.125
gemma-2-2b,19,val,val,fr,de,hart,"Le contraire de ""hart"" est """,weich,133,326,19.125,18.375,-0.75
gemma-2-2b,19,val,freq,fr,de,hart,"Le contraire de ""hart"" est """,weich,133,42,19.125,18.875,-0.25
gemma-2-2b,19,freq,desc,fr,de,hart,"Le contraire de ""hart"" est """,weich,133,128,19.125,19.0,-0.125
gemma-2-2b,19,freq,val,fr,de,hart,"Le contraire de ""hart"" est """,weich,133,138,19.125,17.125,-2.0
gemma-2-2b,19,freq,freq,fr,de,hart,"Le contraire de ""hart"" est """,weich,133,104,19.125,19.25,0.125
gemma-2-2b,20,desc,desc,fr,de,trocken,"Le contraire de ""trocken"" est """,nass,4,241,17.75,14.3125,-3.4375
gemma-2-2b,20,desc,val,fr,de,trocken,"Le contraire de ""trocken"" est """,nass,4,186,17.75,13.125,-4.625
gemma-2-2b,20,desc,freq,fr,de,trocken,"Le contraire de ""trocken"" est """,nass,4,172,17.75,12.375,-5.375
gemma-2-2b,20,val,desc,fr,de,trocken,"Le contraire de ""trocken"" est """,nass,4,37,17.75,17.625,-0.125
gemma-2-2b,20,val,val,fr,de,trocken,"Le contraire de ""trocken"" est """,nass,4,214,17.75,15.25,-2.5
gemma-2-2b,20,val,freq,fr,de,trocken,"Le contraire de ""trocken"" est """,nass,4,313,17.75,11.625,-6.125
gemma-2-2b,20,freq,desc,fr,de,trocken,"Le contraire de ""trocken"" est """,nass,4,1243,17.75,11.0625,-6.6875
gemma-2-2b,20,freq,val,fr,de,trocken,"Le contraire de ""trocken"" est """,nass,4,1195,17.75,8.875,-8.875
gemma-2-2b,20,freq,freq,fr,de,trocken,"Le contraire de ""trocken"" est """,nass,4,1177,17.75,11.375,-6.375
gemma-2-2b,21,desc,desc,fr,de,laut,"Le contraire de ""laut"" est """,leise,0,36,20.625,18.875,-1.75
gemma-2-2b,21,desc,val,fr,de,laut,"Le contraire de ""laut"" est """,leise,0,33,20.625,17.75,-2.875
gemma-2-2b,21,desc,freq,fr,de,laut,"Le contraire de ""laut"" est """,leise,0,13,20.625,18.875,-1.75
gemma-2-2b,21,val,desc,fr,de,laut,"Le contraire de ""laut"" est """,leise,0,0,20.625,22.875,2.25
gemma-2-2b,21,val,val,fr,de,laut,"Le contraire de ""laut"" est """,leise,0,19,20.625,20.25,-0.375
gemma-2-2b,21,val,freq,fr,de,laut,"Le contraire de ""laut"" est """,leise,0,2,20.625,20.75,0.125
gemma-2-2b,21,freq,desc,fr,de,laut,"Le contraire de ""laut"" est """,leise,0,22,20.625,19.5,-1.125
gemma-2-2b,21,freq,val,fr,de,laut,"Le contraire de ""laut"" est """,leise,0,29,20.625,17.875,-2.75
gemma-2-2b,21,freq,freq,fr,de,laut,"Le contraire de ""laut"" est """,leise,0,29,20.625,19.25,-1.375
gemma-2-2b,22,desc,desc,fr,de,früh,"Le contraire de ""früh"" est """,spät,2,10,19.625,18.625,-1.0
gemma-2-2b,22,desc,val,fr,de,früh,"Le contraire de ""früh"" est """,spät,2,8,19.625,17.125,-2.5
gemma-2-2b,22,desc,freq,fr,de,früh,"Le contraire de ""früh"" est """,spät,2,5,19.625,16.375,-3.25
gemma-2-2b,22,val,desc,fr,de,früh,"Le contraire de ""früh"" est """,spät,2,3,19.625,20.375,0.75
gemma-2-2b,22,val,val,fr,de,früh,"Le contraire de ""früh"" est """,spät,2,9,19.625,20.25,0.625
gemma-2-2b,22,val,freq,fr,de,früh,"Le contraire de ""früh"" est """,spät,2,3,19.625,17.625,-2.0
gemma-2-2b,22,freq,desc,fr,de,früh,"Le contraire de ""früh"" est """,spät,2,18,19.625,18.125,-1.5
gemma-2-2b,22,freq,val,fr,de,früh,"Le contraire de ""früh"" est """,spät,2,21,19.625,16.625,-3.0
gemma-2-2b,22,freq,freq,fr,de,früh,"Le contraire de ""früh"" est """,spät,2,19,19.625,18.125,-1.5
gemma-2-2b,23,desc,desc,fr,de,nah,"Le contraire de ""nah"" est """,weit,12100,12100,8.875,8.875,0.0
gemma-2-2b,23,desc,val,fr,de,nah,"Le contraire de ""nah"" est """,weit,12100,16417,8.875,6.40625,-2.46875
gemma-2-2b,23,desc,freq,fr,de,nah,"Le contraire de ""nah"" est """,weit,12100,31079,8.875,4.125,-4.75
gemma-2-2b,23,val,desc,fr,de,nah,"Le contraire de ""nah"" est """,weit,12100,10618,8.875,10.375,1.5
gemma-2-2b,23,val,val,fr,de,nah,"Le contraire de ""nah"" est """,weit,12100,17708,8.875,8.0,-0.875
gemma-2-2b,23,val,freq,fr,de,nah,"Le contraire de ""nah"" est """,weit,12100,17891,8.875,4.96875,-3.90625
gemma-2-2b,23,freq,desc,fr,de,nah,"Le contraire de ""nah"" est """,weit,12100,13599,8.875,8.375,-0.5
gemma-2-2b,23,freq,val,fr,de,nah,"Le contraire de ""nah"" est """,weit,12100,25330,8.875,4.9375,-3.9375
gemma-2-2b,23,freq,freq,fr,de,nah,"Le contraire de ""nah"" est """,weit,12100,17681,8.875,7.75,-1.125
gemma-2-2b,24,desc,desc,fr,de,tief,"Le contraire de ""tief"" est """,flach,22,244,17.125,17.375,0.25
gemma-2-2b,24,desc,val,fr,de,tief,"Le contraire de ""tief"" est """,flach,22,262,17.125,15.8125,-1.3125
gemma-2-2b,24,desc,freq,fr,de,tief,"Le contraire de ""tief"" est """,flach,22,1430,17.125,13.4375,-3.6875
gemma-2-2b,24,val,desc,fr,de,tief,"Le contraire de ""tief"" est """,flach,22,59,17.125,18.75,1.625
gemma-2-2b,24,val,val,fr,de,tief,"Le contraire de ""tief"" est """,flach,22,115,17.125,18.75,1.625
