model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,adjective,prompt,tracked_target,baseline_adj_rank,combined_adj_rank,baseline_target_logit,combined_target_logit,delta_combined_logit
gemma-2-2b,11,freq,val,ja,de,hell,「hell」の反対は「,dunkel,58249,75050,3.375,0.65234375,-2.72265625
gemma-2-2b,11,freq,freq,ja,de,hell,「hell」の反対は「,dunkel,58249,81583,3.375,2.3125,-1.0625
gemma-2-2b,12,desc,desc,ja,de,stark,「stark」の反対は「,schwach,310,310,18.75,18.75,0.0
gemma-2-2b,12,desc,val,ja,de,stark,「stark」の反対は「,schwach,310,535,18.75,16.75,-2.0
gemma-2-2b,12,desc,freq,ja,de,stark,「stark」の反対は「,schwach,310,153,18.75,17.75,-1.0
gemma-2-2b,12,val,desc,ja,de,stark,「stark」の反対は「,schwach,310,10,18.75,22.25,3.5
gemma-2-2b,12,val,val,ja,de,stark,「stark」の反対は「,schwach,310,400,18.75,19.125,0.375
gemma-2-2b,12,val,freq,ja,de,stark,「stark」の反対は「,schwach,310,4,18.75,21.125,2.375
gemma-2-2b,12,freq,desc,ja,de,stark,「stark」の反対は「,schwach,310,478,18.75,18.25,-0.5
gemma-2-2b,12,freq,val,ja,de,stark,「stark」の反対は「,schwach,310,503,18.75,16.5,-2.25
gemma-2-2b,12,freq,freq,ja,de,stark,「stark」の反対は「,schwach,310,492,18.75,18.25,-0.5
gemma-2-2b,13,desc,desc,ja,de,sauber,「sauber」の反対は「,schmutzig,1,49,19.75,15.8125,-3.9375
gemma-2-2b,13,desc,val,ja,de,sauber,「sauber」の反対は「,schmutzig,1,73,19.75,14.5,-5.25
gemma-2-2b,13,desc,freq,ja,de,sauber,「sauber」の反対は「,schmutzig,1,34,19.75,15.9375,-3.8125
gemma-2-2b,13,val,desc,ja,de,sauber,「sauber」の反対は「,schmutzig,1,0,19.75,21.125,1.375
gemma-2-2b,13,val,val,ja,de,sauber,「sauber」の反対は「,schmutzig,1,38,19.75,17.625,-2.125
gemma-2-2b,13,val,freq,ja,de,sauber,「sauber」の反対は「,schmutzig,1,2,19.75,19.0,-0.75
gemma-2-2b,13,freq,desc,ja,de,sauber,「sauber」の反対は「,schmutzig,1,86,19.75,15.8125,-3.9375
gemma-2-2b,13,freq,val,ja,de,sauber,「sauber」の反対は「,schmutzig,1,106,19.75,14.25,-5.5
gemma-2-2b,13,freq,freq,ja,de,sauber,「sauber」の反対は「,schmutzig,1,81,19.75,15.8125,-3.9375
gemma-2-2b,14,desc,desc,ja,de,offen,「offen」の反対は「,geschlossen,13,133,19.875,17.625,-2.25
gemma-2-2b,14,desc,val,ja,de,offen,「offen」の反対は「,geschlossen,13,133,19.875,16.625,-3.25
gemma-2-2b,14,desc,freq,ja,de,offen,「offen」の反対は「,geschlossen,13,48,19.875,17.875,-2.0
gemma-2-2b,14,val,desc,ja,de,offen,「offen」の反対は「,geschlossen,13,90,19.875,19.625,-0.25
gemma-2-2b,14,val,val,ja,de,offen,「offen」の反対は「,geschlossen,13,187,19.875,18.625,-1.25
gemma-2-2b,14,val,freq,ja,de,offen,「offen」の反対は「,geschlossen,13,104,19.875,17.875,-2.0
gemma-2-2b,14,freq,desc,ja,de,offen,「offen」の反対は「,geschlossen,13,111,19.875,18.0,-1.875
gemma-2-2b,14,freq,val,ja,de,offen,「offen」の反対は「,geschlossen,13,102,19.875,17.0,-2.875
gemma-2-2b,14,freq,freq,ja,de,offen,「offen」の反対は「,geschlossen,13,117,19.875,17.875,-2.0
gemma-2-2b,15,desc,desc,ja,de,reich,「reich」の反対は「,arm,1063,1704,15.375,14.875,-0.5
gemma-2-2b,15,desc,val,ja,de,reich,「reich」の反対は「,arm,1063,2808,15.375,13.1875,-2.1875
gemma-2-2b,15,desc,freq,ja,de,reich,「reich」の反対は「,arm,1063,784,15.375,14.875,-0.5
gemma-2-2b,15,val,desc,ja,de,reich,「reich」の反対は「,arm,1063,236,15.375,18.25,2.875
gemma-2-2b,15,val,val,ja,de,reich,「reich」の反対は「,arm,1063,1790,15.375,15.9375,0.5625
gemma-2-2b,15,val,freq,ja,de,reich,「reich」の反対は「,arm,1063,218,15.375,17.5,2.125
gemma-2-2b,15,freq,desc,ja,de,reich,「reich」の反対は「,arm,1063,3552,15.375,14.125,-1.25
gemma-2-2b,15,freq,val,ja,de,reich,「reich」の反対は「,arm,1063,4318,15.375,12.25,-3.125
gemma-2-2b,15,freq,freq,ja,de,reich,「reich」の反対は「,arm,1063,3116,15.375,14.3125,-1.0625
gemma-2-2b,16,desc,desc,ja,de,schön,「schön」の反対は「,hässlich,7,58,16.125,15.0,-1.125
gemma-2-2b,16,desc,val,ja,de,schön,「schön」の反対は「,hässlich,7,112,16.125,13.1875,-2.9375
gemma-2-2b,16,desc,freq,ja,de,schön,「schön」の反対は「,hässlich,7,186,16.125,12.5625,-3.5625
gemma-2-2b,16,val,desc,ja,de,schön,「schön」の反対は「,hässlich,7,30,16.125,16.0,-0.125
gemma-2-2b,16,val,val,ja,de,schön,「schön」の反対は「,hässlich,7,101,16.125,15.5625,-0.5625
gemma-2-2b,16,val,freq,ja,de,schön,「schön」の反対は「,hässlich,7,96,16.125,13.3125,-2.8125
gemma-2-2b,16,freq,desc,ja,de,schön,「schön」の反対は「,hässlich,7,95,16.125,15.125,-1.0
gemma-2-2b,16,freq,val,ja,de,schön,「schön」の反対は「,hässlich,7,182,16.125,12.625,-3.5
gemma-2-2b,16,freq,freq,ja,de,schön,「schön」の反対は「,hässlich,7,114,16.125,14.875,-1.25
gemma-2-2b,17,desc,desc,ja,de,lang,「lang」の反対は「,kurz,17297,17297,11.1875,11.1875,0.0
gemma-2-2b,17,desc,val,ja,de,lang,「lang」の反対は「,kurz,17297,30416,11.1875,8.875,-2.3125
gemma-2-2b,17,desc,freq,ja,de,lang,「lang」の反対は「,kurz,17297,32682,11.1875,8.375,-2.8125
gemma-2-2b,17,val,desc,ja,de,lang,「lang」の反対は「,kurz,17297,2855,11.1875,15.25,4.0625
gemma-2-2b,17,val,val,ja,de,lang,「lang」の反対は「,kurz,17297,24858,11.1875,11.8125,0.625
gemma-2-2b,17,val,freq,ja,de,lang,「lang」の反対は「,kurz,17297,9462,11.1875,10.9375,-0.25
gemma-2-2b,17,freq,desc,ja,de,lang,「lang」の反対は「,kurz,17297,24834,11.1875,10.625,-0.5625
gemma-2-2b,17,freq,val,ja,de,lang,「lang」の反対は「,kurz,17297,49567,11.1875,7.28125,-3.90625
gemma-2-2b,17,freq,freq,ja,de,lang,「lang」の反対は「,kurz,17297,28964,11.1875,10.375,-0.8125
gemma-2-2b,18,desc,desc,ja,de,breit,「breit」の反対は「,eng,754,754,14.875,14.875,0.0
gemma-2-2b,18,desc,val,ja,de,breit,「breit」の反対は「,eng,754,1478,14.875,13.4375,-1.4375
gemma-2-2b,18,desc,freq,ja,de,breit,「breit」の反対は「,eng,754,426,14.875,15.375,0.5
gemma-2-2b,18,val,desc,ja,de,breit,「breit」の反対は「,eng,754,176,14.875,18.75,3.875
gemma-2-2b,18,val,val,ja,de,breit,「breit」の反対は「,eng,754,988,14.875,16.0,1.125
gemma-2-2b,18,val,freq,ja,de,breit,「breit」の反対は「,eng,754,158,14.875,18.25,3.375
gemma-2-2b,18,freq,desc,ja,de,breit,「breit」の反対は「,eng,754,1178,14.875,14.5,-0.375
gemma-2-2b,18,freq,val,ja,de,breit,「breit」の反対は「,eng,754,1914,14.875,12.75,-2.125
gemma-2-2b,18,freq,freq,ja,de,breit,「breit」の反対は「,eng,754,1322,14.875,14.4375,-0.4375
gemma-2-2b,19,desc,desc,ja,de,hart,「hart」の反対は「,weich,1188,1188,16.125,16.125,0.0
gemma-2-2b,19,desc,val,ja,de,hart,「hart」の反対は「,weich,1188,2037,16.125,14.3125,-1.8125
gemma-2-2b,19,desc,freq,ja,de,hart,「hart」の反対は「,weich,1188,1191,16.125,14.75,-1.375
gemma-2-2b,19,val,desc,ja,de,hart,「hart」の反対は「,weich,1188,106,16.125,19.5,3.375
gemma-2-2b,19,val,val,ja,de,hart,「hart」の反対は「,weich,1188,3375,16.125,15.8125,-0.3125
gemma-2-2b,19,val,freq,ja,de,hart,「hart」の反対は「,weich,1188,165,16.125,18.125,2.0
gemma-2-2b,19,freq,desc,ja,de,hart,「hart」の反対は「,weich,1188,991,16.125,16.375,0.25
gemma-2-2b,19,freq,val,ja,de,hart,「hart」の反対は「,weich,1188,1114,16.125,14.5,-1.625
gemma-2-2b,19,freq,freq,ja,de,hart,「hart」の反対は「,weich,1188,912,16.125,16.5,0.375
gemma-2-2b,20,desc,desc,ja,de,trocken,「trocken」の反対は「,nass,1160,11430,8.625,5.5,-3.125
gemma-2-2b,20,desc,val,ja,de,trocken,「trocken」の反対は「,nass,1160,4220,8.625,6.28125,-2.34375
gemma-2-2b,20,desc,freq,ja,de,trocken,「trocken」の反対は「,nass,1160,5810,8.625,5.8125,-2.8125
gemma-2-2b,20,val,desc,ja,de,trocken,「trocken」の反対は「,nass,1160,881,8.625,11.8125,3.1875
gemma-2-2b,20,val,val,ja,de,trocken,「trocken」の反対は「,nass,1160,9296,8.625,7.0,-1.625
gemma-2-2b,20,val,freq,ja,de,trocken,「trocken」の反対は「,nass,1160,2669,8.625,8.5625,-0.0625
gemma-2-2b,20,freq,desc,ja,de,trocken,「trocken」の反対は「,nass,1160,22560,8.625,4.21875,-4.40625
gemma-2-2b,20,freq,val,ja,de,trocken,「trocken」の反対は「,nass,1160,18153,8.625,2.734375,-5.890625
gemma-2-2b,20,freq,freq,ja,de,trocken,「trocken」の反対は「,nass,1160,22658,8.625,4.125,-4.5
gemma-2-2b,21,desc,desc,ja,de,laut,「laut」の反対は「,still,22,31,17.0,16.75,-0.25
gemma-2-2b,21,desc,val,ja,de,laut,「laut」の反対は「,still,22,80,17.0,15.125,-1.875
gemma-2-2b,21,desc,freq,ja,de,laut,「laut」の反対は「,still,22,206,17.0,14.4375,-2.5625
gemma-2-2b,21,val,desc,ja,de,laut,「laut」の反対は「,still,22,4,17.0,19.625,2.625
gemma-2-2b,21,val,val,ja,de,laut,「laut」の反対は「,still,22,36,17.0,18.125,1.125
gemma-2-2b,21,val,freq,ja,de,laut,「laut」の反対は「,still,22,3,17.0,15.6875,-1.3125
gemma-2-2b,21,freq,desc,ja,de,laut,「laut」の反対は「,still,22,41,17.0,16.75,-0.25
gemma-2-2b,21,freq,val,ja,de,laut,「laut」の反対は「,still,22,142,17.0,14.3125,-2.6875
gemma-2-2b,21,freq,freq,ja,de,laut,「laut」の反対は「,still,22,68,17.0,16.25,-0.75
gemma-2-2b,22,desc,desc,ja,de,früh,「früh」の反対は「,spät,4,53,18.625,15.9375,-2.6875
gemma-2-2b,22,desc,val,ja,de,früh,「früh」の反対は「,spät,4,72,18.625,14.75,-3.875
gemma-2-2b,22,desc,freq,ja,de,früh,「früh」の反対は「,spät,4,10,18.625,16.75,-1.875
gemma-2-2b,22,val,desc,ja,de,früh,「früh」の反対は「,spät,4,14,18.625,19.25,0.625
gemma-2-2b,22,val,val,ja,de,früh,「früh」の反対は「,spät,4,40,18.625,17.875,-0.75
gemma-2-2b,22,val,freq,ja,de,früh,「früh」の反対は「,spät,4,16,18.625,17.125,-1.5
gemma-2-2b,22,freq,desc,ja,de,früh,「früh」の反対は「,spät,4,81,18.625,15.6875,-2.9375
gemma-2-2b,22,freq,val,ja,de,früh,「früh」の反対は「,spät,4,130,18.625,14.0625,-4.5625
gemma-2-2b,22,freq,freq,ja,de,früh,「früh」の反対は「,spät,4,85,18.625,15.6875,-2.9375
gemma-2-2b,23,desc,desc,ja,de,nah,「nah」の反対は「,fern,17087,17087,9.875,9.875,0.0
gemma-2-2b,23,desc,val,ja,de,nah,「nah」の反対は「,fern,17087,11681,9.875,9.4375,-0.4375
gemma-2-2b,23,desc,freq,ja,de,nah,「nah」の反対は「,fern,17087,26574,9.875,7.28125,-2.59375
gemma-2-2b,23,val,desc,ja,de,nah,「nah」の反対は「,fern,17087,5220,9.875,13.375,3.5
gemma-2-2b,23,val,val,ja,de,nah,「nah」の反対は「,fern,17087,12615,9.875,11.625,1.75
gemma-2-2b,23,val,freq,ja,de,nah,「nah」の反対は「,fern,17087,10711,9.875,9.875,0.0
gemma-2-2b,23,freq,desc,ja,de,nah,「nah」の反対は「,fern,17087,29631,9.875,8.8125,-1.0625
gemma-2-2b,23,freq,val,ja,de,nah,「nah」の反対は「,fern,17087,36651,9.875,6.5,-3.375
gemma-2-2b,23,freq,freq,ja,de,nah,「nah」の反対は「,fern,17087,32737,9.875,8.5625,-1.3125
gemma-2-2b,24,desc,desc,ja,de,tief,「tief」の反対は「,flach,147,656,15.5,13.9375,-1.5625
gemma-2-2b,24,desc,val,ja,de,tief,「tief」の反対は「,flach,147,1120,15.5,12.4375,-3.0625
gemma-2-2b,24,desc,freq,ja,de,tief,「tief」の反対は「,flach,147,2992,15.5,11.3125,-4.1875
gemma-2-2b,24,val,desc,ja,de,tief,「tief」の反対は「,flach,147,157,15.5,17.0,1.5
gemma-2-2b,24,val,val,ja,de,tief,「tief」の反対は「,flach,147,468,15.5,15.6875,0.1875
gemma-2-2b,24,val,freq,ja,de,tief,「tief」の反対は「,flach,147,775,15.5,14.5,-1.0
gemma-2-2b,24,freq,desc,ja,de,tief,「tief」の反対は「,flach,147,998,15.5,13.75,-1.75
gemma-2-2b,24,freq,val,ja,de,tief,「tief」の反対は「,flach,147,2212,15.5,11.25,-4.25
gemma-2-2b,24,freq,freq,ja,de,tief,「tief」の反対は「,flach,147,1550,15.5,13.125,-2.375
gemma-2-2b,25,desc,desc,ja,de,schlecht,「schlecht」の反対は「,gut,0,44,22.125,16.875,-5.25
gemma-2-2b,25,desc,val,ja,de,schlecht,「schlecht」の反対は「,gut,0,118,22.125,14.875,-7.25
gemma-2-2b,25,desc,freq,ja,de,schlecht,「schlecht」の反対は「,gut,0,629,22.125,12.8125,-9.3125
gemma-2-2b,25,val,desc,ja,de,schlecht,「schlecht」の反対は「,gut,0,3,22.125,21.0,-1.125
gemma-2-2b,25,val,val,ja,de,schlecht,「schlecht」の反対は「,gut,0,62,22.125,17.875,-4.25
gemma-2-2b,25,val,freq,ja,de,schlecht,「schlecht」の反対は「,gut,0,60,22.125,15.8125,-6.3125
gemma-2-2b,25,freq,desc,ja,de,schlecht,「schlecht」の反対は「,gut,0,183,22.125,15.5625,-6.5625
gemma-2-2b,25,freq,val,ja,de,schlecht,「schlecht」の反対は「,gut,0,337,22.125,13.1875,-8.9375
gemma-2-2b,25,freq,freq,ja,de,schlecht,「schlecht」の反対は「,gut,0,225,22.125,15.25,-6.875
gemma-2-2b,26,desc,desc,ja,de,traurig,「traurig」の反対は「,glücklich,0,4,21.375,19.75,-1.625
gemma-2-2b,26,desc,val,ja,de,traurig,「traurig」の反対は「,glücklich,0,3,21.375,19.5,-1.875
gemma-2-2b,26,desc,freq,ja,de,traurig,「traurig」の反対は「,glücklich,0,0,21.375,18.5,-2.875
gemma-2-2b,26,val,desc,ja,de,traurig,「traurig」の反対は「,glücklich,0,0,21.375,22.0,0.625
gemma-2-2b,26,val,val,ja,de,traurig,「traurig」の反対は「,glücklich,0,4,21.375,21.0,-0.375
gemma-2-2b,26,val,freq,ja,de,traurig,「traurig」の反対は「,glücklich,0,0,21.375,19.75,-1.625
gemma-2-2b,26,freq,desc,ja,de,traurig,「traurig」の反対は「,glücklich,0,2,21.375,20.75,-0.625
