model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
gemma-2-2b,0,val,val,ja,en,de,es,malo,good,「good」の反対は「,bad,0,0,261,316,13.6875,14.3125,0.625,-10.4375,-10.6875,-0.25,2.0
gemma-2-2b,0,val,val,ja,en,de,fr,mauvais,good,「good」の反対は「,bad,0,0,296,249,13.5625,14.6875,1.125,-10.5625,-10.3125,0.25,2.0
gemma-2-2b,0,val,val,ja,en,de,ja,悪い,good,「good」の反対は「,bad,0,0,4,4,20.25,21.0,0.75,-3.875,-4.0,-0.125,2.0
gemma-2-2b,0,val,val,ja,en,de,ko,나쁜,good,「good」の反対は「,bad,0,0,3149,5181,9.8125,9.8125,0.0,-14.3125,-15.1875,-0.875,2.0
gemma-2-2b,0,val,val,ja,en,de,zh,坏,good,「good」の反対は「,bad,0,0,12,14,17.875,18.375,0.5,-6.25,-6.625,-0.375,2.0
gemma-2-2b,0,val,freq,ja,en,de,de,schlecht,good,「good」の反対は「,bad,0,1,868,43,11.8125,14.25,2.4375,-12.3125,-4.375,7.9375,2.0
gemma-2-2b,0,val,freq,ja,en,de,en,bad,good,「good」の反対は「,bad,0,1,0,1,24.125,18.625,-5.5,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,freq,ja,en,de,es,malo,good,「good」の反対は「,bad,0,1,261,10469,13.6875,5.75,-7.9375,-10.4375,-12.875,-2.4375,2.0
gemma-2-2b,0,val,freq,ja,en,de,fr,mauvais,good,「good」の反対は「,bad,0,1,296,227,13.5625,12.125,-1.4375,-10.5625,-6.5,4.0625,2.0
gemma-2-2b,0,val,freq,ja,en,de,ja,悪い,good,「good」の反対は「,bad,0,1,4,2589,20.25,8.375,-11.875,-3.875,-10.25,-6.375,2.0
gemma-2-2b,0,val,freq,ja,en,de,ko,나쁜,good,「good」の反対は「,bad,0,1,3149,851,9.8125,10.1875,0.375,-14.3125,-8.4375,5.875,2.0
gemma-2-2b,0,val,freq,ja,en,de,zh,坏,good,「good」の反対は「,bad,0,1,12,617,17.875,10.75,-7.125,-6.25,-7.875,-1.625,2.0
gemma-2-2b,0,freq,desc,ja,en,de,de,schlecht,good,「good」の反対は「,bad,0,0,868,1129,11.8125,11.5,-0.3125,-12.3125,-13.0,-0.6875,2.0
gemma-2-2b,0,freq,desc,ja,en,de,en,bad,good,「good」の反対は「,bad,0,0,0,0,24.125,24.5,0.375,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,desc,ja,en,de,es,malo,good,「good」の反対は「,bad,0,0,261,442,13.6875,13.0,-0.6875,-10.4375,-11.5,-1.0625,2.0
gemma-2-2b,0,freq,desc,ja,en,de,fr,mauvais,good,「good」の反対は「,bad,0,0,296,269,13.5625,13.6875,0.125,-10.5625,-10.8125,-0.25,2.0
gemma-2-2b,0,freq,desc,ja,en,de,ja,悪い,good,「good」の反対は「,bad,0,0,4,7,20.25,19.375,-0.875,-3.875,-5.125,-1.25,2.0
gemma-2-2b,0,freq,desc,ja,en,de,ko,나쁜,good,「good」の反対は「,bad,0,0,3149,3232,9.8125,9.75,-0.0625,-14.3125,-14.75,-0.4375,2.0
gemma-2-2b,0,freq,desc,ja,en,de,zh,坏,good,「good」の反対は「,bad,0,0,12,14,17.875,17.875,0.0,-6.25,-6.625,-0.375,2.0
gemma-2-2b,0,freq,val,ja,en,de,de,schlecht,good,「good」の反対は「,bad,0,0,868,2130,11.8125,5.6875,-6.125,-12.3125,-15.4375,-3.125,2.0
gemma-2-2b,0,freq,val,ja,en,de,en,bad,good,「good」の反対は「,bad,0,0,0,0,24.125,21.125,-3.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,val,ja,en,de,es,malo,good,「good」の反対は「,bad,0,0,261,244,13.6875,9.375,-4.3125,-10.4375,-11.75,-1.3125,2.0
gemma-2-2b,0,freq,val,ja,en,de,fr,mauvais,good,「good」の反対は「,bad,0,0,296,693,13.5625,7.625,-5.9375,-10.5625,-13.5,-2.9375,2.0
gemma-2-2b,0,freq,val,ja,en,de,ja,悪い,good,「good」の反対は「,bad,0,0,4,3,20.25,17.5,-2.75,-3.875,-3.625,0.25,2.0
gemma-2-2b,0,freq,val,ja,en,de,ko,나쁜,good,「good」の反対は「,bad,0,0,3149,2936,9.8125,5.125,-4.6875,-14.3125,-16.0,-1.6875,2.0
gemma-2-2b,0,freq,val,ja,en,de,zh,坏,good,「good」の反対は「,bad,0,0,12,6,17.875,14.875,-3.0,-6.25,-6.25,0.0,2.0
gemma-2-2b,0,freq,freq,ja,en,de,de,schlecht,good,「good」の反対は「,bad,0,0,868,1228,11.8125,11.375,-0.4375,-12.3125,-13.125,-0.8125,2.0
gemma-2-2b,0,freq,freq,ja,en,de,en,bad,good,「good」の反対は「,bad,0,0,0,0,24.125,24.5,0.375,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,freq,ja,en,de,es,malo,good,「good」の反対は「,bad,0,0,261,256,13.6875,13.875,0.1875,-10.4375,-10.625,-0.1875,2.0
gemma-2-2b,0,freq,freq,ja,en,de,fr,mauvais,good,「good」の反対は「,bad,0,0,296,338,13.5625,13.4375,-0.125,-10.5625,-11.0625,-0.5,2.0
gemma-2-2b,0,freq,freq,ja,en,de,ja,悪い,good,「good」の反対は「,bad,0,0,4,5,20.25,20.25,0.0,-3.875,-4.25,-0.375,2.0
gemma-2-2b,0,freq,freq,ja,en,de,ko,나쁜,good,「good」の反対は「,bad,0,0,3149,2727,9.8125,10.0,0.1875,-14.3125,-14.5,-0.1875,2.0
gemma-2-2b,0,freq,freq,ja,en,de,zh,坏,good,「good」の反対は「,bad,0,0,12,11,17.875,18.5,0.625,-6.25,-6.0,0.25,2.0
gemma-2-2b,0,desc,desc,ja,en,en,de,schlecht,good,「good」の反対は「,bad,0,0,868,905,11.8125,12.4375,0.625,-12.3125,-12.3125,0.0,2.0
gemma-2-2b,0,desc,desc,ja,en,en,en,bad,good,「good」の反対は「,bad,0,0,0,0,24.125,24.75,0.625,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,ja,en,en,es,malo,good,「good」の反対は「,bad,0,0,261,212,13.6875,14.6875,1.0,-10.4375,-10.0625,0.375,2.0
gemma-2-2b,0,desc,desc,ja,en,en,fr,mauvais,good,「good」の反対は「,bad,0,0,296,238,13.5625,14.5,0.9375,-10.5625,-10.25,0.3125,2.0
gemma-2-2b,0,desc,desc,ja,en,en,ja,悪い,good,「good」の反対は「,bad,0,0,4,4,20.25,21.0,0.75,-3.875,-3.75,0.125,2.0
gemma-2-2b,0,desc,desc,ja,en,en,ko,나쁜,good,「good」の反対は「,bad,0,0,3149,3549,9.8125,10.125,0.3125,-14.3125,-14.625,-0.3125,2.0
gemma-2-2b,0,desc,desc,ja,en,en,zh,坏,good,「good」の反対は「,bad,0,0,12,14,17.875,18.125,0.25,-6.25,-6.625,-0.375,2.0
gemma-2-2b,0,desc,val,ja,en,en,de,schlecht,good,「good」の反対は「,bad,0,0,868,3394,11.8125,-0.5390625,-12.3515625,-12.3125,-17.9140625,-5.6015625,2.0
gemma-2-2b,0,desc,val,ja,en,en,en,bad,good,「good」の反対は「,bad,0,0,0,0,24.125,17.375,-6.75,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,val,ja,en,en,es,malo,good,「good」の反対は「,bad,0,0,261,1032,13.6875,1.703125,-11.984375,-10.4375,-15.671875,-5.234375,2.0
gemma-2-2b,0,desc,val,ja,en,en,fr,mauvais,good,「good」の反対は「,bad,0,0,296,1134,13.5625,1.5234375,-12.0390625,-10.5625,-15.8515625,-5.2890625,2.0
gemma-2-2b,0,desc,val,ja,en,en,ja,悪い,good,「good」の反対は「,bad,0,0,4,4,20.25,12.875,-7.375,-3.875,-4.5,-0.625,2.0
gemma-2-2b,0,desc,val,ja,en,en,ko,나쁜,good,「good」の反対は「,bad,0,0,3149,13661,9.8125,-3.578125,-13.390625,-14.3125,-20.953125,-6.640625,2.0
gemma-2-2b,0,desc,val,ja,en,en,zh,坏,good,「good」の反対は「,bad,0,0,12,48,17.875,6.96875,-10.90625,-6.25,-10.40625,-4.15625,2.0
gemma-2-2b,0,desc,freq,ja,en,en,de,schlecht,good,「good」の反対は「,bad,0,0,868,683,11.8125,14.5,2.6875,-12.3125,-11.125,1.1875,2.0
gemma-2-2b,0,desc,freq,ja,en,en,en,bad,good,「good」の反対は「,bad,0,0,0,0,24.125,25.625,1.5,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,freq,ja,en,en,es,malo,good,「good」の反対は「,bad,0,0,261,1466,13.6875,13.4375,-0.25,-10.4375,-12.1875,-1.75,2.0
gemma-2-2b,0,desc,freq,ja,en,en,fr,mauvais,good,「good」の反対は「,bad,0,0,296,259,13.5625,16.0,2.4375,-10.5625,-9.625,0.9375,2.0
gemma-2-2b,0,desc,freq,ja,en,en,ja,悪い,good,「good」の反対は「,bad,0,0,4,6,20.25,21.375,1.125,-3.875,-4.25,-0.375,2.0
gemma-2-2b,0,desc,freq,ja,en,en,ko,나쁜,good,「good」の反対は「,bad,0,0,3149,10361,9.8125,10.25,0.4375,-14.3125,-15.375,-1.0625,2.0
gemma-2-2b,0,desc,freq,ja,en,en,zh,坏,good,「good」の反対は「,bad,0,0,12,30,17.875,18.875,1.0,-6.25,-6.75,-0.5,2.0
gemma-2-2b,0,val,desc,ja,en,en,de,schlecht,good,「good」の反対は「,bad,0,0,868,458,11.8125,14.25,2.4375,-12.3125,-11.0,1.3125,2.0
gemma-2-2b,0,val,desc,ja,en,en,en,bad,good,「good」の反対は「,bad,0,0,0,0,24.125,25.25,1.125,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,desc,ja,en,en,es,malo,good,「good」の反対は「,bad,0,0,261,1060,13.6875,13.0,-0.6875,-10.4375,-12.25,-1.8125,2.0
gemma-2-2b,0,val,desc,ja,en,en,fr,mauvais,good,「good」の反対は「,bad,0,0,296,1623,13.5625,12.375,-1.1875,-10.5625,-12.875,-2.3125,2.0
gemma-2-2b,0,val,desc,ja,en,en,ja,悪い,good,「good」の反対は「,bad,0,0,4,6,20.25,20.625,0.375,-3.875,-4.625,-0.75,2.0
gemma-2-2b,0,val,desc,ja,en,en,ko,나쁜,good,「good」の反対は「,bad,0,0,3149,3287,9.8125,11.25,1.4375,-14.3125,-14.0,0.3125,2.0
gemma-2-2b,0,val,desc,ja,en,en,zh,坏,good,「good」の反対は「,bad,0,0,12,31,17.875,17.875,0.0,-6.25,-7.375,-1.125,2.0
gemma-2-2b,0,val,val,ja,en,en,de,schlecht,good,「good」の反対は「,bad,0,0,868,1299,11.8125,11.5625,-0.25,-12.3125,-12.5625,-0.25,2.0
gemma-2-2b,0,val,val,ja,en,en,en,bad,good,「good」の反対は「,bad,0,0,0,0,24.125,24.125,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,val,ja,en,en,es,malo,good,「good」の反対は「,bad,0,0,261,485,13.6875,13.1875,-0.5,-10.4375,-10.9375,-0.5,2.0
gemma-2-2b,0,val,val,ja,en,en,fr,mauvais,good,「good」の反対は「,bad,0,0,296,536,13.5625,13.0,-0.5625,-10.5625,-11.125,-0.5625,2.0
gemma-2-2b,0,val,val,ja,en,en,ja,悪い,good,「good」の反対は「,bad,0,0,4,4,20.25,20.875,0.625,-3.875,-3.25,0.625,2.0
gemma-2-2b,0,val,val,ja,en,en,ko,나쁜,good,「good」の反対は「,bad,0,0,3149,4756,9.8125,9.375,-0.4375,-14.3125,-14.75,-0.4375,2.0
gemma-2-2b,0,val,val,ja,en,en,zh,坏,good,「good」の反対は「,bad,0,0,12,12,17.875,18.25,0.375,-6.25,-5.875,0.375,2.0
gemma-2-2b,0,val,freq,ja,en,en,de,schlecht,good,「good」の反対は「,bad,0,0,868,708,11.8125,15.0,3.1875,-12.3125,-10.5,1.8125,2.0
gemma-2-2b,0,val,freq,ja,en,en,en,bad,good,「good」の反対は「,bad,0,0,0,0,24.125,25.5,1.375,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,freq,ja,en,en,es,malo,good,「good」の反対は「,bad,0,0,261,1130,13.6875,14.4375,0.75,-10.4375,-11.0625,-0.625,2.0
gemma-2-2b,0,val,freq,ja,en,en,fr,mauvais,good,「good」の反対は「,bad,0,0,296,773,13.5625,14.9375,1.375,-10.5625,-10.5625,0.0,2.0
gemma-2-2b,0,val,freq,ja,en,en,ja,悪い,good,「good」の反対は「,bad,0,0,4,4,20.25,21.875,1.625,-3.875,-3.625,0.25,2.0
gemma-2-2b,0,val,freq,ja,en,en,ko,나쁜,good,「good」の反対は「,bad,0,0,3149,5466,9.8125,12.0625,2.25,-14.3125,-13.4375,0.875,2.0
gemma-2-2b,0,val,freq,ja,en,en,zh,坏,good,「good」の反対は「,bad,0,0,12,16,17.875,19.875,2.0,-6.25,-5.625,0.625,2.0
gemma-2-2b,0,freq,desc,ja,en,en,de,schlecht,good,「good」の反対は「,bad,0,0,868,340,11.8125,14.25,2.4375,-12.3125,-10.75,1.5625,2.0
gemma-2-2b,0,freq,desc,ja,en,en,en,bad,good,「good」の反対は「,bad,0,0,0,0,24.125,25.0,0.875,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,desc,ja,en,en,es,malo,good,「good」の反対は「,bad,0,0,261,643,13.6875,13.25,-0.4375,-10.4375,-11.75,-1.3125,2.0
gemma-2-2b,0,freq,desc,ja,en,en,fr,mauvais,good,「good」の反対は「,bad,0,0,296,965,13.5625,12.625,-0.9375,-10.5625,-12.375,-1.8125,2.0
gemma-2-2b,0,freq,desc,ja,en,en,ja,悪い,good,「good」の反対は「,bad,0,0,4,6,20.25,19.875,-0.375,-3.875,-5.125,-1.25,2.0
gemma-2-2b,0,freq,desc,ja,en,en,ko,나쁜,good,「good」の反対は「,bad,0,0,3149,2080,9.8125,11.5,1.6875,-14.3125,-13.5,0.8125,2.0
gemma-2-2b,0,freq,desc,ja,en,en,zh,坏,good,「good」の反対は「,bad,0,0,12,31,17.875,17.375,-0.5,-6.25,-7.625,-1.375,2.0
gemma-2-2b,0,freq,val,ja,en,en,de,schlecht,good,「good」の反対は「,bad,0,0,868,2831,11.8125,2.59375,-9.21875,-12.3125,-15.90625,-3.59375,2.0
gemma-2-2b,0,freq,val,ja,en,en,en,bad,good,「good」の反対は「,bad,0,0,0,0,24.125,18.5,-5.625,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,val,ja,en,en,es,malo,good,「good」の反対は「,bad,0,0,261,312,13.6875,6.40625,-7.28125,-10.4375,-12.09375,-1.65625,2.0
gemma-2-2b,0,freq,val,ja,en,en,fr,mauvais,good,「good」の反対は「,bad,0,0,296,1894,13.5625,3.28125,-10.28125,-10.5625,-15.21875,-4.65625,2.0
gemma-2-2b,0,freq,val,ja,en,en,ja,悪い,good,「good」の反対は「,bad,0,0,4,1,20.25,14.75,-5.5,-3.875,-3.75,0.125,2.0
gemma-2-2b,0,freq,val,ja,en,en,ko,나쁜,good,「good」の反対は「,bad,0,0,3149,5430,9.8125,1.375,-8.4375,-14.3125,-17.125,-2.8125,2.0
gemma-2-2b,0,freq,val,ja,en,en,zh,坏,good,「good」の反対は「,bad,0,0,12,26,17.875,9.875,-8.0,-6.25,-8.625,-2.375,2.0
gemma-2-2b,0,freq,freq,ja,en,en,de,schlecht,good,「good」の反対は「,bad,0,0,868,861,11.8125,11.8125,0.0,-12.3125,-12.3125,0.0,2.0
gemma-2-2b,0,freq,freq,ja,en,en,en,bad,good,「good」の反対は「,bad,0,0,0,0,24.125,24.125,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,freq,ja,en,en,es,malo,good,「good」の反対は「,bad,0,0,261,279,13.6875,13.625,-0.0625,-10.4375,-10.5,-0.0625,2.0
gemma-2-2b,0,freq,freq,ja,en,en,fr,mauvais,good,「good」の反対は「,bad,0,0,296,295,13.5625,13.5625,0.0,-10.5625,-10.5625,0.0,2.0
gemma-2-2b,0,freq,freq,ja,en,en,ja,悪い,good,「good」の反対は「,bad,0,0,4,4,20.25,20.25,0.0,-3.875,-3.875,0.0,2.0
gemma-2-2b,0,freq,freq,ja,en,en,ko,나쁜,good,「good」の反対は「,bad,0,0,3149,3040,9.8125,9.875,0.0625,-14.3125,-14.25,0.0625,2.0
gemma-2-2b,0,freq,freq,ja,en,en,zh,坏,good,「good」の反対は「,bad,0,0,12,12,17.875,17.875,0.0,-6.25,-6.25,0.0,2.0
gemma-2-2b,0,desc,desc,ja,en,es,de,schlecht,good,「good」の反対は「,bad,0,0,868,868,11.8125,11.8125,0.0,-12.3125,-12.3125,0.0,2.0
gemma-2-2b,0,desc,desc,ja,en,es,en,bad,good,「good」の反対は「,bad,0,0,0,0,24.125,24.125,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,ja,en,es,es,malo,good,「good」の反対は「,bad,0,0,261,261,13.6875,13.6875,0.0,-10.4375,-10.4375,0.0,2.0
gemma-2-2b,0,desc,desc,ja,en,es,fr,mauvais,good,「good」の反対は「,bad,0,0,296,296,13.5625,13.5625,0.0,-10.5625,-10.5625,0.0,2.0
gemma-2-2b,0,desc,desc,ja,en,es,ja,悪い,good,「good」の反対は「,bad,0,0,4,4,20.25,20.25,0.0,-3.875,-3.875,0.0,2.0
gemma-2-2b,0,desc,desc,ja,en,es,ko,나쁜,good,「good」の反対は「,bad,0,0,3149,3149,9.8125,9.8125,0.0,-14.3125,-14.3125,0.0,2.0
gemma-2-2b,0,desc,desc,ja,en,es,zh,坏,good,「good」の反対は「,bad,0,0,12,12,17.875,17.875,0.0,-6.25,-6.25,0.0,2.0
gemma-2-2b,0,desc,val,ja,en,es,de,schlecht,good,「good」の反対は「,bad,0,0,868,696,11.8125,13.4375,1.625,-12.3125,-11.0625,1.25,2.0
gemma-2-2b,0,desc,val,ja,en,es,en,bad,good,「good」の反対は「,bad,0,0,0,0,24.125,24.5,0.375,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,val,ja,en,es,es,malo,good,「good」の反対は「,bad,0,0,261,19,13.6875,18.125,4.4375,-10.4375,-6.375,4.0625,2.0
gemma-2-2b,0,desc,val,ja,en,es,fr,mauvais,good,「good」の反対は「,bad,0,0,296,219,13.5625,15.0,1.4375,-10.5625,-9.5,1.0625,2.0
gemma-2-2b,0,desc,val,ja,en,es,ja,悪い,good,「good」の反対は「,bad,0,0,4,17,20.25,18.25,-2.0,-3.875,-6.25,-2.375,2.0
gemma-2-2b,0,desc,val,ja,en,es,ko,나쁜,good,「good」の反対は「,bad,0,0,3149,763,9.8125,13.375,3.5625,-14.3125,-11.125,3.1875,2.0
gemma-2-2b,0,desc,val,ja,en,es,zh,坏,good,「good」の反対は「,bad,0,0,12,5,17.875,19.75,1.875,-6.25,-4.75,1.5,2.0
gemma-2-2b,0,desc,freq,ja,en,es,de,schlecht,good,「good」の反対は「,bad,0,0,868,34578,11.8125,4.1875,-7.625,-12.3125,-18.4375,-6.125,2.0
gemma-2-2b,0,desc,freq,ja,en,es,en,bad,good,「good」の反対は「,bad,0,0,0,0,24.125,22.625,-1.5,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,freq,ja,en,es,es,malo,good,「good」の反対は「,bad,0,0,261,614,13.6875,13.375,-0.3125,-10.4375,-9.25,1.1875,2.0
gemma-2-2b,0,desc,freq,ja,en,es,fr,mauvais,good,「good」の反対は「,bad,0,0,296,310,13.5625,14.5,0.9375,-10.5625,-8.125,2.4375,2.0
gemma-2-2b,0,desc,freq,ja,en,es,ja,悪い,good,「good」の反対は「,bad,0,0,4,590,20.25,13.4375,-6.8125,-3.875,-9.1875,-5.3125,2.0
gemma-2-2b,0,desc,freq,ja,en,es,ko,나쁜,good,「good」の反対は「,bad,0,0,3149,787,9.8125,12.9375,3.125,-14.3125,-9.6875,4.625,2.0
gemma-2-2b,0,desc,freq,ja,en,es,zh,坏,good,「good」の反対は「,bad,0,0,12,12,17.875,18.875,1.0,-6.25,-3.75,2.5,2.0
gemma-2-2b,0,val,desc,ja,en,es,de,schlecht,good,「good」の反対は「,bad,0,0,868,903,11.8125,12.9375,1.125,-12.3125,-12.1875,0.125,2.0
gemma-2-2b,0,val,desc,ja,en,es,en,bad,good,「good」の反対は「,bad,0,0,0,0,24.125,25.125,1.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,desc,ja,en,es,es,malo,good,「good」の反対は「,bad,0,0,261,55,13.6875,17.0,3.3125,-10.4375,-8.125,2.3125,2.0
gemma-2-2b,0,val,desc,ja,en,es,fr,mauvais,good,「good」の反対は「,bad,0,0,296,93,13.5625,16.25,2.6875,-10.5625,-8.875,1.6875,2.0
gemma-2-2b,0,val,desc,ja,en,es,ja,悪い,good,「good」の反対は「,bad,0,0,4,10,20.25,19.875,-0.375,-3.875,-5.25,-1.375,2.0
gemma-2-2b,0,val,desc,ja,en,es,ko,나쁜,good,「good」の反対は「,bad,0,0,3149,4575,9.8125,10.25,0.4375,-14.3125,-14.875,-0.5625,2.0
gemma-2-2b,0,val,desc,ja,en,es,zh,坏,good,「good」の反対は「,bad,0,0,12,13,17.875,19.25,1.375,-6.25,-5.875,0.375,2.0
gemma-2-2b,0,val,val,ja,en,es,de,schlecht,good,「good」の反対は「,bad,0,0,868,1012,11.8125,12.5625,0.75,-12.3125,-12.4375,-0.125,2.0
gemma-2-2b,0,val,val,ja,en,es,en,bad,good,「good」の反対は「,bad,0,0,0,0,24.125,25.0,0.875,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,val,ja,en,es,es,malo,good,「good」の反対は「,bad,0,0,261,319,13.6875,14.3125,0.625,-10.4375,-10.6875,-0.25,2.0
gemma-2-2b,0,val,val,ja,en,es,fr,mauvais,good,「good」の反対は「,bad,0,0,296,244,13.5625,14.75,1.1875,-10.5625,-10.25,0.3125,2.0
gemma-2-2b,0,val,val,ja,en,es,ja,悪い,good,「good」の反対は「,bad,0,0,4,4,20.25,21.0,0.75,-3.875,-4.0,-0.125,2.0
