model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
qwen3-4b,0,val,desc,en,es,de,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,0,19,9,14.0625,12.9375,-1.125,-12.4375,-11.3125,1.125,2.0
qwen3-4b,0,val,desc,en,es,de,es,malo,bueno,"The opposite of ""bueno"" is """,malo,0,0,0,0,26.5,24.25,-2.25,0.0,0.0,0.0,2.0
qwen3-4b,0,val,desc,en,es,de,fr,mauvais,bueno,"The opposite of ""bueno"" is """,malo,0,0,6,5,16.0,13.75,-2.25,-10.5,-10.5,0.0,2.0
qwen3-4b,0,val,desc,en,es,de,ja,悪い,bueno,"The opposite of ""bueno"" is """,malo,0,0,526,503,7.9375,6.1875,-1.75,-18.5625,-18.0625,0.5,2.0
qwen3-4b,0,val,desc,en,es,de,ko,나쁜,bueno,"The opposite of ""bueno"" is """,malo,0,0,9688,9449,2.15625,0.365234375,-1.791015625,-24.34375,-23.884765625,0.458984375,2.0
qwen3-4b,0,val,desc,en,es,de,zh,坏,bueno,"The opposite of ""bueno"" is """,malo,0,0,2990,2957,4.625,2.859375,-1.765625,-21.875,-21.390625,0.484375,2.0
qwen3-4b,0,val,val,en,es,de,de,schlecht,bueno,"The opposite of ""bueno"" is """,malo,0,0,3764,3827,4.125,2.3125,-1.8125,-22.375,-21.8125,0.5625,2.0
qwen3-4b,0,val,val,en,es,de,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,0,19,10,14.0625,12.875,-1.1875,-12.4375,-11.25,1.1875,2.0
qwen3-4b,0,val,val,en,es,de,es,malo,bueno,"The opposite of ""bueno"" is """,malo,0,0,0,0,26.5,24.125,-2.375,0.0,0.0,0.0,2.0
qwen3-4b,0,val,val,en,es,de,fr,mauvais,bueno,"The opposite of ""bueno"" is """,malo,0,0,6,5,16.0,13.6875,-2.3125,-10.5,-10.4375,0.0625,2.0
qwen3-4b,0,val,val,en,es,de,ja,悪い,bueno,"The opposite of ""bueno"" is """,malo,0,0,526,523,7.9375,6.09375,-1.84375,-18.5625,-18.03125,0.53125,2.0
qwen3-4b,0,val,val,en,es,de,ko,나쁜,bueno,"The opposite of ""bueno"" is """,malo,0,0,9688,9408,2.15625,0.375,-1.78125,-24.34375,-23.75,0.59375,2.0
qwen3-4b,0,val,val,en,es,de,zh,坏,bueno,"The opposite of ""bueno"" is """,malo,0,0,2990,3014,4.625,2.828125,-1.796875,-21.875,-21.296875,0.578125,2.0
qwen3-4b,0,val,freq,en,es,de,de,schlecht,bueno,"The opposite of ""bueno"" is """,malo,0,5,3764,0,4.125,18.375,14.25,-22.375,6.125,28.5,2.0
qwen3-4b,0,val,freq,en,es,de,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,5,19,18,14.0625,10.9375,-3.125,-12.4375,-1.3125,11.125,2.0
qwen3-4b,0,val,freq,en,es,de,es,malo,bueno,"The opposite of ""bueno"" is """,malo,0,5,0,5,26.5,12.25,-14.25,0.0,0.0,0.0,2.0
qwen3-4b,0,val,freq,en,es,de,fr,mauvais,bueno,"The opposite of ""bueno"" is """,malo,0,5,6,289,16.0,6.78125,-9.21875,-10.5,-5.46875,5.03125,2.0
qwen3-4b,0,val,freq,en,es,de,ja,悪い,bueno,"The opposite of ""bueno"" is """,malo,0,5,526,799,7.9375,5.1875,-2.75,-18.5625,-7.0625,11.5,2.0
qwen3-4b,0,val,freq,en,es,de,ko,나쁜,bueno,"The opposite of ""bueno"" is """,malo,0,5,9688,5062,2.15625,1.7578125,-0.3984375,-24.34375,-10.4921875,13.8515625,2.0
qwen3-4b,0,val,freq,en,es,de,zh,坏,bueno,"The opposite of ""bueno"" is """,malo,0,5,2990,5674,4.625,1.5390625,-3.0859375,-21.875,-10.7109375,11.1640625,2.0
qwen3-4b,0,freq,desc,en,es,de,de,schlecht,bueno,"The opposite of ""bueno"" is """,malo,0,0,3764,3903,4.125,4.0625,-0.0625,-22.375,-22.4375,-0.0625,2.0
qwen3-4b,0,freq,desc,en,es,de,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,0,19,19,14.0625,14.0625,0.0,-12.4375,-12.4375,0.0,2.0
qwen3-4b,0,freq,desc,en,es,de,es,malo,bueno,"The opposite of ""bueno"" is """,malo,0,0,0,0,26.5,26.5,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,desc,en,es,de,fr,mauvais,bueno,"The opposite of ""bueno"" is """,malo,0,0,6,6,16.0,16.0,0.0,-10.5,-10.5,0.0,2.0
qwen3-4b,0,freq,desc,en,es,de,ja,悪い,bueno,"The opposite of ""bueno"" is """,malo,0,0,526,510,7.9375,8.0,0.0625,-18.5625,-18.5,0.0625,2.0
qwen3-4b,0,freq,desc,en,es,de,ko,나쁜,bueno,"The opposite of ""bueno"" is """,malo,0,0,9688,9589,2.15625,2.171875,0.015625,-24.34375,-24.328125,0.015625,2.0
qwen3-4b,0,freq,desc,en,es,de,zh,坏,bueno,"The opposite of ""bueno"" is """,malo,0,0,2990,2887,4.625,4.6875,0.0625,-21.875,-21.8125,0.0625,2.0
qwen3-4b,0,freq,val,en,es,de,de,schlecht,bueno,"The opposite of ""bueno"" is """,malo,0,1,3764,5217,4.125,7.78125,3.65625,-22.375,-9.71875,12.65625,2.0
qwen3-4b,0,freq,val,en,es,de,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,1,19,4,14.0625,17.0,2.9375,-12.4375,-0.5,11.9375,2.0
qwen3-4b,0,freq,val,en,es,de,es,malo,bueno,"The opposite of ""bueno"" is """,malo,0,1,0,1,26.5,17.5,-9.0,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,val,en,es,de,fr,mauvais,bueno,"The opposite of ""bueno"" is """,malo,0,1,6,118,16.0,12.5625,-3.4375,-10.5,-4.9375,5.5625,2.0
qwen3-4b,0,freq,val,en,es,de,ja,悪い,bueno,"The opposite of ""bueno"" is """,malo,0,1,526,58,7.9375,13.75,5.8125,-18.5625,-3.75,14.8125,2.0
qwen3-4b,0,freq,val,en,es,de,ko,나쁜,bueno,"The opposite of ""bueno"" is """,malo,0,1,9688,41579,2.15625,4.65625,2.5,-24.34375,-12.84375,11.5,2.0
qwen3-4b,0,freq,val,en,es,de,zh,坏,bueno,"The opposite of ""bueno"" is """,malo,0,1,2990,372,4.625,11.1875,6.5625,-21.875,-6.3125,15.5625,2.0
qwen3-4b,0,freq,freq,en,es,de,de,schlecht,bueno,"The opposite of ""bueno"" is """,malo,0,0,3764,3903,4.125,4.0625,-0.0625,-22.375,-22.4375,-0.0625,2.0
qwen3-4b,0,freq,freq,en,es,de,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,0,19,19,14.0625,14.0625,0.0,-12.4375,-12.4375,0.0,2.0
qwen3-4b,0,freq,freq,en,es,de,es,malo,bueno,"The opposite of ""bueno"" is """,malo,0,0,0,0,26.5,26.5,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,freq,en,es,de,fr,mauvais,bueno,"The opposite of ""bueno"" is """,malo,0,0,6,6,16.0,16.0,0.0,-10.5,-10.5,0.0,2.0
qwen3-4b,0,freq,freq,en,es,de,ja,悪い,bueno,"The opposite of ""bueno"" is """,malo,0,0,526,510,7.9375,8.0,0.0625,-18.5625,-18.5,0.0625,2.0
qwen3-4b,0,freq,freq,en,es,de,ko,나쁜,bueno,"The opposite of ""bueno"" is """,malo,0,0,9688,9589,2.15625,2.171875,0.015625,-24.34375,-24.328125,0.015625,2.0
qwen3-4b,0,freq,freq,en,es,de,zh,坏,bueno,"The opposite of ""bueno"" is """,malo,0,0,2990,2887,4.625,4.6875,0.0625,-21.875,-21.8125,0.0625,2.0
qwen3-4b,0,desc,desc,en,es,en,de,schlecht,bueno,"The opposite of ""bueno"" is """,malo,0,76,3764,21062,4.125,nan,nan,-22.375,nan,nan,2.0
qwen3-4b,0,desc,desc,en,es,en,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,76,19,13855,14.0625,nan,nan,-12.4375,nan,nan,2.0
qwen3-4b,0,desc,desc,en,es,en,es,malo,bueno,"The opposite of ""bueno"" is """,malo,0,76,0,76,26.5,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,desc,desc,en,es,en,fr,mauvais,bueno,"The opposite of ""bueno"" is """,malo,0,76,6,1728,16.0,nan,nan,-10.5,nan,nan,2.0
qwen3-4b,0,desc,desc,en,es,en,ja,悪い,bueno,"The opposite of ""bueno"" is """,malo,0,76,526,132430,7.9375,nan,nan,-18.5625,nan,nan,2.0
qwen3-4b,0,desc,desc,en,es,en,ko,나쁜,bueno,"The opposite of ""bueno"" is """,malo,0,76,9688,60315,2.15625,nan,nan,-24.34375,nan,nan,2.0
qwen3-4b,0,desc,desc,en,es,en,zh,坏,bueno,"The opposite of ""bueno"" is """,malo,0,76,2990,100250,4.625,nan,nan,-21.875,nan,nan,2.0
qwen3-4b,0,desc,val,en,es,en,de,schlecht,bueno,"The opposite of ""bueno"" is """,malo,0,76,3764,21062,4.125,nan,nan,-22.375,nan,nan,2.0
qwen3-4b,0,desc,val,en,es,en,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,76,19,13855,14.0625,nan,nan,-12.4375,nan,nan,2.0
qwen3-4b,0,desc,val,en,es,en,es,malo,bueno,"The opposite of ""bueno"" is """,malo,0,76,0,76,26.5,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,desc,val,en,es,en,fr,mauvais,bueno,"The opposite of ""bueno"" is """,malo,0,76,6,1728,16.0,nan,nan,-10.5,nan,nan,2.0
qwen3-4b,0,desc,val,en,es,en,ja,悪い,bueno,"The opposite of ""bueno"" is """,malo,0,76,526,132430,7.9375,nan,nan,-18.5625,nan,nan,2.0
qwen3-4b,0,desc,val,en,es,en,ko,나쁜,bueno,"The opposite of ""bueno"" is """,malo,0,76,9688,60315,2.15625,nan,nan,-24.34375,nan,nan,2.0
qwen3-4b,0,desc,val,en,es,en,zh,坏,bueno,"The opposite of ""bueno"" is """,malo,0,76,2990,100250,4.625,nan,nan,-21.875,nan,nan,2.0
qwen3-4b,0,desc,freq,en,es,en,de,schlecht,bueno,"The opposite of ""bueno"" is """,malo,0,76,3764,21062,4.125,nan,nan,-22.375,nan,nan,2.0
qwen3-4b,0,desc,freq,en,es,en,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,76,19,13855,14.0625,nan,nan,-12.4375,nan,nan,2.0
qwen3-4b,0,desc,freq,en,es,en,es,malo,bueno,"The opposite of ""bueno"" is """,malo,0,76,0,76,26.5,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,desc,freq,en,es,en,fr,mauvais,bueno,"The opposite of ""bueno"" is """,malo,0,76,6,1728,16.0,nan,nan,-10.5,nan,nan,2.0
qwen3-4b,0,desc,freq,en,es,en,ja,悪い,bueno,"The opposite of ""bueno"" is """,malo,0,76,526,132430,7.9375,nan,nan,-18.5625,nan,nan,2.0
qwen3-4b,0,desc,freq,en,es,en,ko,나쁜,bueno,"The opposite of ""bueno"" is """,malo,0,76,9688,60315,2.15625,nan,nan,-24.34375,nan,nan,2.0
qwen3-4b,0,desc,freq,en,es,en,zh,坏,bueno,"The opposite of ""bueno"" is """,malo,0,76,2990,100250,4.625,nan,nan,-21.875,nan,nan,2.0
qwen3-4b,0,val,desc,en,es,en,de,schlecht,bueno,"The opposite of ""bueno"" is """,malo,0,76,3764,21062,4.125,nan,nan,-22.375,nan,nan,2.0
qwen3-4b,0,val,desc,en,es,en,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,76,19,13855,14.0625,nan,nan,-12.4375,nan,nan,2.0
qwen3-4b,0,val,desc,en,es,en,es,malo,bueno,"The opposite of ""bueno"" is """,malo,0,76,0,76,26.5,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,val,desc,en,es,en,fr,mauvais,bueno,"The opposite of ""bueno"" is """,malo,0,76,6,1728,16.0,nan,nan,-10.5,nan,nan,2.0
qwen3-4b,0,val,desc,en,es,en,ja,悪い,bueno,"The opposite of ""bueno"" is """,malo,0,76,526,132430,7.9375,nan,nan,-18.5625,nan,nan,2.0
qwen3-4b,0,val,desc,en,es,en,ko,나쁜,bueno,"The opposite of ""bueno"" is """,malo,0,76,9688,60315,2.15625,nan,nan,-24.34375,nan,nan,2.0
qwen3-4b,0,val,desc,en,es,en,zh,坏,bueno,"The opposite of ""bueno"" is """,malo,0,76,2990,100250,4.625,nan,nan,-21.875,nan,nan,2.0
qwen3-4b,0,val,val,en,es,en,de,schlecht,bueno,"The opposite of ""bueno"" is """,malo,0,0,3764,2868,4.125,3.453125,-0.671875,-22.375,-21.296875,1.078125,2.0
qwen3-4b,0,val,val,en,es,en,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,0,19,10,14.0625,13.5,-0.5625,-12.4375,-11.25,1.1875,2.0
qwen3-4b,0,val,val,en,es,en,es,malo,bueno,"The opposite of ""bueno"" is """,malo,0,0,0,0,26.5,24.75,-1.75,0.0,0.0,0.0,2.0
qwen3-4b,0,val,val,en,es,en,fr,mauvais,bueno,"The opposite of ""bueno"" is """,malo,0,0,6,5,16.0,14.5,-1.5,-10.5,-10.25,0.25,2.0
qwen3-4b,0,val,val,en,es,en,ja,悪い,bueno,"The opposite of ""bueno"" is """,malo,0,0,526,541,7.9375,6.6875,-1.25,-18.5625,-18.0625,0.5,2.0
qwen3-4b,0,val,val,en,es,en,ko,나쁜,bueno,"The opposite of ""bueno"" is """,malo,0,0,9688,9586,2.15625,0.8125,-1.34375,-24.34375,-23.9375,0.40625,2.0
qwen3-4b,0,val,val,en,es,en,zh,坏,bueno,"The opposite of ""bueno"" is """,malo,0,0,2990,2985,4.625,3.375,-1.25,-21.875,-21.375,0.5,2.0
qwen3-4b,0,val,freq,en,es,en,de,schlecht,bueno,"The opposite of ""bueno"" is """,malo,0,0,3764,2951,4.125,3.15625,-0.96875,-22.375,-21.09375,1.28125,2.0
qwen3-4b,0,val,freq,en,es,en,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,0,19,11,14.0625,13.0,-1.0625,-12.4375,-11.25,1.1875,2.0
qwen3-4b,0,val,freq,en,es,en,es,malo,bueno,"The opposite of ""bueno"" is """,malo,0,0,0,0,26.5,24.25,-2.25,0.0,0.0,0.0,2.0
qwen3-4b,0,val,freq,en,es,en,fr,mauvais,bueno,"The opposite of ""bueno"" is """,malo,0,0,6,5,16.0,14.0625,-1.9375,-10.5,-10.1875,0.3125,2.0
qwen3-4b,0,val,freq,en,es,en,ja,悪い,bueno,"The opposite of ""bueno"" is """,malo,0,0,526,536,7.9375,6.40625,-1.53125,-18.5625,-17.84375,0.71875,2.0
qwen3-4b,0,val,freq,en,es,en,ko,나쁜,bueno,"The opposite of ""bueno"" is """,malo,0,0,9688,8666,2.15625,0.8359375,-1.3203125,-24.34375,-23.4140625,0.9296875,2.0
qwen3-4b,0,val,freq,en,es,en,zh,坏,bueno,"The opposite of ""bueno"" is """,malo,0,0,2990,3035,4.625,3.109375,-1.515625,-21.875,-21.140625,0.734375,2.0
qwen3-4b,0,freq,desc,en,es,en,de,schlecht,bueno,"The opposite of ""bueno"" is """,malo,0,76,3764,21062,4.125,nan,nan,-22.375,nan,nan,2.0
qwen3-4b,0,freq,desc,en,es,en,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,76,19,13855,14.0625,nan,nan,-12.4375,nan,nan,2.0
qwen3-4b,0,freq,desc,en,es,en,es,malo,bueno,"The opposite of ""bueno"" is """,malo,0,76,0,76,26.5,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,freq,desc,en,es,en,fr,mauvais,bueno,"The opposite of ""bueno"" is """,malo,0,76,6,1728,16.0,nan,nan,-10.5,nan,nan,2.0
qwen3-4b,0,freq,desc,en,es,en,ja,悪い,bueno,"The opposite of ""bueno"" is """,malo,0,76,526,132430,7.9375,nan,nan,-18.5625,nan,nan,2.0
qwen3-4b,0,freq,desc,en,es,en,ko,나쁜,bueno,"The opposite of ""bueno"" is """,malo,0,76,9688,60315,2.15625,nan,nan,-24.34375,nan,nan,2.0
qwen3-4b,0,freq,desc,en,es,en,zh,坏,bueno,"The opposite of ""bueno"" is """,malo,0,76,2990,100250,4.625,nan,nan,-21.875,nan,nan,2.0
qwen3-4b,0,freq,val,en,es,en,de,schlecht,bueno,"The opposite of ""bueno"" is """,malo,0,2356,3764,95900,4.125,5.28125,1.15625,-22.375,-4.59375,17.78125,2.0
qwen3-4b,0,freq,val,en,es,en,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,2356,19,56,14.0625,14.25,0.1875,-12.4375,4.375,16.8125,2.0
qwen3-4b,0,freq,val,en,es,en,es,malo,bueno,"The opposite of ""bueno"" is """,malo,0,2356,0,2356,26.5,9.875,-16.625,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,val,en,es,en,fr,mauvais,bueno,"The opposite of ""bueno"" is """,malo,0,2356,6,2370,16.0,9.875,-6.125,-10.5,0.0,10.5,2.0
qwen3-4b,0,freq,val,en,es,en,ja,悪い,bueno,"The opposite of ""bueno"" is """,malo,0,2356,526,26,7.9375,15.25,7.3125,-18.5625,5.375,23.9375,2.0
qwen3-4b,0,freq,val,en,es,en,ko,나쁜,bueno,"The opposite of ""bueno"" is """,malo,0,2356,9688,8985,2.15625,8.625,6.46875,-24.34375,-1.25,23.09375,2.0
qwen3-4b,0,freq,val,en,es,en,zh,坏,bueno,"The opposite of ""bueno"" is """,malo,0,2356,2990,54,4.625,14.3125,9.6875,-21.875,4.4375,26.3125,2.0
qwen3-4b,0,freq,freq,en,es,en,de,schlecht,bueno,"The opposite of ""bueno"" is """,malo,0,0,3764,3727,4.125,4.15625,0.03125,-22.375,-22.34375,0.03125,2.0
qwen3-4b,0,freq,freq,en,es,en,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,0,19,19,14.0625,14.125,0.0625,-12.4375,-12.375,0.0625,2.0
qwen3-4b,0,freq,freq,en,es,en,es,malo,bueno,"The opposite of ""bueno"" is """,malo,0,0,0,0,26.5,26.5,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,freq,en,es,en,fr,mauvais,bueno,"The opposite of ""bueno"" is """,malo,0,0,6,7,16.0,16.0,0.0,-10.5,-10.5,0.0,2.0
qwen3-4b,0,freq,freq,en,es,en,ja,悪い,bueno,"The opposite of ""bueno"" is """,malo,0,0,526,527,7.9375,7.9375,0.0,-18.5625,-18.5625,0.0,2.0
qwen3-4b,0,freq,freq,en,es,en,ko,나쁜,bueno,"The opposite of ""bueno"" is """,malo,0,0,9688,9806,2.15625,2.125,-0.03125,-24.34375,-24.375,-0.03125,2.0
qwen3-4b,0,freq,freq,en,es,en,zh,坏,bueno,"The opposite of ""bueno"" is """,malo,0,0,2990,2888,4.625,4.6875,0.0625,-21.875,-21.8125,0.0625,2.0
qwen3-4b,0,desc,desc,en,es,es,de,schlecht,bueno,"The opposite of ""bueno"" is """,malo,0,0,3764,2733,4.125,5.03125,0.90625,-22.375,-21.96875,0.40625,2.0
qwen3-4b,0,desc,desc,en,es,es,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,0,19,24,14.0625,13.6875,-0.375,-12.4375,-13.3125,-0.875,2.0
qwen3-4b,0,desc,desc,en,es,es,es,malo,bueno,"The opposite of ""bueno"" is """,malo,0,0,0,0,26.5,27.0,0.5,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,desc,en,es,es,fr,mauvais,bueno,"The opposite of ""bueno"" is """,malo,0,0,6,6,16.0,17.25,1.25,-10.5,-9.75,0.75,2.0
qwen3-4b,0,desc,desc,en,es,es,ja,悪い,bueno,"The opposite of ""bueno"" is """,malo,0,0,526,930,7.9375,7.1875,-0.75,-18.5625,-19.8125,-1.25,2.0
qwen3-4b,0,desc,desc,en,es,es,ko,나쁜,bueno,"The opposite of ""bueno"" is """,malo,0,0,9688,5596,2.15625,3.515625,1.359375,-24.34375,-23.484375,0.859375,2.0
qwen3-4b,0,desc,desc,en,es,es,zh,坏,bueno,"The opposite of ""bueno"" is """,malo,0,0,2990,7562,4.625,2.859375,-1.765625,-21.875,-24.140625,-2.265625,2.0
qwen3-4b,0,desc,val,en,es,es,de,schlecht,bueno,"The opposite of ""bueno"" is """,malo,0,1,3764,17367,4.125,6.4375,2.3125,-22.375,-9.25,13.125,2.0
qwen3-4b,0,desc,val,en,es,es,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,1,19,11,14.0625,14.875,0.8125,-12.4375,-0.8125,11.625,2.0
qwen3-4b,0,desc,val,en,es,es,es,malo,bueno,"The opposite of ""bueno"" is """,malo,0,1,0,1,26.5,15.6875,-10.8125,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,val,en,es,es,fr,mauvais,bueno,"The opposite of ""bueno"" is """,malo,0,1,6,240,16.0,11.1875,-4.8125,-10.5,-4.5,6.0,2.0
qwen3-4b,0,desc,val,en,es,es,ja,悪い,bueno,"The opposite of ""bueno"" is """,malo,0,1,526,71,7.9375,12.6875,4.75,-18.5625,-3.0,15.5625,2.0
qwen3-4b,0,desc,val,en,es,es,ko,나쁜,bueno,"The opposite of ""bueno"" is """,malo,0,1,9688,56998,2.15625,4.6875,2.53125,-24.34375,-11.0,13.34375,2.0
qwen3-4b,0,desc,val,en,es,es,zh,坏,bueno,"The opposite of ""bueno"" is """,malo,0,1,2990,723,4.625,10.125,5.5,-21.875,-5.5625,16.3125,2.0
qwen3-4b,0,desc,freq,en,es,es,de,schlecht,bueno,"The opposite of ""bueno"" is """,malo,0,0,3764,8039,4.125,3.625,-0.5,-22.375,-22.5,-0.125,2.0
qwen3-4b,0,desc,freq,en,es,es,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,0,19,41,14.0625,13.375,-0.6875,-12.4375,-12.75,-0.3125,2.0
qwen3-4b,0,desc,freq,en,es,es,es,malo,bueno,"The opposite of ""bueno"" is """,malo,0,0,0,0,26.5,26.125,-0.375,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,freq,en,es,es,fr,mauvais,bueno,"The opposite of ""bueno"" is """,malo,0,0,6,6,16.0,16.5,0.5,-10.5,-9.625,0.875,2.0
qwen3-4b,0,desc,freq,en,es,es,ja,悪い,bueno,"The opposite of ""bueno"" is """,malo,0,0,526,445,7.9375,9.0,1.0625,-18.5625,-17.125,1.4375,2.0
qwen3-4b,0,desc,freq,en,es,es,ko,나쁜,bueno,"The opposite of ""bueno"" is """,malo,0,0,9688,5583,2.15625,4.375,2.21875,-24.34375,-21.75,2.59375,2.0
qwen3-4b,0,desc,freq,en,es,es,zh,坏,bueno,"The opposite of ""bueno"" is """,malo,0,0,2990,8628,4.625,3.484375,-1.140625,-21.875,-22.640625,-0.765625,2.0
qwen3-4b,0,val,desc,en,es,es,de,schlecht,bueno,"The opposite of ""bueno"" is """,malo,0,0,3764,2815,4.125,3.203125,-0.921875,-22.375,-21.171875,1.203125,2.0
qwen3-4b,0,val,desc,en,es,es,en,bad,bueno,"The opposite of ""bueno"" is """,malo,0,0,19,10,14.0625,13.375,-0.6875,-12.4375,-11.0,1.4375,2.0
