model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,adjective,prompt,tracked_target,baseline_adj_rank,combined_adj_rank,baseline_target_logit,combined_target_logit,delta_combined_logit
gemma-2-2b,8,desc,desc,ko,de,wahr,"""wahr""의 반대말은 """,falsch,0,0,22.0,22.125,0.125
gemma-2-2b,8,desc,val,ko,de,wahr,"""wahr""의 반대말은 """,falsch,0,0,22.0,21.0,-1.0
gemma-2-2b,8,desc,freq,ko,de,wahr,"""wahr""의 반대말은 """,falsch,0,0,22.0,19.625,-2.375
gemma-2-2b,8,val,desc,ko,de,wahr,"""wahr""의 반대말은 """,falsch,0,0,22.0,21.75,-0.25
gemma-2-2b,8,val,val,ko,de,wahr,"""wahr""의 반대말은 """,falsch,0,0,22.0,23.125,1.125
gemma-2-2b,8,val,freq,ko,de,wahr,"""wahr""의 반대말은 """,falsch,0,1,22.0,20.0,-2.0
gemma-2-2b,8,freq,desc,ko,de,wahr,"""wahr""의 반대말은 """,falsch,0,0,22.0,21.875,-0.125
gemma-2-2b,8,freq,val,ko,de,wahr,"""wahr""의 반대말은 """,falsch,0,0,22.0,21.25,-0.75
gemma-2-2b,8,freq,freq,ko,de,wahr,"""wahr""의 반대말은 """,falsch,0,0,22.0,22.125,0.125
gemma-2-2b,9,desc,desc,ko,de,lebendig,"""lebendig""의 반대말은 """,tot,197,1543,16.375,13.3125,-3.0625
gemma-2-2b,9,desc,val,ko,de,lebendig,"""lebendig""의 반대말은 """,tot,197,1387,16.375,12.5,-3.875
gemma-2-2b,9,desc,freq,ko,de,lebendig,"""lebendig""의 반대말은 """,tot,197,15917,16.375,8.3125,-8.0625
gemma-2-2b,9,val,desc,ko,de,lebendig,"""lebendig""의 반대말은 """,tot,197,34,16.375,19.5,3.125
gemma-2-2b,9,val,val,ko,de,lebendig,"""lebendig""의 반대말은 """,tot,197,1625,16.375,14.125,-2.25
gemma-2-2b,9,val,freq,ko,de,lebendig,"""lebendig""의 반대말은 """,tot,197,1116,16.375,13.625,-2.75
gemma-2-2b,9,freq,desc,ko,de,lebendig,"""lebendig""의 반대말은 """,tot,197,5183,16.375,11.5625,-4.8125
gemma-2-2b,9,freq,val,ko,de,lebendig,"""lebendig""의 반대말은 """,tot,197,5916,16.375,9.6875,-6.6875
gemma-2-2b,9,freq,freq,ko,de,lebendig,"""lebendig""의 반대말은 """,tot,197,5517,16.375,11.5625,-4.8125
gemma-2-2b,10,desc,desc,ko,de,voll,"""voll""의 반대말은 """,leer,3,97,21.25,18.125,-3.125
gemma-2-2b,10,desc,val,ko,de,voll,"""voll""의 반대말은 """,leer,3,43,21.25,17.875,-3.375
gemma-2-2b,10,desc,freq,ko,de,voll,"""voll""의 반대말은 """,leer,3,224,21.25,15.125,-6.125
gemma-2-2b,10,val,desc,ko,de,voll,"""voll""의 반대말은 """,leer,3,4,21.25,21.5,0.25
gemma-2-2b,10,val,val,ko,de,voll,"""voll""의 반대말은 """,leer,3,49,21.25,19.75,-1.5
gemma-2-2b,10,val,freq,ko,de,voll,"""voll""의 반대말은 """,leer,3,87,21.25,16.625,-4.625
gemma-2-2b,10,freq,desc,ko,de,voll,"""voll""의 반대말은 """,leer,3,106,21.25,18.125,-3.125
gemma-2-2b,10,freq,val,ko,de,voll,"""voll""의 반대말은 """,leer,3,64,21.25,17.5,-3.75
gemma-2-2b,10,freq,freq,ko,de,voll,"""voll""의 반대말은 """,leer,3,117,21.25,18.125,-3.125
gemma-2-2b,11,desc,desc,ko,de,hell,"""hell""의 반대말은 """,dunkel,82248,82248,3.984375,3.984375,0.0
gemma-2-2b,11,desc,val,ko,de,hell,"""hell""의 반대말은 """,dunkel,82248,51739,3.984375,4.34375,0.359375
gemma-2-2b,11,desc,freq,ko,de,hell,"""hell""의 반대말은 """,dunkel,82248,142473,3.984375,-0.98828125,-4.97265625
gemma-2-2b,11,val,desc,ko,de,hell,"""hell""의 반대말은 """,dunkel,82248,18510,3.984375,8.25,4.265625
gemma-2-2b,11,val,val,ko,de,hell,"""hell""의 반대말은 """,dunkel,82248,49693,3.984375,6.375,2.390625
gemma-2-2b,11,val,freq,ko,de,hell,"""hell""의 반대말은 """,dunkel,82248,69028,3.984375,3.421875,-0.5625
gemma-2-2b,11,freq,desc,ko,de,hell,"""hell""의 반대말은 """,dunkel,82248,102710,3.984375,3.46875,-0.515625
gemma-2-2b,11,freq,val,ko,de,hell,"""hell""의 반대말은 """,dunkel,82248,104482,3.984375,1.40625,-2.578125
gemma-2-2b,11,freq,freq,ko,de,hell,"""hell""의 반대말은 """,dunkel,82248,113450,3.984375,3.09375,-0.890625
gemma-2-2b,12,desc,desc,ko,de,stark,"""stark""의 반대말은 """,schwach,449,743,18.125,17.375,-0.75
gemma-2-2b,12,desc,val,ko,de,stark,"""stark""의 반대말은 """,schwach,449,1017,18.125,15.5625,-2.5625
gemma-2-2b,12,desc,freq,ko,de,stark,"""stark""의 반대말은 """,schwach,449,608,18.125,16.125,-2.0
gemma-2-2b,12,val,desc,ko,de,stark,"""stark""의 반대말은 """,schwach,449,10,18.125,21.5,3.375
gemma-2-2b,12,val,val,ko,de,stark,"""stark""의 반대말은 """,schwach,449,890,18.125,17.5,-0.625
gemma-2-2b,12,val,freq,ko,de,stark,"""stark""의 반대말은 """,schwach,449,8,18.125,20.25,2.125
gemma-2-2b,12,freq,desc,ko,de,stark,"""stark""의 반대말은 """,schwach,449,1058,18.125,16.875,-1.25
gemma-2-2b,12,freq,val,ko,de,stark,"""stark""의 반대말은 """,schwach,449,1105,18.125,15.125,-3.0
gemma-2-2b,12,freq,freq,ko,de,stark,"""stark""의 반대말은 """,schwach,449,1094,18.125,16.875,-1.25
gemma-2-2b,13,desc,desc,ko,de,sauber,"""sauber""의 반대말은 """,schmutzig,355,1357,14.125,12.0625,-2.0625
gemma-2-2b,13,desc,val,ko,de,sauber,"""sauber""의 반대말은 """,schmutzig,355,2141,14.125,10.3125,-3.8125
gemma-2-2b,13,desc,freq,ko,de,sauber,"""sauber""의 반대말은 """,schmutzig,355,1252,14.125,11.4375,-2.6875
gemma-2-2b,13,val,desc,ko,de,sauber,"""sauber""의 반대말은 """,schmutzig,355,3,14.125,20.75,6.625
gemma-2-2b,13,val,val,ko,de,sauber,"""sauber""의 반대말은 """,schmutzig,355,1523,14.125,12.625,-1.5
gemma-2-2b,13,val,freq,ko,de,sauber,"""sauber""의 반대말은 """,schmutzig,355,21,14.125,18.0,3.875
gemma-2-2b,13,freq,desc,ko,de,sauber,"""sauber""의 반대말은 """,schmutzig,355,1569,14.125,11.8125,-2.3125
gemma-2-2b,13,freq,val,ko,de,sauber,"""sauber""의 반대말은 """,schmutzig,355,2245,14.125,9.625,-4.5
gemma-2-2b,13,freq,freq,ko,de,sauber,"""sauber""의 반대말은 """,schmutzig,355,1880,14.125,11.625,-2.5
gemma-2-2b,14,desc,desc,ko,de,offen,"""offen""의 반대말은 """,geschlossen,11,242,19.0,15.8125,-3.1875
gemma-2-2b,14,desc,val,ko,de,offen,"""offen""의 반대말은 """,geschlossen,11,263,19.0,14.6875,-4.3125
gemma-2-2b,14,desc,freq,ko,de,offen,"""offen""의 반대말은 """,geschlossen,11,183,19.0,14.125,-4.875
gemma-2-2b,14,val,desc,ko,de,offen,"""offen""의 반대말은 """,geschlossen,11,18,19.0,20.0,1.0
gemma-2-2b,14,val,val,ko,de,offen,"""offen""의 반대말은 """,geschlossen,11,283,19.0,16.25,-2.75
gemma-2-2b,14,val,freq,ko,de,offen,"""offen""의 반대말은 """,geschlossen,11,32,19.0,17.75,-1.25
gemma-2-2b,14,freq,desc,ko,de,offen,"""offen""의 반대말은 """,geschlossen,11,290,19.0,15.6875,-3.3125
gemma-2-2b,14,freq,val,ko,de,offen,"""offen""의 반대말은 """,geschlossen,11,230,19.0,14.4375,-4.5625
gemma-2-2b,14,freq,freq,ko,de,offen,"""offen""의 반대말은 """,geschlossen,11,313,19.0,15.5625,-3.4375
gemma-2-2b,15,desc,desc,ko,de,reich,"""reich""의 반대말은 """,arm,95,484,17.75,15.5625,-2.1875
gemma-2-2b,15,desc,val,ko,de,reich,"""reich""의 반대말은 """,arm,95,678,17.75,14.0625,-3.6875
gemma-2-2b,15,desc,freq,ko,de,reich,"""reich""의 반대말은 """,arm,95,331,17.75,14.6875,-3.0625
gemma-2-2b,15,val,desc,ko,de,reich,"""reich""의 반대말은 """,arm,95,9,17.75,21.0,3.25
gemma-2-2b,15,val,val,ko,de,reich,"""reich""의 반대말은 """,arm,95,452,17.75,16.5,-1.25
gemma-2-2b,15,val,freq,ko,de,reich,"""reich""의 반대말은 """,arm,95,15,17.75,18.75,1.0
gemma-2-2b,15,freq,desc,ko,de,reich,"""reich""의 반대말은 """,arm,95,1281,17.75,14.25,-3.5
gemma-2-2b,15,freq,val,ko,de,reich,"""reich""의 반대말은 """,arm,95,1690,17.75,12.1875,-5.5625
gemma-2-2b,15,freq,freq,ko,de,reich,"""reich""의 반대말은 """,arm,95,1170,17.75,14.4375,-3.3125
gemma-2-2b,16,desc,desc,ko,de,schön,"""schön""의 반대말은 """,hässlich,1,15,19.875,18.375,-1.5
gemma-2-2b,16,desc,val,ko,de,schön,"""schön""의 반대말은 """,hässlich,1,22,19.875,16.75,-3.125
gemma-2-2b,16,desc,freq,ko,de,schön,"""schön""의 반대말은 """,hässlich,1,87,19.875,15.375,-4.5
gemma-2-2b,16,val,desc,ko,de,schön,"""schön""의 반대말은 """,hässlich,1,5,19.875,19.125,-0.75
gemma-2-2b,16,val,val,ko,de,schön,"""schön""의 반대말은 """,hässlich,1,30,19.875,18.375,-1.5
gemma-2-2b,16,val,freq,ko,de,schön,"""schön""의 반대말은 """,hässlich,1,25,19.875,16.5,-3.375
gemma-2-2b,16,freq,desc,ko,de,schön,"""schön""의 반대말은 """,hässlich,1,28,19.875,18.0,-1.875
gemma-2-2b,16,freq,val,ko,de,schön,"""schön""의 반대말은 """,hässlich,1,37,19.875,16.0,-3.875
gemma-2-2b,16,freq,freq,ko,de,schön,"""schön""의 반대말은 """,hässlich,1,32,19.875,17.875,-2.0
gemma-2-2b,17,desc,desc,ko,de,lang,"""lang""의 반대말은 """,kurz,3820,3820,14.4375,14.4375,0.0
gemma-2-2b,17,desc,val,ko,de,lang,"""lang""의 반대말은 """,kurz,3820,8148,14.4375,12.0,-2.4375
gemma-2-2b,17,desc,freq,ko,de,lang,"""lang""의 반대말은 """,kurz,3820,9858,14.4375,11.5,-2.9375
gemma-2-2b,17,val,desc,ko,de,lang,"""lang""의 반대말은 """,kurz,3820,524,14.4375,17.5,3.0625
gemma-2-2b,17,val,val,ko,de,lang,"""lang""의 반대말은 """,kurz,3820,5867,14.4375,14.75,0.3125
gemma-2-2b,17,val,freq,ko,de,lang,"""lang""의 반대말은 """,kurz,3820,2785,14.4375,12.9375,-1.5
gemma-2-2b,17,freq,desc,ko,de,lang,"""lang""의 반대말은 """,kurz,3820,5159,14.4375,14.25,-0.1875
gemma-2-2b,17,freq,val,ko,de,lang,"""lang""의 반대말은 """,kurz,3820,10575,14.4375,11.0625,-3.375
gemma-2-2b,17,freq,freq,ko,de,lang,"""lang""의 반대말은 """,kurz,3820,6488,14.4375,13.9375,-0.5
gemma-2-2b,18,desc,desc,ko,de,breit,"""breit""의 반대말은 """,eng,9,75,19.625,18.25,-1.375
gemma-2-2b,18,desc,val,ko,de,breit,"""breit""의 반대말은 """,eng,9,146,19.625,16.75,-2.875
gemma-2-2b,18,desc,freq,ko,de,breit,"""breit""의 반대말은 """,eng,9,43,19.625,17.5,-2.125
gemma-2-2b,18,val,desc,ko,de,breit,"""breit""의 반대말은 """,eng,9,5,19.625,21.125,1.5
gemma-2-2b,18,val,val,ko,de,breit,"""breit""의 반대말은 """,eng,9,57,19.625,19.5,-0.125
gemma-2-2b,18,val,freq,ko,de,breit,"""breit""의 반대말은 """,eng,9,2,19.625,19.75,0.125
gemma-2-2b,18,freq,desc,ko,de,breit,"""breit""의 반대말은 """,eng,9,148,19.625,17.75,-1.875
gemma-2-2b,18,freq,val,ko,de,breit,"""breit""의 반대말은 """,eng,9,184,19.625,16.375,-3.25
gemma-2-2b,18,freq,freq,ko,de,breit,"""breit""의 반대말은 """,eng,9,136,19.625,17.875,-1.75
gemma-2-2b,19,desc,desc,ko,de,hart,"""hart""의 반대말은 """,weich,168,168,19.5,19.5,0.0
gemma-2-2b,19,desc,val,ko,de,hart,"""hart""의 반대말은 """,weich,168,243,19.5,17.875,-1.625
gemma-2-2b,19,desc,freq,ko,de,hart,"""hart""의 반대말은 """,weich,168,225,19.5,17.5,-2.0
gemma-2-2b,19,val,desc,ko,de,hart,"""hart""의 반대말은 """,weich,168,15,19.5,21.75,2.25
gemma-2-2b,19,val,val,ko,de,hart,"""hart""의 반대말은 """,weich,168,391,19.5,19.125,-0.375
gemma-2-2b,19,val,freq,ko,de,hart,"""hart""의 반대말은 """,weich,168,33,19.5,19.75,0.25
gemma-2-2b,19,freq,desc,ko,de,hart,"""hart""의 반대말은 """,weich,168,108,19.5,19.875,0.375
gemma-2-2b,19,freq,val,ko,de,hart,"""hart""의 반대말은 """,weich,168,113,19.5,18.375,-1.125
gemma-2-2b,19,freq,freq,ko,de,hart,"""hart""의 반대말은 """,weich,168,97,19.5,20.0,0.5
gemma-2-2b,20,desc,desc,ko,de,trocken,"""trocken""의 반대말은 """,nass,13348,105569,7.28125,2.5,-4.78125
gemma-2-2b,20,desc,val,ko,de,trocken,"""trocken""의 반대말은 """,nass,13348,60911,7.28125,3.46875,-3.8125
gemma-2-2b,20,desc,freq,ko,de,trocken,"""trocken""의 반대말은 """,nass,13348,33960,7.28125,3.734375,-3.546875
gemma-2-2b,20,val,desc,ko,de,trocken,"""trocken""의 반대말은 """,nass,13348,974,7.28125,13.0,5.71875
gemma-2-2b,20,val,val,ko,de,trocken,"""trocken""의 반대말은 """,nass,13348,96668,7.28125,3.84375,-3.4375
gemma-2-2b,20,val,freq,ko,de,trocken,"""trocken""의 반대말은 """,nass,13348,3298,7.28125,9.875,2.59375
gemma-2-2b,20,freq,desc,ko,de,trocken,"""trocken""의 반대말은 """,nass,13348,153289,7.28125,0.46875,-6.8125
gemma-2-2b,20,freq,val,ko,de,trocken,"""trocken""의 반대말은 """,nass,13348,137675,7.28125,-0.486328125,-7.767578125
gemma-2-2b,20,freq,freq,ko,de,trocken,"""trocken""의 반대말은 """,nass,13348,151848,7.28125,0.609375,-6.671875
gemma-2-2b,21,desc,desc,ko,de,laut,"""laut""의 반대말은 """,leise,4,41,21.25,19.625,-1.625
gemma-2-2b,21,desc,val,ko,de,laut,"""laut""의 반대말은 """,leise,4,30,21.25,18.75,-2.5
gemma-2-2b,21,desc,freq,ko,de,laut,"""laut""의 반대말은 """,leise,4,124,21.25,17.125,-4.125
gemma-2-2b,21,val,desc,ko,de,laut,"""laut""의 반대말은 """,leise,4,0,21.25,22.375,1.125
gemma-2-2b,21,val,val,ko,de,laut,"""laut""의 반대말은 """,leise,4,24,21.25,20.75,-0.5
gemma-2-2b,21,val,freq,ko,de,laut,"""laut""의 반대말은 """,leise,4,4,21.25,20.25,-1.0
gemma-2-2b,21,freq,desc,ko,de,laut,"""laut""의 반대말은 """,leise,4,29,21.25,20.125,-1.125
gemma-2-2b,21,freq,val,ko,de,laut,"""laut""의 반대말은 """,leise,4,32,21.25,18.875,-2.375
gemma-2-2b,21,freq,freq,ko,de,laut,"""laut""의 반대말은 """,leise,4,33,21.25,20.0,-1.25
gemma-2-2b,22,desc,desc,ko,de,früh,"""früh""의 반대말은 """,spät,2,15,20.75,18.5,-2.25
gemma-2-2b,22,desc,val,ko,de,früh,"""früh""의 반대말은 """,spät,2,23,20.75,16.875,-3.875
gemma-2-2b,22,desc,freq,ko,de,früh,"""früh""의 반대말은 """,spät,2,6,20.75,17.75,-3.0
gemma-2-2b,22,val,desc,ko,de,früh,"""früh""의 반대말은 """,spät,2,4,20.75,20.375,-0.375
gemma-2-2b,22,val,val,ko,de,früh,"""früh""의 반대말은 """,spät,2,11,20.75,19.875,-0.875
gemma-2-2b,22,val,freq,ko,de,früh,"""früh""의 반대말은 """,spät,2,8,20.75,18.0,-2.75
gemma-2-2b,22,freq,desc,ko,de,früh,"""früh""의 반대말은 """,spät,2,46,20.75,18.125,-2.625
gemma-2-2b,22,freq,val,ko,de,früh,"""früh""의 반대말은 """,spät,2,68,20.75,16.125,-4.625
gemma-2-2b,22,freq,freq,ko,de,früh,"""früh""의 반대말은 """,spät,2,50,20.75,18.125,-2.625
gemma-2-2b,23,desc,desc,ko,de,nah,"""nah""의 반대말은 """,weit,4522,4522,12.5,12.5,0.0
gemma-2-2b,23,desc,val,ko,de,nah,"""nah""의 반대말은 """,weit,4522,5921,12.5,11.0,-1.5
gemma-2-2b,23,desc,freq,ko,de,nah,"""nah""의 반대말은 """,weit,4522,16079,12.5,8.8125,-3.6875
gemma-2-2b,23,val,desc,ko,de,nah,"""nah""의 반대말은 """,weit,4522,1646,12.5,15.0,2.5
gemma-2-2b,23,val,val,ko,de,nah,"""nah""의 반대말은 """,weit,4522,6220,12.5,12.75,0.25
gemma-2-2b,23,val,freq,ko,de,nah,"""nah""의 반대말은 """,weit,4522,5189,12.5,10.25,-2.25
gemma-2-2b,23,freq,desc,ko,de,nah,"""nah""의 반대말은 """,weit,4522,4320,12.5,12.875,0.375
gemma-2-2b,23,freq,val,ko,de,nah,"""nah""의 반대말은 """,weit,4522,7081,12.5,10.3125,-2.1875
gemma-2-2b,23,freq,freq,ko,de,nah,"""nah""의 반대말은 """,weit,4522,6205,12.5,12.25,-0.25
gemma-2-2b,24,desc,desc,ko,de,tief,"""tief""의 반대말은 """,flach,499,827,14.5,13.875,-0.625
gemma-2-2b,24,desc,val,ko,de,tief,"""tief""의 반대말은 """,flach,499,1735,14.5,12.0,-2.5
gemma-2-2b,24,desc,freq,ko,de,tief,"""tief""의 반대말은 """,flach,499,8932,14.5,8.9375,-5.5625
gemma-2-2b,24,val,desc,ko,de,tief,"""tief""의 반대말은 """,flach,499,153,14.5,16.75,2.25
gemma-2-2b,24,val,val,ko,de,tief,"""tief""의 반대말은 """,flach,499,657,14.5,15.25,0.75
gemma-2-2b,24,val,freq,ko,de,tief,"""tief""의 반대말은 """,flach,499,1586,14.5,12.6875,-1.8125
gemma-2-2b,24,freq,desc,ko,de,tief,"""tief""의 반대말은 """,flach,499,1045,14.5,13.625,-0.875
gemma-2-2b,24,freq,val,ko,de,tief,"""tief""의 반대말은 """,flach,499,2478,14.5,11.0625,-3.4375
gemma-2-2b,24,freq,freq,ko,de,tief,"""tief""의 반대말은 """,flach,499,1439,14.5,13.375,-1.125
gemma-2-2b,25,desc,desc,ko,de,schlecht,"""schlecht""의 반대말은 """,gut,221,869,16.125,13.9375,-2.1875
