model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
gemma-2-2b,0,desc,freq,es,fr,de,es,malo,bon,"Lo opuesto de ""bon"" es """,mauvais,2,3,1,5,21.375,15.5625,-5.8125,0.5,-0.5625,-1.0625,2.0
gemma-2-2b,0,desc,freq,es,fr,de,fr,mauvais,bon,"Lo opuesto de ""bon"" es """,mauvais,2,3,2,3,20.875,16.125,-4.75,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,freq,es,fr,de,ja,悪い,bon,"Lo opuesto de ""bon"" es """,mauvais,2,3,6667,15801,8.1875,3.640625,-4.546875,-12.6875,-12.484375,0.203125,2.0
gemma-2-2b,0,desc,freq,es,fr,de,ko,나쁜,bon,"Lo opuesto de ""bon"" es """,mauvais,2,3,13943,16854,6.625,3.5,-3.125,-14.25,-12.625,1.625,2.0
gemma-2-2b,0,desc,freq,es,fr,de,zh,坏,bon,"Lo opuesto de ""bon"" es """,mauvais,2,3,2006,6494,10.75,5.53125,-5.21875,-10.125,-10.59375,-0.46875,2.0
gemma-2-2b,0,val,desc,es,fr,de,de,schlecht,bon,"Lo opuesto de ""bon"" es """,mauvais,2,107,211,1,14.3125,20.5,6.1875,-6.5625,4.6875,11.25,2.0
gemma-2-2b,0,val,desc,es,fr,de,en,bad,bon,"Lo opuesto de ""bon"" es """,mauvais,2,107,4,28,19.375,17.5,-1.875,-1.5,1.6875,3.1875,2.0
gemma-2-2b,0,val,desc,es,fr,de,es,malo,bon,"Lo opuesto de ""bon"" es """,mauvais,2,107,1,14471,21.375,7.75,-13.625,0.5,-8.0625,-8.5625,2.0
gemma-2-2b,0,val,desc,es,fr,de,fr,mauvais,bon,"Lo opuesto de ""bon"" es """,mauvais,2,107,2,107,20.875,15.8125,-5.0625,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,desc,es,fr,de,ja,悪い,bon,"Lo opuesto de ""bon"" es """,mauvais,2,107,6667,12204,8.1875,8.0625,-0.125,-12.6875,-7.75,4.9375,2.0
gemma-2-2b,0,val,desc,es,fr,de,ko,나쁜,bon,"Lo opuesto de ""bon"" es """,mauvais,2,107,13943,22306,6.625,6.8125,0.1875,-14.25,-9.0,5.25,2.0
gemma-2-2b,0,val,desc,es,fr,de,zh,坏,bon,"Lo opuesto de ""bon"" es """,mauvais,2,107,2006,2287,10.75,11.3125,0.5625,-10.125,-4.5,5.625,2.0
gemma-2-2b,0,val,val,es,fr,de,de,schlecht,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,211,253,14.3125,14.875,0.5625,-6.5625,-6.875,-0.3125,2.0
gemma-2-2b,0,val,val,es,fr,de,en,bad,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,4,3,19.375,20.375,1.0,-1.5,-1.375,0.125,2.0
gemma-2-2b,0,val,val,es,fr,de,es,malo,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,1,2,21.375,21.625,0.25,0.5,-0.125,-0.625,2.0
gemma-2-2b,0,val,val,es,fr,de,fr,mauvais,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,2,1,20.875,21.75,0.875,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,val,es,fr,de,ja,悪い,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,6667,6312,8.1875,8.625,0.4375,-12.6875,-13.125,-0.4375,2.0
gemma-2-2b,0,val,val,es,fr,de,ko,나쁜,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,13943,18053,6.625,6.28125,-0.34375,-14.25,-15.46875,-1.21875,2.0
gemma-2-2b,0,val,val,es,fr,de,zh,坏,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,2006,1827,10.75,11.3125,0.5625,-10.125,-10.4375,-0.3125,2.0
gemma-2-2b,0,val,freq,es,fr,de,de,schlecht,bon,"Lo opuesto de ""bon"" es """,mauvais,2,181,211,50,14.3125,13.625,-0.6875,-6.5625,1.75,8.3125,2.0
gemma-2-2b,0,val,freq,es,fr,de,en,bad,bon,"Lo opuesto de ""bon"" es """,mauvais,2,181,4,0,19.375,17.125,-2.25,-1.5,5.25,6.75,2.0
gemma-2-2b,0,val,freq,es,fr,de,es,malo,bon,"Lo opuesto de ""bon"" es """,mauvais,2,181,1,9038,21.375,5.21875,-16.15625,0.5,-6.65625,-7.15625,2.0
gemma-2-2b,0,val,freq,es,fr,de,fr,mauvais,bon,"Lo opuesto de ""bon"" es """,mauvais,2,181,2,181,20.875,11.875,-9.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,freq,es,fr,de,ja,悪い,bon,"Lo opuesto de ""bon"" es """,mauvais,2,181,6667,24507,8.1875,2.765625,-5.421875,-12.6875,-9.109375,3.578125,2.0
gemma-2-2b,0,val,freq,es,fr,de,ko,나쁜,bon,"Lo opuesto de ""bon"" es """,mauvais,2,181,13943,11204,6.625,4.75,-1.875,-14.25,-7.125,7.125,2.0
gemma-2-2b,0,val,freq,es,fr,de,zh,坏,bon,"Lo opuesto de ""bon"" es """,mauvais,2,181,2006,3042,10.75,7.46875,-3.28125,-10.125,-4.40625,5.71875,2.0
gemma-2-2b,0,freq,desc,es,fr,de,de,schlecht,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,211,174,14.3125,14.125,-0.1875,-6.5625,-6.0,0.5625,2.0
gemma-2-2b,0,freq,desc,es,fr,de,en,bad,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,4,4,19.375,19.25,-0.125,-1.5,-0.875,0.625,2.0
gemma-2-2b,0,freq,desc,es,fr,de,es,malo,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,1,1,21.375,20.25,-1.125,0.5,0.125,-0.375,2.0
gemma-2-2b,0,freq,desc,es,fr,de,fr,mauvais,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,2,2,20.875,20.125,-0.75,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,desc,es,fr,de,ja,悪い,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,6667,4702,8.1875,8.25,0.0625,-12.6875,-11.875,0.8125,2.0
gemma-2-2b,0,freq,desc,es,fr,de,ko,나쁜,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,13943,16617,6.625,5.78125,-0.84375,-14.25,-14.34375,-0.09375,2.0
gemma-2-2b,0,freq,desc,es,fr,de,zh,坏,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,2006,1349,10.75,10.75,0.0,-10.125,-9.375,0.75,2.0
gemma-2-2b,0,freq,val,es,fr,de,de,schlecht,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,211,196,14.3125,8.8125,-5.5,-6.5625,-8.1875,-1.625,2.0
gemma-2-2b,0,freq,val,es,fr,de,en,bad,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,4,3,19.375,16.125,-3.25,-1.5,-0.875,0.625,2.0
gemma-2-2b,0,freq,val,es,fr,de,es,malo,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,1,1,21.375,18.0,-3.375,0.5,1.0,0.5,2.0
gemma-2-2b,0,freq,val,es,fr,de,fr,mauvais,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,2,2,20.875,17.0,-3.875,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,val,es,fr,de,ja,悪い,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,6667,1008,8.1875,5.90625,-2.28125,-12.6875,-11.09375,1.59375,2.0
gemma-2-2b,0,freq,val,es,fr,de,ko,나쁜,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,13943,12509,6.625,1.25,-5.375,-14.25,-15.75,-1.5,2.0
gemma-2-2b,0,freq,val,es,fr,de,zh,坏,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,2006,371,10.75,7.84375,-2.90625,-10.125,-9.15625,0.96875,2.0
gemma-2-2b,0,freq,freq,es,fr,de,de,schlecht,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,211,259,14.3125,13.625,-0.6875,-6.5625,-7.25,-0.6875,2.0
gemma-2-2b,0,freq,freq,es,fr,de,en,bad,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,4,3,19.375,19.75,0.375,-1.5,-1.125,0.375,2.0
gemma-2-2b,0,freq,freq,es,fr,de,es,malo,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,1,1,21.375,21.375,0.0,0.5,0.5,0.0,2.0
gemma-2-2b,0,freq,freq,es,fr,de,fr,mauvais,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,2,2,20.875,20.875,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,freq,es,fr,de,ja,悪い,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,6667,3414,8.1875,9.0,0.8125,-12.6875,-11.875,0.8125,2.0
gemma-2-2b,0,freq,freq,es,fr,de,ko,나쁜,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,13943,11537,6.625,6.65625,0.03125,-14.25,-14.21875,0.03125,2.0
gemma-2-2b,0,freq,freq,es,fr,de,zh,坏,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,2006,886,10.75,11.5625,0.8125,-10.125,-9.3125,0.8125,2.0
gemma-2-2b,0,desc,desc,es,fr,en,de,schlecht,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,211,234,14.3125,14.4375,0.125,-6.5625,-6.9375,-0.375,2.0
gemma-2-2b,0,desc,desc,es,fr,en,en,bad,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,4,4,19.375,19.75,0.375,-1.5,-1.625,-0.125,2.0
gemma-2-2b,0,desc,desc,es,fr,en,es,malo,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,1,1,21.375,21.625,0.25,0.5,0.25,-0.25,2.0
gemma-2-2b,0,desc,desc,es,fr,en,fr,mauvais,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,2,2,20.875,21.375,0.5,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,es,fr,en,ja,悪い,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,6667,6205,8.1875,8.4375,0.25,-12.6875,-12.9375,-0.25,2.0
gemma-2-2b,0,desc,desc,es,fr,en,ko,나쁜,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,13943,14931,6.625,6.59375,-0.03125,-14.25,-14.78125,-0.53125,2.0
gemma-2-2b,0,desc,desc,es,fr,en,zh,坏,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,2006,1803,10.75,10.9375,0.1875,-10.125,-10.4375,-0.3125,2.0
gemma-2-2b,0,desc,val,es,fr,en,de,schlecht,bon,"Lo opuesto de ""bon"" es """,mauvais,2,4,211,788,14.3125,6.21875,-8.09375,-6.5625,-9.34375,-2.78125,2.0
gemma-2-2b,0,desc,val,es,fr,en,en,bad,bon,"Lo opuesto de ""bon"" es """,mauvais,2,4,4,3,19.375,16.125,-3.25,-1.5,0.5625,2.0625,2.0
gemma-2-2b,0,desc,val,es,fr,en,es,malo,bon,"Lo opuesto de ""bon"" es """,mauvais,2,4,1,2,21.375,16.625,-4.75,0.5,1.0625,0.5625,2.0
gemma-2-2b,0,desc,val,es,fr,en,fr,mauvais,bon,"Lo opuesto de ""bon"" es """,mauvais,2,4,2,4,20.875,15.5625,-5.3125,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,val,es,fr,en,ja,悪い,bon,"Lo opuesto de ""bon"" es """,mauvais,2,4,6667,850,8.1875,6.0625,-2.125,-12.6875,-9.5,3.1875,2.0
gemma-2-2b,0,desc,val,es,fr,en,ko,나쁜,bon,"Lo opuesto de ""bon"" es """,mauvais,2,4,13943,27029,6.625,-1.703125,-8.328125,-14.25,-17.265625,-3.015625,2.0
gemma-2-2b,0,desc,val,es,fr,en,zh,坏,bon,"Lo opuesto de ""bon"" es """,mauvais,2,4,2006,2248,10.75,4.03125,-6.71875,-10.125,-11.53125,-1.40625,2.0
gemma-2-2b,0,desc,freq,es,fr,en,de,schlecht,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,211,123,14.3125,18.5,4.1875,-6.5625,-5.25,1.3125,2.0
gemma-2-2b,0,desc,freq,es,fr,en,en,bad,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,4,4,19.375,22.75,3.375,-1.5,-1.0,0.5,2.0
gemma-2-2b,0,desc,freq,es,fr,en,es,malo,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,1,3,21.375,22.875,1.5,0.5,-0.875,-1.375,2.0
gemma-2-2b,0,desc,freq,es,fr,en,fr,mauvais,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,2,1,20.875,23.75,2.875,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,freq,es,fr,en,ja,悪い,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,6667,8830,8.1875,11.0625,2.875,-12.6875,-12.6875,0.0,2.0
gemma-2-2b,0,desc,freq,es,fr,en,ko,나쁜,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,13943,39861,6.625,7.34375,0.71875,-14.25,-16.40625,-2.15625,2.0
gemma-2-2b,0,desc,freq,es,fr,en,zh,坏,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,2006,2685,10.75,13.625,2.875,-10.125,-10.125,0.0,2.0
gemma-2-2b,0,val,desc,es,fr,en,de,schlecht,bon,"Lo opuesto de ""bon"" es """,mauvais,2,5,211,151,14.3125,15.125,0.8125,-6.5625,-4.125,2.4375,2.0
gemma-2-2b,0,val,desc,es,fr,en,en,bad,bon,"Lo opuesto de ""bon"" es """,mauvais,2,5,4,2,19.375,20.25,0.875,-1.5,1.0,2.5,2.0
gemma-2-2b,0,val,desc,es,fr,en,es,malo,bon,"Lo opuesto de ""bon"" es """,mauvais,2,5,1,1,21.375,20.75,-0.625,0.5,1.5,1.0,2.0
gemma-2-2b,0,val,desc,es,fr,en,fr,mauvais,bon,"Lo opuesto de ""bon"" es """,mauvais,2,5,2,5,20.875,19.25,-1.625,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,desc,es,fr,en,ja,悪い,bon,"Lo opuesto de ""bon"" es """,mauvais,2,5,6667,3357,8.1875,10.125,1.9375,-12.6875,-9.125,3.5625,2.0
gemma-2-2b,0,val,desc,es,fr,en,ko,나쁜,bon,"Lo opuesto de ""bon"" es """,mauvais,2,5,13943,20745,6.625,6.5,-0.125,-14.25,-12.75,1.5,2.0
gemma-2-2b,0,val,desc,es,fr,en,zh,坏,bon,"Lo opuesto de ""bon"" es """,mauvais,2,5,2006,1645,10.75,11.5,0.75,-10.125,-7.75,2.375,2.0
gemma-2-2b,0,val,val,es,fr,en,de,schlecht,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,211,263,14.3125,14.5625,0.25,-6.5625,-6.8125,-0.25,2.0
gemma-2-2b,0,val,val,es,fr,en,en,bad,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,4,5,19.375,19.875,0.5,-1.5,-1.5,0.0,2.0
gemma-2-2b,0,val,val,es,fr,en,es,malo,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,1,1,21.375,21.75,0.375,0.5,0.375,-0.125,2.0
gemma-2-2b,0,val,val,es,fr,en,fr,mauvais,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,2,2,20.875,21.375,0.5,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,val,es,fr,en,ja,悪い,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,6667,4005,8.1875,9.75,1.5625,-12.6875,-11.625,1.0625,2.0
gemma-2-2b,0,val,val,es,fr,en,ko,나쁜,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,13943,16881,6.625,6.65625,0.03125,-14.25,-14.71875,-0.46875,2.0
gemma-2-2b,0,val,val,es,fr,en,zh,坏,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,2006,1196,10.75,12.0625,1.3125,-10.125,-9.3125,0.8125,2.0
gemma-2-2b,0,val,freq,es,fr,en,de,schlecht,bon,"Lo opuesto de ""bon"" es """,mauvais,2,5,211,135,14.3125,19.0,4.6875,-6.5625,-4.125,2.4375,2.0
gemma-2-2b,0,val,freq,es,fr,en,en,bad,bon,"Lo opuesto de ""bon"" es """,mauvais,2,5,4,4,19.375,23.125,3.75,-1.5,0.0,1.5,2.0
gemma-2-2b,0,val,freq,es,fr,en,es,malo,bon,"Lo opuesto de ""bon"" es """,mauvais,2,5,1,2,21.375,23.375,2.0,0.5,0.25,-0.25,2.0
gemma-2-2b,0,val,freq,es,fr,en,fr,mauvais,bon,"Lo opuesto de ""bon"" es """,mauvais,2,5,2,5,20.875,23.125,2.25,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,freq,es,fr,en,ja,悪い,bon,"Lo opuesto de ""bon"" es """,mauvais,2,5,6667,5312,8.1875,13.25,5.0625,-12.6875,-9.875,2.8125,2.0
gemma-2-2b,0,val,freq,es,fr,en,ko,나쁜,bon,"Lo opuesto de ""bon"" es """,mauvais,2,5,13943,27723,6.625,9.875,3.25,-14.25,-13.25,1.0,2.0
gemma-2-2b,0,val,freq,es,fr,en,zh,坏,bon,"Lo opuesto de ""bon"" es """,mauvais,2,5,2006,1763,10.75,15.375,4.625,-10.125,-7.75,2.375,2.0
gemma-2-2b,0,freq,desc,es,fr,en,de,schlecht,bon,"Lo opuesto de ""bon"" es """,mauvais,2,6,211,150,14.3125,14.3125,0.0,-6.5625,-3.9375,2.625,2.0
gemma-2-2b,0,freq,desc,es,fr,en,en,bad,bon,"Lo opuesto de ""bon"" es """,mauvais,2,6,4,2,19.375,19.5,0.125,-1.5,1.25,2.75,2.0
gemma-2-2b,0,freq,desc,es,fr,en,es,malo,bon,"Lo opuesto de ""bon"" es """,mauvais,2,6,1,1,21.375,20.0,-1.375,0.5,1.75,1.25,2.0
gemma-2-2b,0,freq,desc,es,fr,en,fr,mauvais,bon,"Lo opuesto de ""bon"" es """,mauvais,2,6,2,6,20.875,18.25,-2.625,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,desc,es,fr,en,ja,悪い,bon,"Lo opuesto de ""bon"" es """,mauvais,2,6,6667,4900,8.1875,8.75,0.5625,-12.6875,-9.5,3.1875,2.0
gemma-2-2b,0,freq,desc,es,fr,en,ko,나쁜,bon,"Lo opuesto de ""bon"" es """,mauvais,2,6,13943,17793,6.625,6.0625,-0.5625,-14.25,-12.1875,2.0625,2.0
gemma-2-2b,0,freq,desc,es,fr,en,zh,坏,bon,"Lo opuesto de ""bon"" es """,mauvais,2,6,2006,2062,10.75,10.375,-0.375,-10.125,-7.875,2.25,2.0
gemma-2-2b,0,freq,val,es,fr,en,de,schlecht,bon,"Lo opuesto de ""bon"" es """,mauvais,2,6,211,523,14.3125,9.0,-5.3125,-6.5625,-6.9375,-0.375,2.0
gemma-2-2b,0,freq,val,es,fr,en,en,bad,bon,"Lo opuesto de ""bon"" es """,mauvais,2,6,4,3,19.375,17.75,-1.625,-1.5,1.8125,3.3125,2.0
gemma-2-2b,0,freq,val,es,fr,en,es,malo,bon,"Lo opuesto de ""bon"" es """,mauvais,2,6,1,1,21.375,18.75,-2.625,0.5,2.8125,2.3125,2.0
gemma-2-2b,0,freq,val,es,fr,en,fr,mauvais,bon,"Lo opuesto de ""bon"" es """,mauvais,2,6,2,6,20.875,15.9375,-4.9375,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,val,es,fr,en,ja,悪い,bon,"Lo opuesto de ""bon"" es """,mauvais,2,6,6667,669,8.1875,8.625,0.4375,-12.6875,-7.3125,5.375,2.0
gemma-2-2b,0,freq,val,es,fr,en,ko,나쁜,bon,"Lo opuesto de ""bon"" es """,mauvais,2,6,13943,13078,6.625,2.5625,-4.0625,-14.25,-13.375,0.875,2.0
gemma-2-2b,0,freq,val,es,fr,en,zh,坏,bon,"Lo opuesto de ""bon"" es """,mauvais,2,6,2006,1638,10.75,6.875,-3.875,-10.125,-9.0625,1.0625,2.0
gemma-2-2b,0,freq,freq,es,fr,en,de,schlecht,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,211,205,14.3125,14.5,0.1875,-6.5625,-6.5,0.0625,2.0
gemma-2-2b,0,freq,freq,es,fr,en,en,bad,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,4,4,19.375,19.625,0.25,-1.5,-1.375,0.125,2.0
gemma-2-2b,0,freq,freq,es,fr,en,es,malo,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,1,1,21.375,21.5,0.125,0.5,0.5,0.0,2.0
gemma-2-2b,0,freq,freq,es,fr,en,fr,mauvais,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,2,2,20.875,21.0,0.125,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,freq,es,fr,en,ja,悪い,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,6667,6485,8.1875,8.4375,0.25,-12.6875,-12.5625,0.125,2.0
gemma-2-2b,0,freq,freq,es,fr,en,ko,나쁜,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,13943,14250,6.625,6.78125,0.15625,-14.25,-14.21875,0.03125,2.0
gemma-2-2b,0,freq,freq,es,fr,en,zh,坏,bon,"Lo opuesto de ""bon"" es """,mauvais,2,2,2006,1893,10.75,10.9375,0.1875,-10.125,-10.0625,0.0625,2.0
gemma-2-2b,0,desc,desc,es,fr,es,de,schlecht,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,211,115,14.3125,15.375,1.0625,-6.5625,-6.125,0.4375,2.0
gemma-2-2b,0,desc,desc,es,fr,es,en,bad,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,4,3,19.375,19.875,0.5,-1.5,-1.625,-0.125,2.0
gemma-2-2b,0,desc,desc,es,fr,es,es,malo,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,1,2,21.375,20.625,-0.75,0.5,-0.875,-1.375,2.0
gemma-2-2b,0,desc,desc,es,fr,es,fr,mauvais,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,2,1,20.875,21.5,0.625,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,es,fr,es,ja,悪い,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,6667,6627,8.1875,8.4375,0.25,-12.6875,-13.0625,-0.375,2.0
gemma-2-2b,0,desc,desc,es,fr,es,ko,나쁜,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,13943,11779,6.625,7.1875,0.5625,-14.25,-14.3125,-0.0625,2.0
gemma-2-2b,0,desc,desc,es,fr,es,zh,坏,bon,"Lo opuesto de ""bon"" es """,mauvais,2,1,2006,2027,10.75,10.875,0.125,-10.125,-10.625,-0.5,2.0
gemma-2-2b,0,desc,val,es,fr,es,de,schlecht,bon,"Lo opuesto de ""bon"" es """,mauvais,2,4,211,414,14.3125,12.6875,-1.625,-6.5625,-6.1875,0.375,2.0
gemma-2-2b,0,desc,val,es,fr,es,en,bad,bon,"Lo opuesto de ""bon"" es """,mauvais,2,4,4,0,19.375,19.625,0.25,-1.5,0.75,2.25,2.0
gemma-2-2b,0,desc,val,es,fr,es,es,malo,bon,"Lo opuesto de ""bon"" es """,mauvais,2,4,1,3,21.375,19.0,-2.375,0.5,0.125,-0.375,2.0
gemma-2-2b,0,desc,val,es,fr,es,fr,mauvais,bon,"Lo opuesto de ""bon"" es """,mauvais,2,4,2,4,20.875,18.875,-2.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,val,es,fr,es,ja,悪い,bon,"Lo opuesto de ""bon"" es """,mauvais,2,4,6667,2426,8.1875,10.125,1.9375,-12.6875,-8.75,3.9375,2.0
gemma-2-2b,0,desc,val,es,fr,es,ko,나쁜,bon,"Lo opuesto de ""bon"" es """,mauvais,2,4,13943,21468,6.625,6.0625,-0.5625,-14.25,-12.8125,1.4375,2.0
gemma-2-2b,0,desc,val,es,fr,es,zh,坏,bon,"Lo opuesto de ""bon"" es """,mauvais,2,4,2006,612,10.75,12.25,1.5,-10.125,-6.625,3.5,2.0
